arm,replicate,case_id,tree_hash,all_l2_count,fallback_count,leaf_count,leaf_specific_count,leaf_specific_rate,leaf_parent_invalid_count,leaf_parent_invalid_rate,leaf_semantic_duplicate_count,leaf_semantic_duplicate_rate,leaf_exact_duplicate_count,leaf_exact_duplicate_rate,semantic_duplicate_excess_count,semantic_duplicate_excess_rate,exact_duplicate_excess_count,exact_duplicate_excess_rate,semantic_vs_exact_excess_gap,leaf_clean_count,leaf_clean_rate,novel_vs_c_leaf_count,novel_vs_c_leaf_specific_count,novel_vs_c_leaf_specific_rate,novel_vs_c_leaf_parent_invalid_count,novel_vs_c_leaf_parent_invalid_rate,novel_vs_c_leaf_semantic_duplicate_count,novel_vs_c_leaf_semantic_duplicate_rate,novel_vs_c_leaf_exact_duplicate_count,novel_vs_c_leaf_exact_duplicate_rate,novel_vs_c_semantic_duplicate_excess_count,novel_vs_c_semantic_duplicate_excess_rate,novel_vs_c_exact_duplicate_excess_count,novel_vs_c_exact_duplicate_excess_rate,novel_vs_c_semantic_vs_exact_excess_gap,novel_vs_c_leaf_clean_count,novel_vs_c_leaf_clean_rate
A,2,mb66_peliosis,5279238a1a7e5c01ed9784999547ea6eda1845591820f5bf8952c75ef9a00219,21,0,21,21,1.0,13,0.6190476190476191,17,0.8095238095238095,17,0.8095238095238095,12,0.5714285714285714,12,0.5714285714285714,0.0,0,0.0,8,8,1.0,6,0.75,4,0.5,4,0.5,2,0.25,2,0.25,0.0,0,0.0
A,2,mb77_hyperpara,2a6d4e1ec76fed8b17e77f2e39f3df96dd9f38586387127573b8ba13ba189a0c,34,0,34,28,0.8235294117647058,20,0.5882352941176471,15,0.4411764705882353,13,0.38235294117647056,9,0.2647058823529412,8,0.23529411764705882,0.029411764705882353,5,0.14705882352941177,22,17,0.7727272727272727,13,0.5909090909090909,7,0.3181818181818182,5,0.22727272727272727,4,0.18181818181818182,3,0.13636363636363635,0.045454545454545456,4,0.18181818181818182
A,2,mb82_adhesions,0f18a79c994e90aca5f60fdfe362c44cf7d95fba4c929cafd09e4a30a4146a67,25,0,25,23,0.92,8,0.32,13,0.52,12,0.48,8,0.32,7,0.28,0.04,9,0.36,17,15,0.8823529411764706,5,0.29411764705882354,8,0.47058823529411764,7,0.4117647058823529,5,0.29411764705882354,4,0.23529411764705882,0.058823529411764705,7,0.4117647058823529
A,2,mb83_foreignbody,5d6e4f546f1b1b296a55288477f5be90a27752ce73268929a3722cb7dbf3b297,25,0,25,21,0.84,11,0.44,13,0.52,13,0.52,7,0.28,7,0.28,0.0,9,0.36,18,14,0.7777777777777778,8,0.4444444444444444,9,0.5,9,0.5,5,0.2777777777777778,5,0.2777777777777778,0.0,6,0.3333333333333333
A,2,mxh011,45fc0c9db14130e8bbed57833ab45c3ea11f5d5aba81af74272f06e6d18e5ac8,24,0,24,24,1.0,7,0.2916666666666667,19,0.7916666666666666,19,0.7916666666666666,13,0.5416666666666666,13,0.5416666666666666,0.0,4,0.16666666666666666,16,16,1.0,3,0.1875,11,0.6875,11,0.6875,7,0.4375,7,0.4375,0.0,4,0.25
A,2,mxh014,09098eb365eabb8a1456365dcfe2b8918216890c38d8a53a0101f6178b446a06,38,0,38,33,0.868421052631579,23,0.6052631578947368,16,0.42105263157894735,14,0.3684210526315789,11,0.2894736842105263,10,0.2631578947368421,0.02631578947368421,4,0.10526315789473684,34,29,0.8529411764705882,22,0.6470588235294118,14,0.4117647058823529,14,0.4117647058823529,10,0.29411764705882354,10,0.29411764705882354,0.0,3,0.08823529411764706
A,2,mxh036,3decac71b26d99cf3f7b6d1d836de5a8b48f852b9c0c1e4986b8a8201a521ee1,35,0,35,35,1.0,18,0.5142857142857142,22,0.6285714285714286,22,0.6285714285714286,15,0.42857142857142855,15,0.42857142857142855,0.0,9,0.2571428571428571,17,17,1.0,6,0.35294117647058826,7,0.4117647058823529,7,0.4117647058823529,5,0.29411764705882354,5,0.29411764705882354,0.0,7,0.4117647058823529
A,2,mxh045,23d4b4635e51e5608cbe171d4cd14841f188daab2bbcce25fec222245ed3bd41,37,0,37,37,1.0,12,0.32432432432432434,36,0.972972972972973,36,0.972972972972973,25,0.6756756756756757,25,0.6756756756756757,0.0,0,0.0,37,37,1.0,12,0.32432432432432434,36,0.972972972972973,36,0.972972972972973,25,0.6756756756756757,25,0.6756756756756757,0.0,0,0.0
A,2,mxh046,d5258049d1ab52e215bf993d2ccf9ec2246172d7514b95cc9dd6d1934b5be993,25,0,25,24,0.96,7,0.28,20,0.8,20,0.8,14,0.56,14,0.56,0.0,2,0.08,9,9,1.0,5,0.5555555555555556,5,0.5555555555555556,5,0.5555555555555556,3,0.3333333333333333,3,0.3333333333333333,0.0,2,0.2222222222222222
A,2,mxh055,1f06d392144e1cb711ac318e24d31b0d167076f09595aadf9bbc78525842ec6d,19,0,19,18,0.9473684210526315,7,0.3684210526315789,14,0.7368421052631579,14,0.7368421052631579,10,0.5263157894736842,10,0.5263157894736842,0.0,4,0.21052631578947367,6,6,1.0,2,0.3333333333333333,4,0.6666666666666666,4,0.6666666666666666,3,0.5,3,0.5,0.0,2,0.3333333333333333
A,2,mxh068,f55b694657415559ab58a58f59479d3b140d4dadb33a47f651482a87361d92c5,34,0,34,32,0.9411764705882353,13,0.38235294117647056,31,0.9117647058823529,31,0.9117647058823529,23,0.6764705882352942,23,0.6764705882352942,0.0,2,0.058823529411764705,20,18,0.9,9,0.45,18,0.9,18,0.9,13,0.65,13,0.65,0.0,1,0.05
A,2,mxh075,a04d783f45d1bc4b271b9055ac3452db60bac25fb5b74caf41581189059cfdfa,37,0,37,37,1.0,20,0.5405405405405406,31,0.8378378378378378,31,0.8378378378378378,22,0.5945945945945946,22,0.5945945945945946,0.0,6,0.16216216216216217,7,7,1.0,5,0.7142857142857143,6,0.8571428571428571,6,0.8571428571428571,4,0.5714285714285714,4,0.5714285714285714,0.0,1,0.14285714285714285
A,3,mb11_pancoast,e5a65c13128b0f561781625f275297c86b74e7474937a4ae2854aa5a01e9603e,22,0,22,18,0.8181818181818182,10,0.45454545454545453,14,0.6363636363636364,13,0.5909090909090909,8,0.36363636363636365,7,0.3181818181818182,0.045454545454545456,5,0.22727272727272727,13,9,0.6923076923076923,7,0.5384615384615384,8,0.6153846153846154,8,0.6153846153846154,4,0.3076923076923077,4,0.3076923076923077,0.0,3,0.23076923076923078
A,3,mb34_leukemoid,6d51d3cc9741751968c8483e1378a4d49477ca66ad722fd47c5f9cca12536755,44,0,44,42,0.9545454545454546,25,0.5681818181818182,31,0.7045454545454546,31,0.7045454545454546,22,0.5,22,0.5,0.0,6,0.13636363636363635,24,22,0.9166666666666666,16,0.6666666666666666,15,0.625,15,0.625,11,0.4583333333333333,11,0.4583333333333333,0.0,2,0.08333333333333333
A,3,mb55_glucagonoma,39c81e6efab689f1744717885869945230ac59022dd77051ee855d6666a6d343,31,0,31,30,0.967741935483871,12,0.3870967741935484,13,0.41935483870967744,13,0.41935483870967744,7,0.22580645161290322,7,0.22580645161290322,0.0,12,0.3870967741935484,27,26,0.9629629629629629,11,0.4074074074074074,10,0.37037037037037035,10,0.37037037037037035,5,0.18518518518518517,5,0.18518518518518517,0.0,11,0.4074074074074074
A,3,mb57_kartagener,b10e89c767ba955474cbc0fa4898d1865b1b1ac80e23eed4dbdc4c327131bee2,25,0,25,25,1.0,14,0.56,22,0.88,22,0.88,17,0.68,17,0.68,0.0,3,0.12,11,11,1.0,5,0.45454545454545453,8,0.7272727272727273,8,0.7272727272727273,6,0.5454545454545454,6,0.5454545454545454,0.0,3,0.2727272727272727
A,3,mb65_cml,04b178ad93384deb6d52d642d81eed246b4bf5b0229f0bf77487b053ad97723e,23,0,23,23,1.0,11,0.4782608695652174,16,0.6956521739130435,15,0.6521739130434783,12,0.5217391304347826,10,0.43478260869565216,0.08695652173913043,6,0.2608695652173913,12,12,1.0,8,0.6666666666666666,9,0.75,9,0.75,7,0.5833333333333334,6,0.5,0.08333333333333333,2,0.16666666666666666
A,3,mb66_peliosis,a3b1fdbf96353e99862f79ab44c8d0793732961e696da83cd5f91f9e638e8447,25,0,25,25,1.0,12,0.48,18,0.72,18,0.72,11,0.44,11,0.44,0.0,3,0.12,13,13,1.0,7,0.5384615384615384,6,0.46153846153846156,6,0.46153846153846156,3,0.23076923076923078,3,0.23076923076923078,0.0,3,0.23076923076923078
A,3,mb77_hyperpara,57f3844a5f06387501b61cd9dc7a6664b2724c7a1339f105708a20de12f8b2e7,22,0,22,21,0.9545454545454546,10,0.45454545454545453,12,0.5454545454545454,12,0.5454545454545454,8,0.36363636363636365,8,0.36363636363636365,0.0,8,0.36363636363636365,14,13,0.9285714285714286,6,0.42857142857142855,5,0.35714285714285715,5,0.35714285714285715,3,0.21428571428571427,3,0.21428571428571427,0.0,7,0.5
A,3,mb82_adhesions,f59a49c48872a5759bb4bba1d289a84690b8a8daa0e77c37e1f09ca08e2bd271,25,0,25,23,0.92,6,0.24,13,0.52,11,0.44,7,0.28,6,0.24,0.04,10,0.4,17,15,0.8823529411764706,4,0.23529411764705882,8,0.47058823529411764,6,0.35294117647058826,4,0.23529411764705882,3,0.17647058823529413,0.058823529411764705,7,0.4117647058823529
A,3,mb83_foreignbody,786eb6669e7e9644769719c74fbd1dddc2813d933d01cac94b2de6bc30540adf,24,0,24,19,0.7916666666666666,12,0.5,20,0.8333333333333334,20,0.8333333333333334,11,0.4583333333333333,11,0.4583333333333333,0.0,3,0.125,16,11,0.6875,9,0.5625,14,0.875,14,0.875,8,0.5,8,0.5,0.0,1,0.0625
A,3,mxh011,069f25f86b35261c9c55a6b0629417f786566a1d3b6a0ccdf1ba1acda3a2f29c,27,0,27,27,1.0,11,0.4074074074074074,22,0.8148148148148148,22,0.8148148148148148,16,0.5925925925925926,16,0.5925925925925926,0.0,2,0.07407407407407407,17,17,1.0,5,0.29411764705882354,13,0.7647058823529411,13,0.7647058823529411,9,0.5294117647058824,9,0.5294117647058824,0.0,2,0.11764705882352941
A,3,mxh014,aa9ece1828ecc7798e7ff5884d3f784c1dd42c00ecedd20cafbdd88329b8493d,56,0,56,46,0.8214285714285714,36,0.6428571428571429,37,0.6607142857142857,35,0.625,22,0.39285714285714285,21,0.375,0.017857142857142856,7,0.125,53,43,0.8113207547169812,35,0.660377358490566,35,0.660377358490566,33,0.6226415094339622,21,0.39622641509433965,20,0.37735849056603776,0.018867924528301886,6,0.11320754716981132
A,3,mxh036,cf7c9f22bfe47f005e4db5de2945edb842976368e8f1e0bfdf86ebe833127b84,33,0,33,33,1.0,19,0.5757575757575758,26,0.7878787878787878,25,0.7575757575757576,18,0.5454545454545454,17,0.5151515151515151,0.030303030303030304,5,0.15151515151515152,16,16,1.0,7,0.4375,11,0.6875,11,0.6875,7,0.4375,7,0.4375,0.0,3,0.1875
A,3,mxh045,1d8652486fe7cc1234eee0c17ac0a63db4a683778c6f83bbd284b91ecf3fdde8,39,0,39,39,1.0,14,0.358974358974359,34,0.8717948717948718,34,0.8717948717948718,25,0.6410256410256411,25,0.6410256410256411,0.0,3,0.07692307692307693,32,32,1.0,13,0.40625,27,0.84375,27,0.84375,20,0.625,20,0.625,0.0,3,0.09375
A,3,mxh046,27fc299b2205ea8ac45251539311d20bdd62481dea9a03dea2d30057390df9b5,23,0,23,23,1.0,6,0.2608695652173913,18,0.782608695652174,18,0.782608695652174,13,0.5652173913043478,13,0.5652173913043478,0.0,2,0.08695652173913043,8,8,1.0,4,0.5,3,0.375,3,0.375,2,0.25,2,0.25,0.0,2,0.25
A,3,mxh055,083623c9d7c8e1101252d3566bf9fb3c8a34362a6f70b456a9bbd4258030b3bb,24,0,24,22,0.9166666666666666,8,0.3333333333333333,18,0.75,18,0.75,13,0.5416666666666666,13,0.5416666666666666,0.0,4,0.16666666666666666,8,7,0.875,3,0.375,4,0.5,4,0.5,3,0.375,3,0.375,0.0,3,0.375
A,3,mxh068,d5d3f3845fde55d685d8538a25ea6fc01155e4e7b967ef7817c0fb194a0c5c6c,43,0,43,39,0.9069767441860465,14,0.32558139534883723,34,0.7906976744186046,34,0.7906976744186046,23,0.5348837209302325,23,0.5348837209302325,0.0,7,0.16279069767441862,31,27,0.8709677419354839,8,0.25806451612903225,22,0.7096774193548387,22,0.7096774193548387,14,0.45161290322580644,14,0.45161290322580644,0.0,7,0.22580645161290322
A,3,mxh075,34cdc345c8ea8e4f58b18fe9caf58f5d97ed185a0a1bc6a591f9bcb6f789ef98,33,0,33,33,1.0,17,0.5151515151515151,28,0.8484848484848485,28,0.8484848484848485,19,0.5757575757575758,19,0.5757575757575758,0.0,5,0.15151515151515152,7,7,1.0,5,0.7142857142857143,6,0.8571428571428571,6,0.8571428571428571,4,0.5714285714285714,4,0.5714285714285714,0.0,1,0.14285714285714285
B,1,mb11_pancoast,12331958a611387866434aec919fc7d929881559407d4be6594562ed2c94e553,24,0,24,21,0.875,10,0.4166666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.5416666666666666,21,18,0.8571428571428571,10,0.47619047619047616,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,0.47619047619047616
B,1,mb34_leukemoid,9b04632098e143db34afb8742f2e4f523a3482787bdd5fae0240133dec39cf27,17,0,17,16,0.9411764705882353,2,0.11764705882352941,5,0.29411764705882354,5,0.29411764705882354,3,0.17647058823529413,3,0.17647058823529413,0.0,10,0.5882352941176471,11,10,0.9090909090909091,1,0.09090909090909091,2,0.18181818181818182,2,0.18181818181818182,1,0.09090909090909091,1,0.09090909090909091,0.0,7,0.6363636363636364
B,1,mb55_glucagonoma,5ecdf57c14b0e96210ce7c6c5096b51c52bd8971a6f55db45714571b23dc0ffc,19,0,19,17,0.8947368421052632,7,0.3684210526315789,6,0.3157894736842105,6,0.3157894736842105,3,0.15789473684210525,3,0.15789473684210525,0.0,8,0.42105263157894735,16,14,0.875,7,0.4375,4,0.25,4,0.25,2,0.125,2,0.125,0.0,7,0.4375
B,1,mb57_kartagener,d24aa75e6d808d9ba04b3af87380dd50c9e0c6d11e5f77ebb0813aa347fb9eb1,25,0,25,22,0.88,9,0.36,14,0.56,14,0.56,8,0.32,8,0.32,0.0,5,0.2,17,14,0.8235294117647058,6,0.35294117647058826,6,0.35294117647058826,6,0.35294117647058826,3,0.17647058823529413,3,0.17647058823529413,0.0,5,0.29411764705882354
B,1,mb65_cml,b7af7ae6946c5808560c176813217bca4acd70b53464306c210e2dc57cc2b863,21,0,21,21,1.0,14,0.6666666666666666,20,0.9523809523809523,20,0.9523809523809523,15,0.7142857142857143,15,0.7142857142857143,0.0,1,0.047619047619047616,16,16,1.0,12,0.75,16,1.0,16,1.0,12,0.75,12,0.75,0.0,0,0.0
B,1,mb66_peliosis,38ce5407f36f0731910070c30c7db07cd72540dec2fa3e5fcde88cdcb3fd3a8f,24,0,24,17,0.7083333333333334,11,0.4583333333333333,11,0.4583333333333333,10,0.4166666666666667,6,0.25,5,0.20833333333333334,0.041666666666666664,4,0.16666666666666666,17,10,0.5882352941176471,9,0.5294117647058824,8,0.47058823529411764,8,0.47058823529411764,4,0.23529411764705882,4,0.23529411764705882,0.0,1,0.058823529411764705
B,1,mb77_hyperpara,615fbe9bef12ea1e2d1ddccfce2e11738a4b328fa91792933a133883639c2653,26,0,26,23,0.8846153846153846,9,0.34615384615384615,13,0.5,13,0.5,8,0.3076923076923077,8,0.3076923076923077,0.0,10,0.38461538461538464,20,17,0.85,7,0.35,9,0.45,9,0.45,5,0.25,5,0.25,0.0,8,0.4
B,1,mb82_adhesions,17cdfb470636357419600deb7decc4cf867348970f59d8f4e6aad51ac6e64cb0,23,0,23,22,0.9565217391304348,15,0.6521739130434783,22,0.9565217391304348,22,0.9565217391304348,16,0.6956521739130435,16,0.6956521739130435,0.0,0,0.0,18,17,0.9444444444444444,12,0.6666666666666666,17,0.9444444444444444,17,0.9444444444444444,12,0.6666666666666666,12,0.6666666666666666,0.0,0,0.0
B,1,mb83_foreignbody,c63e1ce763e87b13341235fbf165d0d84d86244f0c96bd1ccd3bdd6b84b26ed7,18,0,18,17,0.9444444444444444,6,0.3333333333333333,7,0.3888888888888889,7,0.3888888888888889,4,0.2222222222222222,4,0.2222222222222222,0.0,9,0.5,14,13,0.9285714285714286,6,0.42857142857142855,7,0.5,7,0.5,4,0.2857142857142857,4,0.2857142857142857,0.0,5,0.35714285714285715
B,1,mxh011,111e797ab41fe848fd9bae8320ab69631062ef9108f68faf37240587920de85c,26,0,26,26,1.0,9,0.34615384615384615,26,1.0,26,1.0,20,0.7692307692307693,20,0.7692307692307693,0.0,0,0.0,17,17,1.0,5,0.29411764705882354,17,1.0,17,1.0,13,0.7647058823529411,13,0.7647058823529411,0.0,0,0.0
B,1,mxh014,8bcc6d8ac58a0c211ebddaa5dc225429ad51335613cb95d8709cee0f9bdb54d6,24,0,24,22,0.9166666666666666,7,0.2916666666666667,14,0.5833333333333334,14,0.5833333333333334,10,0.4166666666666667,9,0.375,0.041666666666666664,5,0.20833333333333334,18,17,0.9444444444444444,5,0.2777777777777778,9,0.5,9,0.5,6,0.3333333333333333,6,0.3333333333333333,0.0,5,0.2777777777777778
B,1,mxh036,5929b9268a914c6b6e253c479b5d93f229c75e2f789e74b489062ced610dc721,19,0,19,19,1.0,14,0.7368421052631579,17,0.8947368421052632,17,0.8947368421052632,12,0.631578947368421,12,0.631578947368421,0.0,0,0.0,5,5,1.0,3,0.6,3,0.6,3,0.6,2,0.4,2,0.4,0.0,0,0.0
B,1,mxh045,cb48abe70462b09c813fc3453e87d6bab6f7b6dda3f2a52f7960a16b4b6d5542,30,0,30,29,0.9666666666666667,5,0.16666666666666666,27,0.9,26,0.8666666666666667,17,0.5666666666666667,16,0.5333333333333333,0.03333333333333333,2,0.06666666666666667,25,24,0.96,5,0.2,23,0.92,22,0.88,14,0.56,13,0.52,0.04,1,0.04
B,1,mxh046,7a7e466aebf4897018dd3fc9c22e9897c90939200910e29a67803c9e09cc5dbf,22,0,22,22,1.0,4,0.18181818181818182,21,0.9545454545454546,21,0.9545454545454546,15,0.6818181818181818,13,0.5909090909090909,0.09090909090909091,0,0.0,9,9,1.0,3,0.3333333333333333,8,0.8888888888888888,8,0.8888888888888888,5,0.5555555555555556,4,0.4444444444444444,0.1111111111111111,0,0.0
B,1,mxh055,ced8773862ecb8e07585aedce23e98aa830e379898a54a323123cd8343450784,19,0,19,15,0.7894736842105263,4,0.21052631578947367,4,0.21052631578947367,4,0.21052631578947367,2,0.10526315789473684,2,0.10526315789473684,0.0,10,0.5263157894736842,12,9,0.75,4,0.3333333333333333,4,0.3333333333333333,4,0.3333333333333333,2,0.16666666666666666,2,0.16666666666666666,0.0,4,0.3333333333333333
B,1,mxh068,5c67ca59ba67a37698adae5aadc49fb4336d4c3bd9104d8e7a62e7a6eb3f61dd,32,0,32,30,0.9375,9,0.28125,17,0.53125,17,0.53125,10,0.3125,10,0.3125,0.0,10,0.3125,22,20,0.9090909090909091,8,0.36363636363636365,9,0.4090909090909091,9,0.4090909090909091,5,0.22727272727272727,5,0.22727272727272727,0.0,8,0.36363636363636365
B,1,mxh075,5447b7543949bcea00678e8ec35a21801d738dbe8c97bf1833668140e357803e,20,0,20,20,1.0,10,0.5,11,0.55,11,0.55,6,0.3,6,0.3,0.0,5,0.25,7,7,1.0,5,0.7142857142857143,2,0.2857142857142857,2,0.2857142857142857,1,0.14285714285714285,1,0.14285714285714285,0.0,1,0.14285714285714285
B,2,mb11_pancoast,29b17682917d51cd2164b00fe45d328eaa31ff8f77d7e133e2f01ef38ea1ffdf,14,0,14,14,1.0,7,0.5,12,0.8571428571428571,12,0.8571428571428571,8,0.5714285714285714,8,0.5714285714285714,0.0,2,0.14285714285714285,7,7,1.0,4,0.5714285714285714,6,0.8571428571428571,6,0.8571428571428571,4,0.5714285714285714,4,0.5714285714285714,0.0,1,0.14285714285714285
B,2,mb34_leukemoid,b75379f6f560f29a891768f3f88a6c7fc8728f535c7d00ea04f0debf2ebe9216,16,0,16,15,0.9375,2,0.125,5,0.3125,5,0.3125,3,0.1875,3,0.1875,0.0,9,0.5625,10,9,0.9,1,0.1,2,0.2,2,0.2,1,0.1,1,0.1,0.0,6,0.6
B,2,mb55_glucagonoma,e506c102a5b25dec1e113738ac6dc7586880cb6393744f8399c184aa533e9660,22,0,22,19,0.8636363636363636,8,0.36363636363636365,8,0.36363636363636365,8,0.36363636363636365,4,0.18181818181818182,4,0.18181818181818182,0.0,9,0.4090909090909091,19,16,0.8421052631578947,8,0.42105263157894735,6,0.3157894736842105,6,0.3157894736842105,3,0.15789473684210525,3,0.15789473684210525,0.0,8,0.42105263157894735
B,2,mb57_kartagener,10d58a788b36f65b9b20fe283e3c445e247784fd86c87d114e485d3a0f0f98e4,28,0,28,25,0.8928571428571429,13,0.4642857142857143,12,0.42857142857142855,12,0.42857142857142855,7,0.25,7,0.25,0.0,5,0.17857142857142858,20,17,0.85,10,0.5,4,0.2,4,0.2,2,0.1,2,0.1,0.0,5,0.25
B,2,mb65_cml,0d9a444ad1f18f14d900335268ea16b21ebb143afcf4f3be18e8251d31aaa09e,21,0,21,21,1.0,14,0.6666666666666666,18,0.8571428571428571,18,0.8571428571428571,13,0.6190476190476191,13,0.6190476190476191,0.0,1,0.047619047619047616,16,16,1.0,12,0.75,14,0.875,14,0.875,10,0.625,10,0.625,0.0,0,0.0
B,2,mb66_peliosis,8f95bbd3a85d12bce292fd6f4ff777c3be002c6e777a67ed370b8199f904ae75,23,0,23,23,1.0,13,0.5652173913043478,20,0.8695652173913043,20,0.8695652173913043,15,0.6521739130434783,15,0.6521739130434783,0.0,2,0.08695652173913043,12,12,1.0,7,0.5833333333333334,10,0.8333333333333334,10,0.8333333333333334,7,0.5833333333333334,7,0.5833333333333334,0.0,1,0.08333333333333333
B,2,mb77_hyperpara,e8574eb2ef302ee174fbbfbb2f23af5abb1f9b7bc5509aabb32e02dd5445c3de,27,0,27,21,0.7777777777777778,8,0.2962962962962963,12,0.4444444444444444,12,0.4444444444444444,7,0.25925925925925924,7,0.25925925925925924,0.0,10,0.37037037037037035,18,14,0.7777777777777778,4,0.2222222222222222,4,0.2222222222222222,4,0.2222222222222222,2,0.1111111111111111,2,0.1111111111111111,0.0,9,0.5
B,2,mb82_adhesions,34c35643492b9799126e16a972e2bce10cea21835f851619b6dc7c8110872bdc,25,0,25,22,0.88,16,0.64,25,1.0,25,1.0,18,0.72,18,0.72,0.0,0,0.0,15,12,0.8,9,0.6,15,1.0,15,1.0,10,0.6666666666666666,10,0.6666666666666666,0.0,0,0.0
B,2,mb83_foreignbody,d49d12d37f0f6df408fd8b498f546e532597625d73a7a4e388904b690ac96685,18,0,18,17,0.9444444444444444,6,0.3333333333333333,7,0.3888888888888889,7,0.3888888888888889,4,0.2222222222222222,4,0.2222222222222222,0.0,9,0.5,15,14,0.9333333333333333,6,0.4,7,0.4666666666666667,7,0.4666666666666667,4,0.26666666666666666,4,0.26666666666666666,0.0,6,0.4
B,2,mxh011,0fd1a97741096bba89bfbbe41dcf608521dac452fc6dac4791f4784f65b1df88,24,0,24,24,1.0,7,0.2916666666666667,24,1.0,24,1.0,18,0.75,18,0.75,0.0,0,0.0,16,16,1.0,4,0.25,16,1.0,16,1.0,12,0.75,12,0.75,0.0,0,0.0
B,2,mxh014,ca37cd25237cb85c82d0114a843cca987f75da54e8639c2e04a621a7dd88b215,27,0,27,26,0.9629629629629629,6,0.2222222222222222,22,0.8148148148148148,22,0.8148148148148148,15,0.5555555555555556,14,0.5185185185185185,0.037037037037037035,2,0.07407407407407407,21,20,0.9523809523809523,3,0.14285714285714285,16,0.7619047619047619,16,0.7619047619047619,11,0.5238095238095238,11,0.5238095238095238,0.0,2,0.09523809523809523
B,2,mxh036,83326e62c622c3745f970cdb0dfb34885f99764cd580d875a0e89305689ff9b1,20,0,20,20,1.0,14,0.7,18,0.9,18,0.9,13,0.65,13,0.65,0.0,1,0.05,4,4,1.0,2,0.5,3,0.75,3,0.75,2,0.5,2,0.5,0.0,0,0.0
B,2,mxh045,4de8d32a560c34eb95a1ff56aa19b47f62b22b20aa68d75b22f298410607d317,29,0,29,28,0.9655172413793104,5,0.1724137931034483,25,0.8620689655172413,24,0.8275862068965517,16,0.5517241379310345,15,0.5172413793103449,0.034482758620689655,3,0.10344827586206896,28,27,0.9642857142857143,5,0.17857142857142858,25,0.8928571428571429,24,0.8571428571428571,16,0.5714285714285714,15,0.5357142857142857,0.03571428571428571,2,0.07142857142857142
B,2,mxh046,1dc210518aa70b352438ec56703a02b343bb8d2ea790923d0480ddf914767b5b,23,0,23,22,0.9565217391304348,6,0.2608695652173913,21,0.9130434782608695,21,0.9130434782608695,14,0.6086956521739131,13,0.5652173913043478,0.043478260869565216,0,0.0,12,11,0.9166666666666666,5,0.4166666666666667,10,0.8333333333333334,10,0.8333333333333334,6,0.5,5,0.4166666666666667,0.08333333333333333,0,0.0
B,2,mxh055,97619c2c6a8f053b9307cc9e1f66af22f44f3a6e2fd19cb9e82901091b98fa25,18,0,18,15,0.8333333333333334,3,0.16666666666666666,9,0.5,9,0.5,5,0.2777777777777778,5,0.2777777777777778,0.0,6,0.3333333333333333,11,8,0.7272727272727273,3,0.2727272727272727,5,0.45454545454545453,5,0.45454545454545453,3,0.2727272727272727,3,0.2727272727272727,0.0,3,0.2727272727272727
B,2,mxh068,4dfd2fbc5178f5764ce452729acefcfd509304ba3bb3465c44fd9adf5dd8a6b8,29,0,29,29,1.0,10,0.3448275862068966,21,0.7241379310344828,21,0.7241379310344828,12,0.41379310344827586,12,0.41379310344827586,0.0,6,0.20689655172413793,18,18,1.0,9,0.5,11,0.6111111111111112,11,0.6111111111111112,6,0.3333333333333333,6,0.3333333333333333,0.0,5,0.2777777777777778
B,2,mxh075,a0659a157580d17cd46567bedf533871a43a74204b1de5ca7db4cc3bdae34aa3,27,0,27,24,0.8888888888888888,4,0.14814814814814814,2,0.07407407407407407,2,0.07407407407407407,1,0.037037037037037035,1,0.037037037037037035,0.0,19,0.7037037037037037,19,16,0.8421052631578947,4,0.21052631578947367,2,0.10526315789473684,2,0.10526315789473684,1,0.05263157894736842,1,0.05263157894736842,0.0,11,0.5789473684210527
B,3,mb11_pancoast,f2a00f145f5da449458e9c0b09a450ebb72fd70ed1cb218992ffaa1ebbf392b4,19,0,19,17,0.8947368421052632,4,0.21052631578947367,0,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.6842105263157895,16,14,0.875,4,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,0.625
B,3,mb34_leukemoid,99c1b495c3bf78075cca7098b0d9476f567ee9186cdea9d8ff0273e96dc4eeaf,17,0,17,16,0.9411764705882353,2,0.11764705882352941,5,0.29411764705882354,5,0.29411764705882354,3,0.17647058823529413,3,0.17647058823529413,0.0,10,0.5882352941176471,10,9,0.9,1,0.1,2,0.2,2,0.2,1,0.1,1,0.1,0.0,6,0.6
B,3,mb55_glucagonoma,90b435c8bb9332a0a9ed05a27198f97b965e9ca038137198efac1ec5c32c6794,17,0,17,16,0.9411764705882353,6,0.35294117647058826,6,0.35294117647058826,6,0.35294117647058826,3,0.17647058823529413,3,0.17647058823529413,0.0,8,0.47058823529411764,14,13,0.9285714285714286,6,0.42857142857142855,4,0.2857142857142857,4,0.2857142857142857,2,0.14285714285714285,2,0.14285714285714285,0.0,7,0.5
