case_id	cohort	arm	protocol	parent_source	acceptable_parents	gold_leaf_ids	family_coverage	tree_parent_present	l1_candidate_recall	family_top1	family_top2	family_rr	mapper_opt1	mapper_opt2	mapper_rr	funnel_bucket	bind_repair_applied	n_leaves_injected_extra	n_leaves_catalogue
158	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B5	B1.2|B2.2|B3.2|B5.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	19
158	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B5	B1.2|B2.2|B3.2|B5.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	14	19
161	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4|B5	B1.3|B2.3|B3.4|B4.1|B5.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
161	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.2|B1.3|B2.3|B3.4|B4.1|B5.1|B5.3	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
161	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4|B5	B1.3|B2.3|B3.4|B4.1|B5.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	15	20
163	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B3|B5	B1.3|B3.3|B5.3	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	20
163	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B3|B4	B1.1|B3.2|B4.4	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	20
163	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B3|B5	B1.3|B3.3|B5.3	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	1	15	20
164	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4|B5	B1.1|B2.1|B3.1|B4.2|B5.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
164	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.1|B1.3|B2.1|B3.1|B4.2|B5.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
164	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4|B5	B1.1|B2.1|B3.1|B4.2|B5.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	15	20
165	remain76	R0	v1_auto_parent	mapper_leaf_parent	B4	B4.2	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	16
165	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4	B1.1|B2.1|B3.2|B4.1|B4.2|B4.3	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	16
165	remain76	R2	v1_auto_parent	mapper_leaf_parent	B4	B4.2	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	12	16
167	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B4	B1.1|B2.1|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
167	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4	B1.1|B1.3|B2.1|B2.4|B3.2|B4.1|B4.2|B4.3	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
167	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B4	B1.1|B2.1|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	12	16
173	remain76	R0	v1_auto_parent	mapper_leaf_parent	B3|B4|B5	B3.1|B4.1|B5.1	1	1	1	0	0	0.333333	0	1	0.5	L1_PRESENT_OK	0	0	20
173	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B5	B1.3|B2.1|B5.2	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	20
173	remain76	R2	v1_auto_parent	mapper_leaf_parent	B3|B4|B5	B3.1|B4.1|B5.1	1	1	1	0	0	0.333333	0	1	0.5	L1_PRESENT_OK	1	15	20
174	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4|B5	B1.2|B2.2|B3.2|B4.2|B5.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
174	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.1|B1.2|B1.3|B2.2|B3.2|B4.2|B5.1|B5.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
174	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4|B5	B1.2|B2.2|B3.2|B4.2|B5.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	15	20
177	remain76	R0	v1_auto_parent	mapper_leaf_parent	B3|B4|B5	B3.4|B4.1|B5.1	1	1	1	0	0	0.333333	0	1	0.5	L1_PRESENT_OK	0	0	19
177	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.1|B1.3|B1.4|B2.2|B3.4|B4.1|B5.1	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	19
177	remain76	R2	v1_auto_parent	mapper_leaf_parent	B3|B4|B5	B3.4|B4.1|B5.1	1	1	1	0	0	0.333333	0	1	0.5	L1_PRESENT_OK	0	14	19
181	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B3	B1.3|B3.4	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	18
181	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B3|B4	B1.3|B3.4|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	18
181	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B3	B1.3|B3.4	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	13	18
182	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.3|B2.3|B3.3|B4.3	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
182	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4	B1.3|B2.3|B3.1|B3.3|B4.3	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
182	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.3|B2.3|B3.3|B4.3	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	12	16
183	remain76	R0	v1_auto_parent	none			0	1	1	0	0	0.0	0	0	0.0	MAPPER_UNBIND	0	0	18
183	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B4	B1.1|B1.2|B1.3|B1.4|B2.11|B4.1	1	1	1	1	1	1.0	0	0	0.0	L1_PRESENT_OK	0	0	18
183	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1	B1.3	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	1	14	18
186	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3	B1.3|B2.2|B3.2	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	20
186	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.1|B1.3|B2.1|B2.2|B3.2|B3.3|B4.1|B4.3|B5.1|B5.2	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	20
186	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3	B1.3|B2.2|B3.2	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	15	20
187	remain76	R0	v1_auto_parent	none			0	1	1	0	0	0.0	0	0	0.0	MAPPER_UNBIND	0	0	17
187	remain76	R1	v2_leaf_parent	leaf_synonym	B2|B5	B2.1|B5.1	1	1	1	0	0	0.25	0	0	0.0	L1_PRESENT_OK	0	0	17
187	remain76	R2	v1_auto_parent	mapper_leaf_parent	B2|B5	B2.1|B5.1	1	1	1	0	0	0.25	0	1	0.5	L1_PRESENT_OK	1	13	17
188	remain76	R0	v1_auto_parent	none			0	1	1	0	0	0.0	0	0	0.0	MAPPER_UNBIND	0	0	20
188	remain76	R1	v2_leaf_parent	leaf_synonym	B2	B2.1	1	1	1	0	1	0.5	0	0	0.0	L1_PRESENT_OK	0	0	20
188	remain76	R2	v1_auto_parent	mapper_leaf_parent	B2	B2.1	1	1	1	0	1	0.5	0	1	0.5	L1_PRESENT_OK	1	15	20
190	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4|B5	B1.3|B2.2|B3.2|B4.4|B5.4	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	19
190	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.1|B1.2|B1.3|B2.2|B3.2|B4.4|B5.4	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	19
190	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4|B5	B1.3|B2.2|B3.2|B4.4|B5.4	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	14	19
194	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.2|B2.2|B3.2|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
194	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4	B1.1|B1.2|B2.2|B3.2|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
194	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.2|B2.2|B3.2|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	12	16
198	remain76	R0	v1_auto_parent	none			0	0	0	0	0	0.0	0	0	0.0	TREE_PARENT_ABSENT	0	0	18
198	remain76	R1	v2_leaf_parent	none			0	0	0	0	0	0.0	0	0	0.0	TREE_PARENT_ABSENT	0	0	18
198	remain76	R2	v1_auto_parent	none			0	0	0	0	0	0.0	0	0	0.0	TREE_PARENT_ABSENT	1	13	18
202	remain76	R0	v1_auto_parent	mapper_leaf_parent	B2|B3|B4	B2.1|B3.1|B4.2	1	1	1	0	1	0.5	1	1	1.0	L1_PRESENT_OK	0	0	16
202	remain76	R1	v2_leaf_parent	leaf_synonym	B1	B1.1|B1.3	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
202	remain76	R2	v1_auto_parent	mapper_leaf_parent	B2|B3|B4	B2.1|B3.1|B4.2	1	1	1	0	1	0.5	1	1	1.0	L1_PRESENT_OK	0	12	16
205	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1	B1.4	1	1	1	0	1	0.5	0	1	0.5	L1_PRESENT_OK	0	0	16
205	remain76	R1	v2_leaf_parent	leaf_synonym	B1	B1.2	1	1	1	0	1	0.5	0	1	0.5	L1_PRESENT_OK	0	0	16
205	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1	B1.4	1	1	1	0	1	0.5	0	1	0.5	L1_PRESENT_OK	1	12	16
206	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B5	B1.2|B2.1|B3.1|B5.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
206	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.1|B1.2|B2.1|B3.1|B4.1|B4.2|B4.3|B5.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
206	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B5	B1.2|B2.1|B3.1|B5.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	15	20
207	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.1|B2.1|B3.1|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
207	remain76	R1	v2_leaf_parent	leaf_synonym	B1	B1.3	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
207	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.1|B2.1|B3.1|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	12	16
211	remain76	R0	v1_auto_parent	mapper_leaf_parent	B2|B3	B2.3|B3.2	1	1	1	0	0	0.25	1	1	1.0	L1_PRESENT_OK	0	0	19
211	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.1|B1.2|B2.3|B3.2|B4.1|B5.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	19
211	remain76	R2	v1_auto_parent	mapper_leaf_parent	B2|B3	B2.3|B3.2	1	1	1	0	0	0.25	1	1	1.0	L1_PRESENT_OK	1	14	19
214	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3	B1.4|B2.2|B3.4	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	16
214	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4	B1.1|B1.2|B1.3|B1.4|B2.2|B3.4|B4.1	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	16
214	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3	B1.4|B2.2|B3.4	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	12	16
216	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.1|B2.4|B3.2|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	15
216	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4	B1.1|B1.2|B2.4|B3.1|B3.2|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	15
216	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.1|B2.4|B3.2|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	11	15
219	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4|B5	B1.1|B2.1|B3.1|B4.1|B5.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	19
219	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.1|B1.2|B2.1|B3.1|B4.1|B4.2|B5.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	19
219	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4|B5	B1.1|B2.1|B3.1|B4.1|B5.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	14	19
220	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.1|B2.1|B3.1|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
220	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4	B1.1|B1.3|B2.1|B2.2|B3.1|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
220	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.1|B2.1|B3.1|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	12	16
225	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B4	B1.1|B2.2|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	14
225	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4	B1.1|B1.2|B1.3|B1.4|B2.2|B3.1|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	14
225	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B4	B1.1|B2.2|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	10	14
226	remain76	R0	v1_auto_parent	none			0	1	1	0	0	0.0	0	0	0.0	MAPPER_UNBIND	0	0	16
226	remain76	R1	v2_leaf_parent	leaf_synonym	B1	B1.3	1	1	1	1	1	1.0	0	0	0.0	L1_PRESENT_OK	0	0	16
226	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1	B1.3	1	1	1	1	1	1.0	0	0	0.333333	L1_PRESENT_OK	1	12	16
227	remain76	R0	v1_auto_parent	mapper_leaf_parent	B2	B2.2	1	0	0	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
227	remain76	R1	v2_leaf_parent	none			0	0	0	0	0	0.0	1	1	1.0	TREE_PARENT_ABSENT	0	0	20
227	remain76	R2	v1_auto_parent	mapper_leaf_parent	B2	B2.2	1	0	0	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	15	20
228	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B4	B1.1|B2.1|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
228	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4	B1.1|B2.1|B3.1|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	16
228	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B4	B1.1|B2.1|B4.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	12	16
229	remain76	R0	v1_auto_parent	none			0	0	0	0	0	0.0	0	0	0.0	TREE_PARENT_ABSENT	0	0	21
229	remain76	R1	v2_leaf_parent	none			0	0	0	0	0	0.0	0	0	0.0	TREE_PARENT_ABSENT	0	0	21
229	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1	B1.1	1	0	0	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	16	21
231	remain76	R0	v1_auto_parent	none			0	1	1	0	0	0.0	0	0	0.0	MAPPER_UNBIND	0	0	16
231	remain76	R1	v2_leaf_parent	leaf_synonym	B1	B1.1	1	1	1	1	1	1.0	0	0	0.0	L1_PRESENT_OK	0	0	16
231	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1	B1.1	1	1	1	1	1	1.0	0	0	0.333333	L1_PRESENT_OK	1	11	16
233	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1	B1.2	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	16
233	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.1|B1.2|B2.1|B3.1|B4.1|B5.1	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	16
233	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1	B1.2	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	1	11	16
237	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B3|B4|B5	B1.1|B3.1|B4.1|B5.1	1	0	0	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
237	remain76	R1	v2_leaf_parent	none			0	0	0	0	0	0.0	1	1	1.0	TREE_PARENT_ABSENT	0	0	20
237	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B3|B4|B5	B1.1|B3.1|B4.1|B5.1	1	0	0	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	15	20
241	remain76	R0	v1_auto_parent	none			0	1	1	0	0	0.0	0	0	0.0	MAPPER_UNBIND	0	0	16
241	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B3|B4	B1.2|B3.3|B4.2	1	1	1	1	1	1.0	0	0	0.0	L1_PRESENT_OK	0	0	16
241	remain76	R2	v1_auto_parent	mapper_leaf_parent	B3	B3.3	1	1	1	0	0	0.333333	0	0	0.25	L1_PRESENT_OK	1	12	16
242	remain76	R0	v1_auto_parent	none			0	1	1	0	0	0.0	0	0	0.0	MAPPER_UNBIND	0	0	20
242	remain76	R1	v2_leaf_parent	leaf_synonym	B2	B2.1|B2.2	1	1	1	0	1	0.5	0	0	0.0	L1_PRESENT_OK	0	0	20
242	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1	B1.1	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	1	15	20
243	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B4	B1.2|B2.3|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	15
243	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B4	B1.2|B2.3|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	15
243	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B4	B1.2|B2.3|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	11	15
246	remain76	R0	v1_auto_parent	mapper_leaf_parent	B3	B3.3	1	1	1	0	0	0.333333	0	1	0.5	L1_PRESENT_OK	0	0	16
246	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B3|B4	B1.2|B1.3|B3.2|B3.3|B3.4|B4.2|B4.3|B4.4	1	1	1	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	16
246	remain76	R2	v1_auto_parent	mapper_leaf_parent	B3	B3.3	1	1	1	0	0	0.333333	0	1	0.5	L1_PRESENT_OK	1	12	16
249	remain76	R0	v1_auto_parent	mapper_leaf_parent	B2	B2.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	19
249	remain76	R1	v2_leaf_parent	leaf_synonym	B2	B2.2|B2.3	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	19
249	remain76	R2	v1_auto_parent	mapper_leaf_parent	B2	B2.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	14	19
72	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B3|B4|B5	B1.1|B3.3|B4.1|B5.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	18
72	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.1|B1.2|B1.3|B2.2|B3.3|B4.1|B5.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	18
72	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B3|B4|B5	B1.1|B3.3|B4.1|B5.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	13	18
74	remain76	R0	v1_auto_parent	label_synonym	B1		1	1	1	0	1	0.5	0	0	0.0	L1_PRESENT_OK	0	0	18
74	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B5	B1.1|B5.1	1	1	1	0	1	0.5	0	0	0.0	L1_PRESENT_OK	0	0	18
74	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1	B1.3	1	1	1	0	1	0.5	1	1	1.0	L1_PRESENT_OK	1	13	18
76	remain76	R0	v1_auto_parent	mapper_leaf_parent	B5	B5.2	1	1	1	0	0	0.333333	1	1	1.0	L1_PRESENT_OK	0	0	20
76	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.4|B2.1|B2.2|B2.4|B3.4|B4.1|B4.2|B4.3|B4.4|B5.1|B5.2|B5.3	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
76	remain76	R2	v1_auto_parent	mapper_leaf_parent	B5	B5.2	1	1	1	0	0	0.333333	1	1	1.0	L1_PRESENT_OK	0	15	20
81	remain76	R0	v1_auto_parent	mapper_leaf_parent	B3	B3.3	1	1	1	0	1	0.5	1	1	1.0	L1_PRESENT_OK	0	0	20
81	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B3|B4	B1.2|B1.3|B1.4|B3.2|B4.2|B4.3	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
81	remain76	R2	v1_auto_parent	mapper_leaf_parent	B3	B3.3	1	1	1	0	1	0.5	1	1	1.0	L1_PRESENT_OK	0	15	20
83	remain76	R0	v1_auto_parent	mapper_leaf_parent	B3	B3.3	1	1	1	0	0	0.333333	0	0	0.333333	L1_PRESENT_OK	0	0	20
83	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B3	B1.3|B3.3	1	1	1	1	1	1.0	0	0	0.333333	L1_PRESENT_OK	0	0	20
83	remain76	R2	v1_auto_parent	mapper_leaf_parent	B3	B3.3	1	1	1	0	0	0.333333	0	0	0.333333	L1_PRESENT_OK	1	15	20
87	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.2|B2.2|B3.2|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	14
87	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4	B1.2|B2.2|B3.2|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	14
87	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.2|B2.2|B3.2|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	10	14
89	remain76	R0	v1_auto_parent	mapper_leaf_parent	B3|B4	B3.3|B4.1	1	1	1	0	0	0.333333	1	1	1.0	L1_PRESENT_OK	0	0	15
89	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2	B1.1|B1.2|B1.3|B1.4|B2.1|B2.2|B2.3	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	15
89	remain76	R2	v1_auto_parent	mapper_leaf_parent	B4	B4.1	1	1	1	0	0	0.333333	0	1	0.5	L1_PRESENT_OK	1	11	15
90	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1	B1.3	1	0	0	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	0	18
90	remain76	R1	v2_leaf_parent	none			0	0	0	0	0	0.0	0	1	0.5	TREE_PARENT_ABSENT	0	0	18
90	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1	B1.3	1	0	0	1	1	1.0	0	1	0.5	L1_PRESENT_OK	0	13	18
95	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4|B5	B1.1|B2.1|B3.1|B4.1|B5.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
95	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4|B5	B1.1|B1.2|B1.4|B2.1|B3.1|B4.1|B5.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	20
95	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4|B5	B1.1|B2.1|B3.1|B4.1|B5.1	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	1	15	20
97	remain76	R0	v1_auto_parent	none			0	1	1	0	0	0.0	0	0	0.0	MAPPER_UNBIND	0	0	20
97	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2	B1.1|B1.4|B2.2	1	1	1	1	1	1.0	0	0	0.0	L1_PRESENT_OK	0	0	20
97	remain76	R2	v1_auto_parent	mapper_leaf_parent	B1	B1.4	1	1	1	1	1	1.0	0	0	0.25	L1_PRESENT_OK	1	20	20
99	remain76	R0	v1_auto_parent	mapper_leaf_parent	B1|B2|B3|B4	B1.1|B2.3|B3.3|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	15
99	remain76	R1	v2_leaf_parent	leaf_synonym	B1|B2|B3|B4	B1.1|B1.2|B2.3|B3.3|B4.2	1	1	1	1	1	1.0	1	1	1.0	L1_PRESENT_OK	0	0	15
