unit,group_type,group,transition_code,n,denominator,rate,representative_case_keys,provenance
case_arm_occurrence,experiment,E1,concordant_noncompatible_scope_conflict,233,1538,0.15149544863459039,"[""DA_d2_heldout100/312"", ""DA_d2_heldout100/349"", ""DA_d2_heldout100/364"", ""DA_d2_heldout100/398"", ""DA_d2_heldout100/402"", ""DA_d2_heldout100/424"", ""DA_d2_heldout100/449"", ""DA_d2_heldout200b/455"", ""DA_d2_heldout200b/461"", ""DA_d2_heldout200b/482"", ""DA_d2_heldout200b/493"", ""DA_d2_heldout200b/501"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/553"", ""DA_d2_heldout200b/555"", ""DA_d2_heldout200b/573"", ""DA_d2_heldout200b/604"", ""DA_d2_heldout200b/620"", ""DA_d2_heldout200b/629"", ""DA_d2_heldout200b/631""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E1,concordant_uncertain,53,1538,0.03446033810143043,"[""DA_d2_heldout100/352"", ""DA_d2_heldout200b/464"", ""DA_d2_heldout200b/482"", ""DA_d2_heldout200b/584"", ""DA_d2_heldout200b/715"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/122"", ""DA_d2_seq100/95"", ""MCR_seq200b/275"", ""MCR_seq200b/330"", ""MCR_seq200b/331"", ""MCR_seq200b/346"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/11"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/21"", ""MCR_v2_seq100/130"", ""MCR_v2_seq100/207"", ""MCR_v2_seq100/232"", ""MCR_v2_seq100/240""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E1,legacy_false_positive_scope_conflict,10,1538,0.006501950585175552,"[""DA_d2_heldout100/368"", ""MCR_seq200b/249"", ""MCR_seq200b/293"", ""MCR_seq200b/355"", ""MCR_v1_seq100/21"", ""MCR_v2_seq100/183"", ""MCR_v2_seq100/188""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E1,legacy_only_compatible_partial,96,1538,0.06241872561768531,"[""DA_d2_heldout100/261"", ""DA_d2_heldout100/276"", ""DA_d2_heldout100/290"", ""DA_d2_heldout100/312"", ""DA_d2_heldout100/318"", ""DA_d2_heldout100/368"", ""DA_d2_heldout100/424"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/551"", ""DA_d2_heldout200b/565"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/579"", ""DA_d2_heldout200b/584"", ""DA_d2_heldout200b/600"", ""DA_d2_heldout200b/608"", ""DA_d2_heldout200b/615"", ""DA_d2_heldout200b/631"", ""DA_d2_heldout200b/642"", ""DA_d2_heldout200b/645"", ""DA_d2_heldout200b/649""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E1,legacy_only_confirmed_complete,142,1538,0.09232769830949285,"[""DA_d2_heldout100/290"", ""DA_d2_heldout100/301"", ""DA_d2_heldout100/308"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/364"", ""DA_d2_heldout100/398"", ""DA_d2_heldout100/420"", ""DA_d2_heldout200b/461"", ""DA_d2_heldout200b/565"", ""DA_d2_heldout200b/568"", ""DA_d2_heldout200b/608"", ""DA_d2_heldout200b/631"", ""DA_d2_heldout200b/684"", ""DA_d2_seq100/134"", ""DA_d2_seq100/161"", ""DA_d2_seq100/228"", ""DA_d2_seq100/3"", ""DA_d2_seq100/99"", ""MCR_seq200b/249"", ""MCR_seq200b/272""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E1,legacy_positive_uncertain,2,1538,0.0013003901170351106,"[""MCR_seq200b/416""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E1,safe_exact_confirmed_complete,376,1538,0.2444733420026008,"[""DA_d2_heldout100/261"", ""DA_d2_heldout100/262"", ""DA_d2_heldout100/276"", ""DA_d2_heldout100/290"", ""DA_d2_heldout100/299"", ""DA_d2_heldout100/306"", ""DA_d2_heldout100/308"", ""DA_d2_heldout100/349"", ""DA_d2_heldout100/352"", ""DA_d2_heldout100/364"", ""DA_d2_heldout100/368"", ""DA_d2_heldout100/375"", ""DA_d2_heldout100/398"", ""DA_d2_heldout100/399"", ""DA_d2_heldout100/420"", ""DA_d2_heldout100/424"", ""DA_d2_heldout100/429"", ""DA_d2_heldout200b/455"", ""DA_d2_heldout200b/461"", ""DA_d2_heldout200b/464""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E10,clinical_complete_missed_by_legacy,49,1600,0.030625,"[""DA_d2_heldout100/314"", ""DA_d2_heldout200b/490"", ""DA_d2_seq100/186"", ""DA_d2_seq100/194"", ""MCR_seq200b/251"", ""MCR_seq200b/285"", ""MCR_seq200b/292"", ""MCR_seq200b/295"", ""MCR_seq200b/296"", ""MCR_seq200b/312"", ""MCR_seq200b/451"", ""MCR_v1_seq100/122"", ""MCR_v1_seq100/56"", ""MCR_v2_seq100/133"", ""MCR_v2_seq100/184"", ""MCR_v2_seq100/211""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E10,compatible_partial_missed_by_legacy,282,1600,0.17625,"[""DA_d2_heldout100/259"", ""DA_d2_heldout100/284"", ""DA_d2_heldout100/290"", ""DA_d2_heldout100/328"", ""DA_d2_heldout100/330"", ""DA_d2_heldout100/353"", ""DA_d2_heldout100/361"", ""DA_d2_heldout100/379"", ""DA_d2_heldout100/423"", ""DA_d2_heldout100/434"", ""DA_d2_heldout200b/459"", ""DA_d2_heldout200b/472"", ""DA_d2_heldout200b/473"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/535"", ""DA_d2_heldout200b/536"", ""DA_d2_heldout200b/556"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/575""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E10,concordant_noncompatible_manifestation_related,195,1600,0.121875,"[""DA_d2_heldout100/352"", ""DA_d2_heldout100/355"", ""DA_d2_heldout100/364"", ""DA_d2_heldout100/400"", ""DA_d2_heldout200b/496"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/500"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/543"", ""DA_d2_heldout200b/559"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/652"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/666"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/679"", ""DA_d2_heldout200b/685"", ""DA_d2_heldout200b/686"", ""DA_d2_heldout200b/759""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E10,concordant_noncompatible_not_equivalent,395,1600,0.246875,"[""DA_d2_heldout100/254"", ""DA_d2_heldout100/257"", ""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/276"", ""DA_d2_heldout100/312"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/334"", ""DA_d2_heldout100/349"", ""DA_d2_heldout100/367"", ""DA_d2_heldout100/372"", ""DA_d2_heldout100/375"", ""DA_d2_heldout100/434"", ""DA_d2_heldout200b/464"", ""DA_d2_heldout200b/465"", ""DA_d2_heldout200b/478"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/493"", ""DA_d2_heldout200b/498"", ""DA_d2_heldout200b/501""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E10,concordant_noncompatible_scope_conflict,324,1600,0.2025,"[""DA_d2_heldout100/255"", ""DA_d2_heldout100/259"", ""DA_d2_heldout100/276"", ""DA_d2_heldout100/289"", ""DA_d2_heldout100/317"", ""DA_d2_heldout100/349"", ""DA_d2_heldout100/350"", ""DA_d2_heldout100/353"", ""DA_d2_heldout100/354"", ""DA_d2_heldout100/364"", ""DA_d2_heldout100/372"", ""DA_d2_heldout100/374"", ""DA_d2_heldout100/379"", ""DA_d2_heldout100/398"", ""DA_d2_heldout100/451"", ""DA_d2_heldout100/452"", ""DA_d2_heldout200b/457"", ""DA_d2_heldout200b/459"", ""DA_d2_heldout200b/478"", ""DA_d2_heldout200b/480""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E10,concordant_uncertain,11,1600,0.006875,"[""DA_d2_heldout100/365"", ""DA_d2_heldout200b/493"", ""MCR_seq200b/403"", ""MCR_v2_seq100/203""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E10,legacy_false_positive_scope_conflict,3,1600,0.001875,"[""DA_d2_heldout200b/489"", ""MCR_seq200b/309""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E10,legacy_only_compatible_partial,232,1600,0.145,"[""DA_d2_heldout100/261"", ""DA_d2_heldout100/268"", ""DA_d2_heldout100/273"", ""DA_d2_heldout100/281"", ""DA_d2_heldout100/283"", ""DA_d2_heldout100/329"", ""DA_d2_heldout100/368"", ""DA_d2_heldout100/383"", ""DA_d2_heldout100/415"", ""DA_d2_heldout100/425"", ""DA_d2_heldout100/431"", ""DA_d2_heldout200b/486"", ""DA_d2_heldout200b/488"", ""DA_d2_heldout200b/489"", ""DA_d2_heldout200b/500"", ""DA_d2_heldout200b/508"", ""DA_d2_heldout200b/510"", ""DA_d2_heldout200b/514"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/548""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E10,legacy_only_confirmed_complete,14,1600,0.00875,"[""DA_d2_heldout200b/653"", ""DA_d2_seq100/150"", ""MCR_seq200b/339"", ""MCR_seq200b/373"", ""MCR_seq200b/454""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E10,safe_exact_confirmed_complete,95,1600,0.059375,"[""MCR_seq200b/252"", ""MCR_seq200b/263"", ""MCR_seq200b/283"", ""MCR_seq200b/285"", ""MCR_seq200b/317"", ""MCR_seq200b/326"", ""MCR_seq200b/332"", ""MCR_seq200b/334"", ""MCR_seq200b/336"", ""MCR_seq200b/344"", ""MCR_seq200b/345"", ""MCR_seq200b/406"", ""MCR_seq200b/412"", ""MCR_seq200b/430"", ""MCR_seq200b/455"", ""MCR_v1_seq100/104"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/30"", ""MCR_v1_seq100/52"", ""MCR_v1_seq100/69""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E11,clinical_complete_missed_by_legacy,139,3200,0.0434375,"[""DA_d2_heldout100/254"", ""DA_d2_heldout100/289"", ""DA_d2_heldout100/314"", ""DA_d2_heldout100/452"", ""DA_d2_heldout200b/490"", ""DA_d2_heldout200b/653"", ""DA_d2_heldout200b/746"", ""DA_d2_seq100/107"", ""MCR_seq200b/251"", ""MCR_seq200b/252"", ""MCR_seq200b/285"", ""MCR_seq200b/292"", ""MCR_seq200b/295"", ""MCR_seq200b/296"", ""MCR_seq200b/309"", ""MCR_seq200b/312"", ""MCR_seq200b/332"", ""MCR_seq200b/442"", ""MCR_seq200b/451"", ""MCR_v1_seq100/112""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E11,compatible_partial_missed_by_legacy,696,3200,0.2175,"[""DA_d2_heldout100/254"", ""DA_d2_heldout100/268"", ""DA_d2_heldout100/276"", ""DA_d2_heldout100/281"", ""DA_d2_heldout100/284"", ""DA_d2_heldout100/290"", ""DA_d2_heldout100/330"", ""DA_d2_heldout100/361"", ""DA_d2_heldout100/365"", ""DA_d2_heldout100/375"", ""DA_d2_heldout100/379"", ""DA_d2_heldout100/415"", ""DA_d2_heldout100/423"", ""DA_d2_heldout100/431"", ""DA_d2_heldout100/434"", ""DA_d2_heldout100/451"", ""DA_d2_heldout200b/459"", ""DA_d2_heldout200b/472"", ""DA_d2_heldout200b/493"", ""DA_d2_heldout200b/496""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E11,concordant_noncompatible_manifestation_related,317,3200,0.0990625,"[""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/273"", ""DA_d2_heldout100/352"", ""DA_d2_heldout100/355"", ""DA_d2_heldout100/364"", ""DA_d2_heldout100/400"", ""DA_d2_heldout200b/478"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/559"", ""DA_d2_heldout200b/645"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/666"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/685"", ""DA_d2_heldout200b/686"", ""DA_d2_heldout200b/759"", ""DA_d2_seq100/114"", ""DA_d2_seq100/147""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E11,concordant_noncompatible_not_equivalent,689,3200,0.2153125,"[""DA_d2_heldout100/259"", ""DA_d2_heldout100/261"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/289"", ""DA_d2_heldout100/317"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/334"", ""DA_d2_heldout100/352"", ""DA_d2_heldout100/364"", ""DA_d2_heldout100/367"", ""DA_d2_heldout100/372"", ""DA_d2_heldout100/375"", ""DA_d2_heldout100/451"", ""DA_d2_heldout200b/457"", ""DA_d2_heldout200b/464"", ""DA_d2_heldout200b/465"", ""DA_d2_heldout200b/473"", ""DA_d2_heldout200b/486"", ""DA_d2_heldout200b/496"", ""DA_d2_heldout200b/497""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E11,concordant_noncompatible_scope_conflict,719,3200,0.2246875,"[""DA_d2_heldout100/255"", ""DA_d2_heldout100/257"", ""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/289"", ""DA_d2_heldout100/312"", ""DA_d2_heldout100/317"", ""DA_d2_heldout100/328"", ""DA_d2_heldout100/349"", ""DA_d2_heldout100/350"", ""DA_d2_heldout100/353"", ""DA_d2_heldout100/354"", ""DA_d2_heldout100/361"", ""DA_d2_heldout100/364"", ""DA_d2_heldout100/365"", ""DA_d2_heldout100/374"", ""DA_d2_heldout100/398"", ""DA_d2_heldout100/434"", ""DA_d2_heldout100/451"", ""DA_d2_heldout100/452""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E11,concordant_uncertain,23,3200,0.0071875,"[""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/730"", ""DA_d2_seq100/181"", ""MCR_seq200b/372"", ""MCR_v1_seq100/1"", ""MCR_v1_seq100/11"", ""MCR_v1_seq100/60"", ""MCR_v1_seq100/86"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/179"", ""MCR_v2_seq100/186"", ""MCR_v2_seq100/203""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E11,legacy_only_compatible_partial,354,3200,0.110625,"[""DA_d2_heldout100/261"", ""DA_d2_heldout100/268"", ""DA_d2_heldout100/283"", ""DA_d2_heldout100/329"", ""DA_d2_heldout100/368"", ""DA_d2_heldout100/383"", ""DA_d2_heldout100/415"", ""DA_d2_heldout100/425"", ""DA_d2_heldout200b/488"", ""DA_d2_heldout200b/489"", ""DA_d2_heldout200b/500"", ""DA_d2_heldout200b/508"", ""DA_d2_heldout200b/510"", ""DA_d2_heldout200b/514"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/568"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/577"", ""DA_d2_heldout200b/579""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E11,legacy_only_confirmed_complete,55,3200,0.0171875,"[""DA_d2_heldout200b/653"", ""DA_d2_seq100/150"", ""MCR_seq200b/412"", ""MCR_seq200b/454"", ""MCR_seq200b/458"", ""MCR_v1_seq100/11"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/144""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E11,legacy_positive_uncertain,2,3200,0.000625,"[""MCR_seq200b/441""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E11,safe_exact_confirmed_complete,206,3200,0.064375,"[""DA_d2_heldout100/314"", ""DA_d2_heldout200b/568"", ""DA_d2_seq100/87"", ""MCR_seq200b/252"", ""MCR_seq200b/260"", ""MCR_seq200b/263"", ""MCR_seq200b/283"", ""MCR_seq200b/285"", ""MCR_seq200b/309"", ""MCR_seq200b/317"", ""MCR_seq200b/326"", ""MCR_seq200b/334"", ""MCR_seq200b/336"", ""MCR_seq200b/344"", ""MCR_seq200b/345"", ""MCR_seq200b/406"", ""MCR_seq200b/441"", ""MCR_seq200b/480"", ""MCR_v1_seq100/104"", ""MCR_v1_seq100/22""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E12,clinical_complete_missed_by_legacy,158,5811,0.027189812424711753,"[""DA_d2_heldout200b/633"", ""DA_d2_seq100/186"", ""MCR_seq200b/251"", ""MCR_seq200b/296"", ""MCR_seq200b/301"", ""MCR_seq200b/376"", ""MCR_seq200b/411"", ""MCR_v1_seq100/112"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/47"", ""MCR_v1_seq100/76"", ""MCR_v2_seq100/197"", ""MCR_v2_seq100/208""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E12,compatible_partial_missed_by_legacy,1259,5811,0.2166580622956462,"[""DA_d2_heldout100/259"", ""DA_d2_heldout100/262"", ""DA_d2_heldout100/266"", ""DA_d2_heldout100/268"", ""DA_d2_heldout100/269"", ""DA_d2_heldout100/290"", ""DA_d2_heldout100/310"", ""DA_d2_heldout100/318"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/330"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/365"", ""DA_d2_heldout100/372"", ""DA_d2_heldout100/379"", ""DA_d2_heldout100/391"", ""DA_d2_heldout100/397"", ""DA_d2_heldout100/404"", ""DA_d2_heldout100/414"", ""DA_d2_heldout100/437"", ""DA_d2_heldout100/439""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E12,concordant_noncompatible_manifestation_related,644,5811,0.11082429874376183,"[""DA_d2_heldout100/273"", ""DA_d2_heldout100/290"", ""DA_d2_heldout100/318"", ""DA_d2_heldout100/328"", ""DA_d2_heldout100/354"", ""DA_d2_heldout100/364"", ""DA_d2_heldout100/389"", ""DA_d2_heldout100/392"", ""DA_d2_heldout100/437"", ""DA_d2_heldout100/439"", ""DA_d2_heldout200b/474"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/524"", ""DA_d2_heldout200b/527"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/566"", ""DA_d2_heldout200b/569"", ""DA_d2_heldout200b/587""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E12,concordant_noncompatible_not_equivalent,1463,5811,0.2517638960591981,"[""DA_d2_heldout100/262"", ""DA_d2_heldout100/303"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/330"", ""DA_d2_heldout100/337"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/354"", ""DA_d2_heldout100/364"", ""DA_d2_heldout100/372"", ""DA_d2_heldout100/392"", ""DA_d2_heldout100/414"", ""DA_d2_heldout100/437"", ""DA_d2_heldout200b/498"", ""DA_d2_heldout200b/518"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/565"", ""DA_d2_heldout200b/566"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/578"", ""DA_d2_heldout200b/587""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E12,concordant_noncompatible_scope_conflict,1061,5811,0.1825847530545517,"[""DA_d2_heldout100/259"", ""DA_d2_heldout100/281"", ""DA_d2_heldout100/290"", ""DA_d2_heldout100/303"", ""DA_d2_heldout100/328"", ""DA_d2_heldout100/354"", ""DA_d2_heldout100/364"", ""DA_d2_heldout100/372"", ""DA_d2_heldout100/389"", ""DA_d2_heldout100/392"", ""DA_d2_heldout100/420"", ""DA_d2_heldout100/451"", ""DA_d2_heldout200b/474"", ""DA_d2_heldout200b/477"", ""DA_d2_heldout200b/478"", ""DA_d2_heldout200b/480"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/524"", ""DA_d2_heldout200b/527"", ""DA_d2_heldout200b/549""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E12,concordant_uncertain,62,5811,0.01066942006539322,"[""DA_d2_heldout100/266"", ""DA_d2_heldout100/290"", ""DA_d2_heldout100/392"", ""DA_d2_heldout200b/480"", ""DA_d2_heldout200b/498"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/723"", ""DA_d2_seq100/183"", ""DA_d2_seq100/29"", ""DA_d2_seq100/33"", ""MCR_seq200b/456"", ""MCR_v1_seq100/28"", ""MCR_v1_seq100/3"", ""MCR_v1_seq100/43"", ""MCR_v1_seq100/64"", ""MCR_v2_seq100/200"", ""MCR_v2_seq100/207"", ""MCR_v2_seq100/221""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E12,legacy_false_positive_manifestation_related,5,5811,0.0008604371020478403,"[""DA_d2_heldout200b/518"", ""DA_d2_heldout200b/743""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E12,legacy_false_positive_scope_conflict,21,5811,0.0036138358286009293,"[""DA_d2_heldout200b/489"", ""MCR_seq200b/283"", ""MCR_v2_seq100/197""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E12,legacy_only_compatible_partial,644,5811,0.11082429874376183,"[""DA_d2_heldout100/269"", ""DA_d2_heldout100/273"", ""DA_d2_heldout100/281"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/383"", ""DA_d2_heldout100/391"", ""DA_d2_heldout100/392"", ""DA_d2_heldout100/415"", ""DA_d2_heldout100/420"", ""DA_d2_heldout100/431"", ""DA_d2_heldout100/451"", ""DA_d2_heldout200b/489"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/508"", ""DA_d2_heldout200b/510"", ""DA_d2_heldout200b/518"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/536"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/549""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E12,legacy_only_confirmed_complete,62,5811,0.01066942006539322,"[""DA_d2_seq100/103"", ""MCR_seq200b/335"", ""MCR_v1_seq100/45"", ""MCR_v1_seq100/95"", ""MCR_v2_seq100/169"", ""MCR_v2_seq100/209""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E12,safe_exact_confirmed_complete,432,5811,0.0743417656169334,"[""DA_d2_heldout200b/540"", ""MCR_seq200b/263"", ""MCR_seq200b/278"", ""MCR_seq200b/283"", ""MCR_seq200b/320"", ""MCR_seq200b/328"", ""MCR_seq200b/329"", ""MCR_seq200b/332"", ""MCR_seq200b/345"", ""MCR_seq200b/384"", ""MCR_seq200b/396"", ""MCR_seq200b/431"", ""MCR_seq200b/444"", ""MCR_seq200b/448"", ""MCR_seq200b/458"", ""MCR_v1_seq100/104"", ""MCR_v1_seq100/105"", ""MCR_v1_seq100/12"", ""MCR_v1_seq100/24"", ""MCR_v1_seq100/46""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E14x,clinical_complete_missed_by_legacy,26,600,0.043333333333333335,"[""DA_d2_seq100/161"", ""DA_d2_seq100/207"", ""MCR_v1_seq100/122"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/2"", ""MCR_v1_seq100/49"", ""MCR_v1_seq100/56"", ""MCR_v1_seq100/73"", ""MCR_v1_seq100/8"", ""MCR_v2_seq100/131"", ""MCR_v2_seq100/133"", ""MCR_v2_seq100/184"", ""MCR_v2_seq100/197"", ""MCR_v2_seq100/211"", ""MCR_v2_seq100/213"", ""MCR_v2_seq100/233""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E14x,compatible_partial_missed_by_legacy,91,600,0.15166666666666667,"[""DA_d2_seq100/100"", ""DA_d2_seq100/102"", ""DA_d2_seq100/11"", ""DA_d2_seq100/118"", ""DA_d2_seq100/132"", ""DA_d2_seq100/134"", ""DA_d2_seq100/139"", ""DA_d2_seq100/140"", ""DA_d2_seq100/151"", ""DA_d2_seq100/158"", ""DA_d2_seq100/163"", ""DA_d2_seq100/164"", ""DA_d2_seq100/165"", ""DA_d2_seq100/167"", ""DA_d2_seq100/183"", ""DA_d2_seq100/187"", ""DA_d2_seq100/19"", ""DA_d2_seq100/190"", ""DA_d2_seq100/216"", ""DA_d2_seq100/225""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E14x,concordant_noncompatible_manifestation_related,50,600,0.08333333333333333,"[""DA_d2_seq100/114"", ""DA_d2_seq100/132"", ""DA_d2_seq100/198"", ""DA_d2_seq100/21"", ""DA_d2_seq100/22"", ""DA_d2_seq100/231"", ""DA_d2_seq100/67"", ""MCR_v1_seq100/1"", ""MCR_v1_seq100/114"", ""MCR_v1_seq100/121"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/16"", ""MCR_v1_seq100/2"", ""MCR_v1_seq100/20"", ""MCR_v1_seq100/3"", ""MCR_v1_seq100/5"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/68"", ""MCR_v1_seq100/7"", ""MCR_v1_seq100/77""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E14x,concordant_noncompatible_not_equivalent,156,600,0.26,"[""DA_d2_seq100/100"", ""DA_d2_seq100/107"", ""DA_d2_seq100/111"", ""DA_d2_seq100/114"", ""DA_d2_seq100/117"", ""DA_d2_seq100/119"", ""DA_d2_seq100/120"", ""DA_d2_seq100/122"", ""DA_d2_seq100/124"", ""DA_d2_seq100/125"", ""DA_d2_seq100/147"", ""DA_d2_seq100/161"", ""DA_d2_seq100/181"", ""DA_d2_seq100/182"", ""DA_d2_seq100/188"", ""DA_d2_seq100/21"", ""DA_d2_seq100/22"", ""DA_d2_seq100/226"", ""DA_d2_seq100/242"", ""DA_d2_seq100/243""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E14x,concordant_noncompatible_scope_conflict,121,600,0.20166666666666666,"[""DA_d2_seq100/103"", ""DA_d2_seq100/12"", ""DA_d2_seq100/124"", ""DA_d2_seq100/129"", ""DA_d2_seq100/137"", ""DA_d2_seq100/163"", ""DA_d2_seq100/174"", ""DA_d2_seq100/181"", ""DA_d2_seq100/205"", ""DA_d2_seq100/219"", ""DA_d2_seq100/220"", ""DA_d2_seq100/229"", ""DA_d2_seq100/5"", ""DA_d2_seq100/57"", ""DA_d2_seq100/7"", ""DA_d2_seq100/89"", ""DA_d2_seq100/95"", ""MCR_v1_seq100/104"", ""MCR_v1_seq100/106"", ""MCR_v1_seq100/107""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
case_arm_occurrence,experiment,E14x,concordant_uncertain,3,600,0.005,"[""DA_d2_seq100/102"", ""MCR_v1_seq100/44"", ""MCR_v2_seq100/129""]",descriptive_endpoint_transition_model_panel_not_root_where_novel
