experiment_id,label,left_arm,right_arm,multiplicity_family,scope,endpoint,estimand,provenance,n,left_rate,right_rate,delta_right_minus_left,both,left_only,right_only,neither,gain_case_keys,loss_case_keys,exact_mcnemar_p,paired_case_bootstrap_delta_ci95,bootstrap_unit,source_multiplicity_family,holm_adjusted_p,holm_family_size
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,ALL,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,166,0.6746987951807228,0.6024096385542169,-0.07228915662650602,91,21,9,45,"[""DA_d2_heldout100/306"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/375"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/646"", ""DA_d2_heldout200b/653"", ""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout100/259"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29"", ""MCR_seq200b/251"", ""MCR_seq200b/265"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/314"", ""MCR_seq200b/355"", ""MCR_seq200b/372"", ""MCR_seq200b/375"", ""MCR_seq200b/403"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/18"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151""]",0.04277394525706768,"[-0.138554, -0.012048]",case,primary,0.045311689376831055,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,ALL,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,166,0.7168674698795181,0.608433734939759,-0.10843373493975904,95,24,6,41,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29"", ""MCR_seq200b/251"", ""MCR_seq200b/265"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/314"", ""MCR_seq200b/355"", ""MCR_seq200b/372"", ""MCR_seq200b/375"", ""MCR_seq200b/403"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/23"", ""MCR_v1_seq100/40"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151""]",0.001430906355381012,"[-0.174699, -0.048193]",case,primary,0.002861812710762024,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,ALL,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,166,0.1144578313253012,0.14457831325301204,0.030120481927710843,14,5,10,137,"[""DA_d2_heldout100/259"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/29"", ""MCR_seq200b/314"", ""MCR_seq200b/319"", ""MCR_v1_seq100/40""]","[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/747""]",0.3017578125,"[-0.012048, 0.078313]",case,primary,0.603515625,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,ALL,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,166,0.8313253012048193,0.7530120481927711,-0.0783132530120482,121,17,4,24,"[""MCR_seq200b/279"", ""MCR_seq200b/319"", ""MCR_seq200b/341"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/747"", ""DA_d2_seq100/164"", ""MCR_seq200b/251"", ""MCR_seq200b/265"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/355"", ""MCR_seq200b/372"", ""MCR_seq200b/375"", ""MCR_seq200b/403"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/23"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151""]",0.007197380065917969,"[-0.13253, -0.024096]",case,primary,0.014394760131835938,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,DA,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,90,0.5888888888888889,0.5555555555555556,-0.03333333333333333,43,10,7,30,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/306"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/375"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/646"", ""DA_d2_heldout200b/653""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout100/259"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29""]",0.629058837890625,"[-0.122222, 0.055556]",case,primary,0.629058837890625,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,DA,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,90,0.6,0.5777777777777777,-0.022222222222222223,46,8,6,30,"[""DA_d2_heldout100/306"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/375"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/646"", ""DA_d2_heldout200b/653""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout100/259"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29""]",0.79052734375,"[-0.1, 0.055556]",case,primary,0.79052734375,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,DA,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,90,0.6666666666666666,0.6,-0.06666666666666667,51,9,3,27,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29""]",0.14599609375,"[-0.144444, 0.0]",case,primary,0.14599609375,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,DA,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,90,0.2,0.2222222222222222,0.022222222222222223,13,5,7,65,"[""DA_d2_heldout100/259"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/29""]","[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/747""]",0.7744140625,"[-0.055556, 0.1]",case,primary,0.7744140625,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,DA,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,90,0.8666666666666667,0.8222222222222222,-0.044444444444444446,74,4,0,12,[],"[""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/747"", ""DA_d2_seq100/164""]",0.125,"[-0.088889, -0.011111]",case,primary,0.25,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,DA,task,common_served_case_paired,blinded_model_panel_sensitivity_not_root,90,0.6222222222222222,0.5777777777777777,-0.044444444444444446,47,9,5,29,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/653""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout100/259"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29""]",0.4239501953125,"[-0.133333, 0.033333]",case,primary,0.630340576171875,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,MCR,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,76,0.75,0.6052631578947368,-0.14473684210526316,43,14,3,16,"[""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/251"", ""MCR_seq200b/265"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/314"", ""MCR_seq200b/355"", ""MCR_seq200b/372"", ""MCR_seq200b/375"", ""MCR_seq200b/403"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/40"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151""]",0.012725830078125,"[-0.25, -0.039474]",case,primary,0.02545166015625,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,MCR,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,76,0.7631578947368421,0.631578947368421,-0.13157894736842105,45,13,3,15,"[""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/251"", ""MCR_seq200b/265"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/314"", ""MCR_seq200b/355"", ""MCR_seq200b/372"", ""MCR_seq200b/375"", ""MCR_seq200b/403"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/18"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151""]",0.021270751953125,"[-0.236842, -0.039474]",case,primary,0.04254150390625,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,MCR,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,76,0.7763157894736842,0.618421052631579,-0.15789473684210525,44,15,3,14,"[""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/251"", ""MCR_seq200b/265"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/314"", ""MCR_seq200b/355"", ""MCR_seq200b/372"", ""MCR_seq200b/375"", ""MCR_seq200b/403"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/23"", ""MCR_v1_seq100/40"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151""]",0.007537841796875,"[-0.263158, -0.052632]",case,primary,0.01507568359375,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,MCR,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,76,0.013157894736842105,0.05263157894736842,0.039473684210526314,1,0,3,72,"[""MCR_seq200b/314"", ""MCR_seq200b/319"", ""MCR_v1_seq100/40""]",[],0.25,"[0.0, 0.092105]",case,primary,0.75,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,MCR,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,76,0.7894736842105263,0.6710526315789473,-0.11842105263157894,47,13,4,12,"[""MCR_seq200b/279"", ""MCR_seq200b/319"", ""MCR_seq200b/341"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/251"", ""MCR_seq200b/265"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/355"", ""MCR_seq200b/372"", ""MCR_seq200b/375"", ""MCR_seq200b/403"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/23"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151""]",0.049041748046875,"[-0.223684, -0.013158]",case,primary,0.09808349609375,3
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,MCR,task,common_served_case_paired,blinded_model_panel_sensitivity_not_root,76,0.7894736842105263,0.6447368421052632,-0.14473684210526316,46,14,3,13,"[""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/251"", ""MCR_seq200b/265"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/355"", ""MCR_seq200b/372"", ""MCR_seq200b/375"", ""MCR_seq200b/403"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/23"", ""MCR_v1_seq100/40"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151""]",0.012725830078125,"[-0.25, -0.039474]",case,primary,0.02545166015625,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,ALL,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,164,0.6646341463414634,0.5,-0.16463414634146342,76,33,6,49,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/653"", ""MCR_seq200b/384"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29"", ""DA_d2_seq100/87"", ""MCR_seq200b/257"", ""MCR_seq200b/265"", ""MCR_seq200b/271"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/358"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/436"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/42"", ""MCR_v1_seq100/72"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/237""]",1.429926123819314e-05,"[-0.237805, -0.091463]",case,primary,4.289778371457942e-05,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,ALL,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,164,0.676829268292683,0.5304878048780488,-0.14634146341463414,83,28,4,49,"[""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/653"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29"", ""DA_d2_seq100/87"", ""MCR_seq200b/257"", ""MCR_seq200b/265"", ""MCR_seq200b/271"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/358"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/436"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/42"", ""MCR_v1_seq100/72"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/237""]",1.9301194697618484e-05,"[-0.207317, -0.085366]",case,primary,5.7903584092855453e-05,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,ALL,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,164,0.7195121951219512,0.5426829268292683,-0.17682926829268292,84,34,5,41,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""MCR_seq200b/384"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/317"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29"", ""DA_d2_seq100/87"", ""MCR_seq200b/257"", ""MCR_seq200b/265"", ""MCR_seq200b/271"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/358"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/436"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/23"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/42"", ""MCR_v1_seq100/72"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/237""]",2.4299079086631536e-06,"[-0.244055, -0.109756]",case,primary,7.289723725989461e-06,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,ALL,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,164,0.11585365853658537,0.15853658536585366,0.042682926829268296,14,5,12,133,"[""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/29"", ""DA_d2_seq100/87"", ""MCR_seq200b/271"", ""MCR_seq200b/302"", ""MCR_v1_seq100/40""]","[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/589"", ""MCR_seq200b/384""]",0.143463134765625,"[-0.006098, 0.091463]",case,primary,0.430389404296875,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,ALL,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,164,0.8353658536585366,0.7012195121951219,-0.13414634146341464,114,23,1,26,"[""MCR_v2_seq100/232""]","[""DA_d2_heldout100/317"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/741"", ""DA_d2_seq100/164"", ""MCR_seq200b/257"", ""MCR_seq200b/265"", ""MCR_seq200b/288"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/358"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/436"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/23"", ""MCR_v1_seq100/42"", ""MCR_v1_seq100/72"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/237""]",2.9802322387695312e-06,"[-0.189024, -0.079268]",case,primary,8.940696716308594e-06,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,DA,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,89,0.5842696629213483,0.48314606741573035,-0.10112359550561797,39,13,4,33,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/653""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29"", ""DA_d2_seq100/87""]",0.049041748046875,"[-0.191011, -0.011236]",case,primary,0.09808349609375,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,DA,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,89,0.5955056179775281,0.5280898876404494,-0.06741573033707865,44,9,3,33,"[""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/653""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29"", ""DA_d2_seq100/87""]",0.14599609375,"[-0.146067, 0.0]",case,primary,0.375,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,DA,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,89,0.6629213483146067,0.550561797752809,-0.11235955056179775,46,13,3,27,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529""]","[""DA_d2_heldout100/317"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29"", ""DA_d2_seq100/87""]",0.021270751953125,"[-0.202247, -0.033708]",case,primary,0.063812255859375,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,DA,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,89,0.20224719101123595,0.25842696629213485,0.056179775280898875,14,4,9,62,"[""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/29"", ""DA_d2_seq100/87""]","[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/589""]",0.266845703125,"[-0.022472, 0.134831]",case,primary,0.53369140625,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,DA,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,89,0.8651685393258427,0.8089887640449438,-0.056179775280898875,72,5,0,12,[],"[""DA_d2_heldout100/317"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/741"", ""DA_d2_seq100/164""]",0.0625,"[-0.11236, -0.011236]",case,primary,0.1875,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,DA,task,common_served_case_paired,blinded_model_panel_sensitivity_not_root,89,0.6179775280898876,0.550561797752809,-0.06741573033707865,44,11,5,29,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/653""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/15"", ""DA_d2_seq100/164"", ""DA_d2_seq100/29"", ""DA_d2_seq100/87""]",0.210113525390625,"[-0.157303, 0.022472]",case,primary,0.630340576171875,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,MCR,safe_exact,common_served_case_paired,blinded_model_panel_sensitivity_not_root,75,0.76,0.52,-0.24,37,20,2,16,"[""MCR_seq200b/384"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/257"", ""MCR_seq200b/265"", ""MCR_seq200b/271"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/358"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/436"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/42"", ""MCR_v1_seq100/72"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/237""]",0.00012111663818359375,"[-0.346667, -0.133333]",case,primary,0.00036334991455078125,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,MCR,legacy_chain,common_served_case_paired,blinded_model_panel_sensitivity_not_root,75,0.7733333333333333,0.5333333333333333,-0.24,39,19,1,16,"[""MCR_v2_seq100/232""]","[""MCR_seq200b/257"", ""MCR_seq200b/265"", ""MCR_seq200b/271"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/358"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/436"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/42"", ""MCR_v1_seq100/72"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/237""]",4.00543212890625e-05,"[-0.346667, -0.133333]",case,primary,0.0001201629638671875,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,MCR,clinical_complete,common_served_case_paired,blinded_model_panel_sensitivity_not_root,75,0.7866666666666666,0.5333333333333333,-0.25333333333333335,38,21,2,14,"[""MCR_seq200b/384"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/257"", ""MCR_seq200b/265"", ""MCR_seq200b/271"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/358"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/436"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/23"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/42"", ""MCR_v1_seq100/72"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/237""]",6.604194641113281e-05,"[-0.36, -0.146667]",case,primary,0.00019812583923339844,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,MCR,compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,75,0.013333333333333334,0.04,0.02666666666666667,0,1,3,71,"[""MCR_seq200b/271"", ""MCR_seq200b/302"", ""MCR_v1_seq100/40""]","[""MCR_seq200b/384""]",0.625,"[-0.026667, 0.08]",case,primary,1.0,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,MCR,complete_or_compatible_partial,common_served_case_paired,blinded_model_panel_sensitivity_not_root,75,0.8,0.5733333333333334,-0.22666666666666666,42,18,1,14,"[""MCR_v2_seq100/232""]","[""MCR_seq200b/257"", ""MCR_seq200b/265"", ""MCR_seq200b/288"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/358"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/436"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/23"", ""MCR_v1_seq100/42"", ""MCR_v1_seq100/72"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/237""]",7.62939453125e-05,"[-0.333333, -0.133333]",case,primary,0.0002288818359375,3
