symptom_uuid,condition_snomed_id,likelihood_symptom_given_condition,likelihood_condition_given_symptom,strong_predictor
1fd568f2-af36-11eb-8fc3-1e003a340631,44054006,very_high,very_high,1
0ad16a82-252e-11ec-832a-1e003a340631,44054006,high,low,
4769e268-a65c-11eb-8d02-1e003a340630,44054006,medium,low,
ecd60c09-6b99-4a7c-aaf0-384a6b829a4a,44054006,very_high,very_high,1
1fd52554-af36-11eb-8fc3-1e003a340631,44054006,medium,medium,
473569ac-a65c-11eb-8d02-1e003a340630,44054006,low,low,
7b8abebf-8a32-4615-b865-f7c2e23b8e51,44054006,high,low,
cbade44f-adca-4d70-a02d-a607e57bddf7,44054006,high,low,
e2f29450-d456-11eb-a77f-1e003a340630,44054006,high,medium,
0ad15cea-252e-11ec-832a-1e003a340631,44054006,medium,very_high,1
4739c8bc-a65c-11eb-8d02-1e003a340630,44054006,medium,high,
4781953e-a65c-11eb-8d02-1e003a340630,44054006,high,low,
473914a8-a65c-11eb-8d02-1e003a340630,44054006,high,low,
4737ee0c-a65c-11eb-8d02-1e003a340630,38341003,low,low,
4720607a-a65c-11eb-8d02-1e003a340630,38341003,medium,medium,
47242d0e-a65c-11eb-8d02-1e003a340630,38341003,medium,medium,
4735b9ca-a65c-11eb-8d02-1e003a340630,38341003,medium,medium,
473ca9f6-a65c-11eb-8d02-1e003a340630,38341003,low,low,
47213a90-a65c-11eb-8d02-1e003a340630,38341003,medium,low,
4721b060-a65c-11eb-8d02-1e003a340630,38341003,high,very_high,1
2161cdd4-3d3c-45be-aecf-b23adb577b6a,38341003,very_high,very_high,1
1fd3a54e-af36-11eb-8fc3-1e003a340631,38341003,high,medium,
47431318-a65c-11eb-8d02-1e003a340630,38341003,low,low,
10a92d15-ec49-4d37-aadf-4ac146152c48,38341003,medium,low,
47395436-a65c-11eb-8d02-1e003a340630,38341003,medium,low,
47221f96-a65c-11eb-8d02-1e003a340630,38341003,high,very_high,1
1fd1f60e-af36-11eb-8fc3-1e003a340631,38341003,medium,high,
473e0cce-a65c-11eb-8d02-1e003a340630,38341003,medium,low,
475ee34a-a65c-11eb-8d02-1e003a340630,38341003,medium,low,
473914a8-a65c-11eb-8d02-1e003a340630,38341003,medium,low,
1fd1d8f4-af36-11eb-8fc3-1e003a340631,38341003,medium,high,
4722d3fa-a65c-11eb-8d02-1e003a340630,38341003,high,very_high,1
4722e7c8-a65c-11eb-8d02-1e003a340630,38341003,medium,low,
4735e18e-a65c-11eb-8d02-1e003a340630,38341003,low,low,
4738b724-a65c-11eb-8d02-1e003a340630,38341003,low,low,
473569ac-a65c-11eb-8d02-1e003a340630,38341003,medium,medium,
4735f534-a65c-11eb-8d02-1e003a340630,38341003,low,low,
3203bb98-28f0-4c5c-9c5b-adc989bf2f57,38341003,low,low,
cbade44f-adca-4d70-a02d-a607e57bddf7,38341003,high,medium,
474361c4-a65c-11eb-8d02-1e003a340630,38341003,medium,medium,
475f1edc-a65c-11eb-8d02-1e003a340630,38341003,medium,very_high,1
4781953e-a65c-11eb-8d02-1e003a340630,38341003,medium,low,
472151f6-a65c-11eb-8d02-1e003a340630,38341003,high,high,
0ad1879c-252e-11ec-832a-1e003a340631,90560007,high,medium,
0ad1833c-252e-11ec-832a-1e003a340631,90560007,medium,medium,
47533bd0-a65c-11eb-8d02-1e003a340630,90560007,medium,medium,
472a6c5a-a65c-11eb-8d02-1e003a340630,90560007,medium,medium,
4753003e-a65c-11eb-8d02-1e003a340630,90560007,medium,medium,
472a30aa-a65c-11eb-8d02-1e003a340630,90560007,zero,zero,
47297d40-a65c-11eb-8d02-1e003a340630,90560007,medium,low,
47521232-a65c-11eb-8d02-1e003a340630,90560007,medium,medium,
472a586e-a65c-11eb-8d02-1e003a340630,90560007,medium,medium,
4751fe78-a65c-11eb-8d02-1e003a340630,90560007,very_high,medium,
47528938-a65c-11eb-8d02-1e003a340630,90560007,high,medium,
47292d90-a65c-11eb-8d02-1e003a340630,90560007,medium,low,
4752d82a-a65c-11eb-8d02-1e003a340630,90560007,medium,medium,
4729a50e-a65c-11eb-8d02-1e003a340630,90560007,high,low,
4753280c-a65c-11eb-8d02-1e003a340630,90560007,medium,medium,
4728ddae-a65c-11eb-8d02-1e003a340630,90560007,zero,zero,
0ad1812a-252e-11ec-832a-1e003a340631,90560007,medium,medium,
0ad1849a-252e-11ec-832a-1e003a340631,90560007,very_high,very_high,1
4752b0ac-a65c-11eb-8d02-1e003a340630,90560007,medium,low,
472151f6-a65c-11eb-8d02-1e003a340630,17467004,medium,low,
0ad1a66e-252e-11ec-832a-1e003a340631,17467004,high,high,0
4784e554-a65c-11eb-8d02-1e003a340630,17467004,medium,low,
472195a8-a65c-11eb-8d02-1e003a340630,17467004,high,low,
4720607a-a65c-11eb-8d02-1e003a340630,17467004,high,low,
477ff7a6-a65c-11eb-8d02-1e003a340630,17467004,medium,low,
a6fcfa8e-b319-11eb-82fd-1e003a340631,17467004,medium,low,
47a7beda-a65c-11eb-8d02-1e003a340630,17467004,medium,low,
a7020ede-b319-11eb-82fd-1e003a340631,17467004,medium,low,
477a119c-a65c-11eb-8d02-1e003a340630,17467004,medium,low,
a6fc49ea-b319-11eb-82fd-1e003a340631,17467004,medium,medium,
1fd50722-af36-11eb-8fc3-1e003a340631,17467004,low,medium,
475f95b0-a65c-11eb-8d02-1e003a340630,17467004,medium,medium,
0ad1b294-252e-11ec-832a-1e003a340631,17467004,high,medium,
8f669cd6-b97c-11eb-8741-1e003a340631,88348008,medium,medium,
1fd45764-af36-11eb-8fc3-1e003a340631,88348008,very_high,very_high,1
472195a8-a65c-11eb-8d02-1e003a340630,88348008,low,medium,
471e8e62-a65c-11eb-8d02-1e003a340630,88348008,medium,rare,
4720607a-a65c-11eb-8d02-1e003a340630,88348008,low,medium,
471ffab8-a65c-11eb-8d02-1e003a340630,88348008,medium,rare,
471edde0-a65c-11eb-8d02-1e003a340630,88348008,high,low,
1fd50722-af36-11eb-8fc3-1e003a340631,88348008,high,medium,
4759cae0-a65c-11eb-8d02-1e003a340630,88348008,low,low,
473454fe-a65c-11eb-8d02-1e003a340630,88348008,low,low,
473914a8-a65c-11eb-8d02-1e003a340630,88348008,low,rare,
344147d6-b416-11eb-8c69-1e003a340631,88348008,medium,rare,
471f2d86-a65c-11eb-8d02-1e003a340630,88348008,medium,low,
477a119c-a65c-11eb-8d02-1e003a340630,88348008,medium,medium,
4784e554-a65c-11eb-8d02-1e003a340630,88348008,medium,low,
47875bf4-a65c-11eb-8d02-1e003a340630,88348008,medium,low,
472151f6-a65c-11eb-8d02-1e003a340630,88348008,low,medium,
475acba2-a65c-11eb-8d02-1e003a340630,88348008,low,low,
e2f286e0-d456-11eb-a77f-1e003a340630,88348008,medium,medium,
e2f288f2-d456-11eb-a77f-1e003a340630,88348008,low,medium,
47351aa6-a65c-11eb-8d02-1e003a340630,88348008,medium,low,
0ad1a876-252e-11ec-832a-1e003a340631,88348008,high,high,0
471f130a-a65c-11eb-8d02-1e003a340630,88348008,medium,rare,
47208eec-a65c-11eb-8d02-1e003a340630,398057008,medium,low,
4720f012-a65c-11eb-8d02-1e003a340630,398057008,high,low,
4722ac2c-a65c-11eb-8d02-1e003a340630,398057008,very_high,medium,
4720607a-a65c-11eb-8d02-1e003a340630,398057008,very_high,high,
0ad151a0-252e-11ec-832a-1e003a340631,398057008,very_high,very_high,1
47210a20-a65c-11eb-8d02-1e003a340630,398057008,high,low,
47217f78-a65c-11eb-8d02-1e003a340630,398057008,high,medium,
472151f6-a65c-11eb-8d02-1e003a340630,398057008,high,medium,
4720d438-a65c-11eb-8d02-1e003a340630,398057008,high,medium,
47221f96-a65c-11eb-8d02-1e003a340630,398057008,high,very_high,1
1fd17968-af36-11eb-8fc3-1e003a340631,398057008,low,high,
4720a5f8-a65c-11eb-8d02-1e003a340630,398057008,high,medium,
4722847c-a65c-11eb-8d02-1e003a340630,398057008,very_high,low,
0ad15a1a-252e-11ec-832a-1e003a340631,398057008,very_high,low,
473b33a0-a65c-11eb-8d02-1e003a340630,35489007,medium,medium,
4739fd82-a65c-11eb-8d02-1e003a340630,35489007,medium,low,
a6fe31b0-b319-11eb-82fd-1e003a340631,35489007,high,medium,
5658b6e6-e17f-418f-be53-18690020c773,35489007,medium,low,
0ad16ece-252e-11ec-832a-1e003a340631,35489007,medium,low,
47880e78-a65c-11eb-8d02-1e003a340630,35489007,high,medium,
478647d2-a65c-11eb-8d02-1e003a340630,35489007,high,high,
09beb6cd-49c8-4562-86ac-9aec57f00fcf,35489007,very_high,very_high,1
4759a308-a65c-11eb-8d02-1e003a340630,35489007,medium,medium,
0ad1c9b4-252e-11ec-832a-1e003a340631,35489007,medium,high,
a701a7be-b319-11eb-82fd-1e003a340631,35489007,high,high,
a701a66a-b319-11eb-82fd-1e003a340631,35489007,low,low,
477c793c-a65c-11eb-8d02-1e003a340630,35489007,high,medium,
477cb5dc-a65c-11eb-8d02-1e003a340630,35489007,high,medium,
0ad1bd66-252e-11ec-832a-1e003a340631,35489007,medium,medium,
1fd54214-af36-11eb-8fc3-1e003a340631,35489007,very_high,high,
47856fba-a65c-11eb-8d02-1e003a340630,35489007,low,low,
a701f0ac-b319-11eb-82fd-1e003a340631,35489007,medium,medium,
a6fb9b9e-b319-11eb-82fd-1e003a340631,35489007,medium,medium,
477f1e26-a65c-11eb-8d02-1e003a340630,35489007,medium,medium,
0ad15fb0-252e-11ec-832a-1e003a340631,35489007,medium,medium,
0ad1ba64-252e-11ec-832a-1e003a340631,35489007,high,high,
a7034524-b319-11eb-82fd-1e003a340631,35489007,medium,medium,
6d04baca-7127-45fb-b7c3-918c7fac281c,35489007,high,high,
1fd4990e-af36-11eb-8fc3-1e003a340631,35489007,high,medium,
0ad1770c-252e-11ec-832a-1e003a340631,35489007,low,low,
4779fdd8-a65c-11eb-8d02-1e003a340630,35489007,very_high,very_high,1
47849676-a65c-11eb-8d02-1e003a340630,35489007,medium,medium,
478a7348-a65c-11eb-8d02-1e003a340630,35489007,high,low,
fe6a73b5-ef84-41f0-bf20-2e260c9e164f,35489007,high,high,
4739c8bc-a65c-11eb-8d02-1e003a340630,35489007,medium,low,
0ad16a82-252e-11ec-832a-1e003a340631,35489007,medium,low,
a7034420-b319-11eb-82fd-1e003a340631,35489007,low,low,
a701a8f4-b319-11eb-82fd-1e003a340631,35489007,high,very_high,1
473cd476-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
471e8e62-a65c-11eb-8d02-1e003a340630,396285007,medium,medium,
47397e16-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
4780e42c-a65c-11eb-8d02-1e003a340630,396285007,medium,rare,
473d8da8-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
472402de-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
473e0cce-a65c-11eb-8d02-1e003a340630,396285007,high,low,
472603f4-a65c-11eb-8d02-1e003a340630,396285007,medium,medium,
473ca9f6-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
4726a78c-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
4725efa4-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
473da2ac-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
471f4866-a65c-11eb-8d02-1e003a340630,396285007,medium,high,
4723b27a-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
47258974-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
4722e7c8-a65c-11eb-8d02-1e003a340630,396285007,high,low,
471fb152-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
473d3376-a65c-11eb-8d02-1e003a340630,396285007,medium,medium,
47483014-a65c-11eb-8d02-1e003a340630,396285007,low,rare,
47233854-a65c-11eb-8d02-1e003a340630,396285007,medium,medium,
471f130a-a65c-11eb-8d02-1e003a340630,396285007,high,medium,
471f987a-a65c-11eb-8d02-1e003a340630,396285007,low,medium,
472655de-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
4724a6ee-a65c-11eb-8d02-1e003a340630,396285007,high,medium,
472492c6-a65c-11eb-8d02-1e003a340630,396285007,high,medium,
477cb5dc-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
47392a10-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
473914a8-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
4725c6a0-a65c-11eb-8d02-1e003a340630,396285007,medium,low,
471f2d86-a65c-11eb-8d02-1e003a340630,396285007,medium,high,
47203168-a65c-11eb-8d02-1e003a340630,396285007,medium,medium,
4737ee0c-a65c-11eb-8d02-1e003a340630,396285007,low,low,
473c2a8a-a65c-11eb-8d02-1e003a340630,90979004,medium,low,
473c54ec-a65c-11eb-8d02-1e003a340630,90979004,medium,low,
472603f4-a65c-11eb-8d02-1e003a340630,90979004,high,low,
e4340363-1ff5-445a-bcd1-88cfda671336,90979004,very_high,very_high,1
47258974-a65c-11eb-8d02-1e003a340630,90979004,medium,low,
4726bb8c-a65c-11eb-8d02-1e003a340630,90979004,medium,low,
4725efa4-a65c-11eb-8d02-1e003a340630,90979004,medium,rare,
472655de-a65c-11eb-8d02-1e003a340630,90979004,medium,low,
f78077f0-880c-4531-a086-ca1665e729f4,90979004,medium,low,
1fd4da4a-af36-11eb-8fc3-1e003a340631,90979004,high,low,
473bfe02-a65c-11eb-8d02-1e003a340630,90979004,medium,low,
0ad1b294-252e-11ec-832a-1e003a340631,90979004,rare,low,
474273a4-a65c-11eb-8d02-1e003a340630,90979004,low,rare,
473b48a4-a65c-11eb-8d02-1e003a340630,90979004,high,low,
47428736-a65c-11eb-8d02-1e003a340630,90979004,medium,rare,
473ba826-a65c-11eb-8d02-1e003a340630,90979004,medium,low,
474224b2-a65c-11eb-8d02-1e003a340630,90979004,medium,rare,
e2f299c8-d456-11eb-a77f-1e003a340630,90979004,medium,rare,
4726a78c-a65c-11eb-8d02-1e003a340630,90979004,medium,rare,
473bd332-a65c-11eb-8d02-1e003a340630,90979004,medium,rare,
1d634e5f-6f9e-40f1-be16-7d84fd30fd26,90979004,high,medium,
47875bf4-a65c-11eb-8d02-1e003a340630,90979004,medium,low,
473c14aa-a65c-11eb-8d02-1e003a340630,90979004,high,low,
0dccc960-f28f-4b55-9f0b-92e2b094a8d1,90979004,high,medium,
1fd3d6b8-af36-11eb-8fc3-1e003a340631,19362000,medium,low,
166688ab-e9e3-4f26-9347-f27067b8a7b2,19362000,very_high,high,0
34411a36-b416-11eb-8c69-1e003a340631,19362000,low,low,
472b1fe2-a65c-11eb-8d02-1e003a340630,19362000,medium,zero,
34412986-b416-11eb-8c69-1e003a340631,19362000,high,low,
34411bda-b416-11eb-8c69-1e003a340631,19362000,high,low,
86ec08a7-7b6d-4162-a81d-92c346d70874,19362000,high,low,
a088933a-ba5c-11eb-8eb6-1e003a340631,19362000,medium,rare,
34410c44-b416-11eb-8c69-1e003a340631,19362000,high,low,
3441213e-b416-11eb-8c69-1e003a340631,19362000,high,low,
34412b70-b416-11eb-8c69-1e003a340631,19362000,high,low,
351a858e-b7a2-11eb-86ef-1e003a340631,19362000,medium,rare,
4769e268-a65c-11eb-8d02-1e003a340630,19362000,medium,low,
4aab7caa-980f-4153-996d-8627ff2b2e17,19362000,high,low,
42b2020a-cb65-4c8b-870c-129be37f894a,19362000,high,low,
472d72d8-a65c-11eb-8d02-1e003a340630,73589001,high,rare,
472e2494-a65c-11eb-8d02-1e003a340630,73589001,medium,rare,
476a9582-a65c-11eb-8d02-1e003a340630,73589001,high,low,
4769e268-a65c-11eb-8d02-1e003a340630,73589001,high,medium,
47705ff8-a65c-11eb-8d02-1e003a340630,73589001,medium,low,
472d9a7e-a65c-11eb-8d02-1e003a340630,73589001,medium,rare,
4771c33e-a65c-11eb-8d02-1e003a340630,73589001,medium,medium,
47701066-a65c-11eb-8d02-1e003a340630,73589001,medium,low,
477160ba-a65c-11eb-8d02-1e003a340630,73589001,medium,medium,
a088933a-ba5c-11eb-8eb6-1e003a340631,73589001,high,medium,
e2f1de8e-d456-11eb-a77f-1e003a340630,73589001,very_high,low,
472b96b6-a65c-11eb-8d02-1e003a340630,73589001,high,low,
a701930a-b319-11eb-82fd-1e003a340631,73589001,high,medium,
472f9dc4-a65c-11eb-8d02-1e003a340630,73589001,medium,low,
a7019ae4-b319-11eb-82fd-1e003a340631,73589001,high,medium,
472fb174-a65c-11eb-8d02-1e003a340630,73589001,very_high,rare,0
1fd52554-af36-11eb-8fc3-1e003a340631,73589001,high,medium,
472fecca-a65c-11eb-8d02-1e003a340630,73589001,high,rare,
477111fa-a65c-11eb-8d02-1e003a340630,73589001,medium,low,
472c48b8-a65c-11eb-8d02-1e003a340630,73589001,medium,low,
e2f22768-d456-11eb-a77f-1e003a340630,73589001,high,medium,0
472ed7f4-a65c-11eb-8d02-1e003a340630,73589001,medium,low,
e2f22682-d456-11eb-a77f-1e003a340630,73589001,high,medium,0
472de970-a65c-11eb-8d02-1e003a340630,73589001,medium,rare,
4783f8c4-a65c-11eb-8d02-1e003a340630,73589001,high,medium,
472bbe34-a65c-11eb-8d02-1e003a340630,73589001,medium,low,
472be5d0-a65c-11eb-8d02-1e003a340630,73589001,medium,low,
472c34d6-a65c-11eb-8d02-1e003a340630,73589001,medium,low,
472ec44e-a65c-11eb-8d02-1e003a340630,73589001,medium,low,
472e10bc-a65c-11eb-8d02-1e003a340630,73589001,medium,rare,
472b1fe2-a65c-11eb-8d02-1e003a340630,73589001,medium,medium,
472e383a-a65c-11eb-8d02-1e003a340630,73589001,medium,rare,
472e9c9e-a65c-11eb-8d02-1e003a340630,73589001,medium,rare,
47717488-a65c-11eb-8d02-1e003a340630,73589001,medium,medium,
47708776-a65c-11eb-8d02-1e003a340630,73589001,medium,low,
4771afb6-a65c-11eb-8d02-1e003a340630,73589001,medium,medium,
472b5b4c-a65c-11eb-8d02-1e003a340630,73589001,medium,low,
47713964-a65c-11eb-8d02-1e003a340630,73589001,medium,medium,
472baa5c-a65c-11eb-8d02-1e003a340630,73589001,high,medium,
8dcee287-6418-462a-bd65-f185dfdf1aa1,56317004,very_high,medium,
23cf86df-8d67-4e8c-a3de-fcb1481f2572,56317004,high,low,
e2f2a4d6-d456-11eb-a77f-1e003a340630,56317004,medium,rare,
c1c41d94-a6df-41d2-8e5c-4590dbc21de0,56317004,very_high,very_high,1
1fd593cc-af36-11eb-8fc3-1e003a340631,56317004,low,rare,
aaa4b3b7-b159-47ad-a9b4-b54f10ddfbf8,56317004,very_high,very_high,1
46ce750b-81d9-4c01-863b-9e8993260c20,56317004,very_high,medium,
e2f2a06c-d456-11eb-a77f-1e003a340630,56317004,medium,rare,
1fd516a4-af36-11eb-8fc3-1e003a340631,56317004,high,medium,
51a6cabc-a5e9-42b8-833e-2b76a3c4b894,56317004,high,high,
0075a985-8df0-4e5d-8a9b-28703b4fc047,56317004,medium,low,
473a7cb2-a65c-11eb-8d02-1e003a340630,3502005,low,medium,
471ffab8-a65c-11eb-8d02-1e003a340630,3502005,low,rare,
47979b9a-a65c-11eb-8d02-1e003a340630,3502005,high,low,
471f987a-a65c-11eb-8d02-1e003a340630,3502005,low,rare,
471e8e62-a65c-11eb-8d02-1e003a340630,3502005,medium,rare,
4771ead0-a65c-11eb-8d02-1e003a340630,3502005,high,medium,
472603f4-a65c-11eb-8d02-1e003a340630,3502005,medium,rare,
47727464-a65c-11eb-8d02-1e003a340630,3502005,high,high,
1fd50722-af36-11eb-8fc3-1e003a340631,3502005,high,low,
47258974-a65c-11eb-8d02-1e003a340630,3502005,medium,low,
475b7ca0-a65c-11eb-8d02-1e003a340630,3502005,low,zero,
c248e257-09b4-49a9-8e83-9b34f17fb833,3502005,medium,medium,
473c14aa-a65c-11eb-8d02-1e003a340630,3502005,very_high,low,
4739c8bc-a65c-11eb-8d02-1e003a340630,3502005,low,medium,
4771fe58-a65c-11eb-8d02-1e003a340630,3502005,medium,high,
473a2898-a65c-11eb-8d02-1e003a340630,3502005,low,low,
473a91ca-a65c-11eb-8d02-1e003a340630,3502005,low,low,
34410c44-b416-11eb-8c69-1e003a340631,3502005,rare,rare,
b1140668-c087-11eb-9e58-1e003a340631,3502005,low,zero,
471f130a-a65c-11eb-8d02-1e003a340630,3502005,medium,rare,
47835b30-a65c-11eb-8d02-1e003a340630,3502005,low,low,
47724d04-a65c-11eb-8d02-1e003a340630,3502005,high,medium,
473b48a4-a65c-11eb-8d02-1e003a340630,3502005,medium,rare,
344122e2-b416-11eb-8c69-1e003a340631,3502005,low,rare,
47318cce-a65c-11eb-8d02-1e003a340630,3502005,low,rare,
477a119c-a65c-11eb-8d02-1e003a340630,3502005,high,low,
477260c8-a65c-11eb-8d02-1e003a340630,3502005,low,medium,
477211ea-a65c-11eb-8d02-1e003a340630,3502005,low,low,
471f2d86-a65c-11eb-8d02-1e003a340630,3502005,medium,rare,
4731b4a6-a65c-11eb-8d02-1e003a340630,3502005,low,zero,
473bfe02-a65c-11eb-8d02-1e003a340630,3502005,medium,rare,
34411bda-b416-11eb-8c69-1e003a340631,3502005,low,rare,
477ebabc-a65c-11eb-8d02-1e003a340630,3502005,low,low,
479826aa-a65c-11eb-8d02-1e003a340630,3502005,very_high,very_high,1
4771d702-a65c-11eb-8d02-1e003a340630,3502005,very_high,medium,
4784be1c-a65c-11eb-8d02-1e003a340630,123471000119103,medium,low,
4720a5f8-a65c-11eb-8d02-1e003a340630,123471000119103,medium,low,
4725b232-a65c-11eb-8d02-1e003a340630,123471000119103,very_high,very_high,1
a6fbde2e-b319-11eb-82fd-1e003a340631,123471000119103,medium,medium,
4736ab46-a65c-11eb-8d02-1e003a340630,123471000119103,low,low,
4726417a-a65c-11eb-8d02-1e003a340630,123471000119103,high,medium,
a701fc64-b319-11eb-82fd-1e003a340631,123471000119103,medium,low,
4725efa4-a65c-11eb-8d02-1e003a340630,123471000119103,high,low,
4720607a-a65c-11eb-8d02-1e003a340630,123471000119103,medium,low,
4721e03a-a65c-11eb-8d02-1e003a340630,123471000119103,medium,low,
4722c036-a65c-11eb-8d02-1e003a340630,123471000119103,medium,low,
47258974-a65c-11eb-8d02-1e003a340630,123471000119103,very_high,medium,
472655de-a65c-11eb-8d02-1e003a340630,123471000119103,medium,medium,
475b7ca0-a65c-11eb-8d02-1e003a340630,123471000119103,high,low,
a70086b8-b319-11eb-82fd-1e003a340631,123471000119103,medium,medium,
4726a78c-a65c-11eb-8d02-1e003a340630,123471000119103,high,low,
4736971e-a65c-11eb-8d02-1e003a340630,123471000119103,low,low,
4721f5e8-a65c-11eb-8d02-1e003a340630,123471000119103,low,low,
47213a90-a65c-11eb-8d02-1e003a340630,123471000119103,high,low,
4781953e-a65c-11eb-8d02-1e003a340630,123471000119103,high,low,
4769931c-a65c-11eb-8d02-1e003a340630,399114005,medium,medium,
4768dfd0-a65c-11eb-8d02-1e003a340630,399114005,very_high,very_high,1
4791e2b8-a65c-11eb-8d02-1e003a340630,399114005,high,medium,
47920a40-a65c-11eb-8d02-1e003a340630,399114005,high,medium,
a55481f9-6da3-480a-9cbe-af741287d5bf,399114005,very_high,low,
47688fbc-a65c-11eb-8d02-1e003a340630,399114005,high,low,
eec7775e-cdcf-4307-9572-358321c83ff5,399114005,high,medium,
34b6bf46-0b84-4642-a60b-c1b34dec756a,399114005,high,medium,
4768b80c-a65c-11eb-8d02-1e003a340630,399114005,high,medium,
47697f26-a65c-11eb-8d02-1e003a340630,399114005,high,low,
4791a6fe-a65c-11eb-8d02-1e003a340630,399114005,high,high,
4792a8f6-a65c-11eb-8d02-1e003a340630,399114005,high,medium,
5c00ea75-6579-489c-be24-21223782d81d,399114005,high,medium,
4769a6cc-a65c-11eb-8d02-1e003a340630,399114005,medium,medium,
47924596-a65c-11eb-8d02-1e003a340630,399114005,very_high,very_high,1
476907e4-a65c-11eb-8d02-1e003a340630,399114005,very_high,very_high,1
327fcce6-0771-4195-9873-a5249cc9076e,399114005,very_high,very_high,1
47681834-a65c-11eb-8d02-1e003a340630,399114005,high,medium,
479231dc-a65c-11eb-8d02-1e003a340630,399114005,very_high,very_high,1
a6fcf8ea-b319-11eb-82fd-1e003a340631,70020005,medium,rare,
477a119c-a65c-11eb-8d02-1e003a340630,70020005,very_high,rare,
062c8f4f-d145-4ec2-81f7-fb594808231b,70020005,high,medium,
a7046e68-b319-11eb-82fd-1e003a340631,70020005,medium,low,
c49b6f5d-2018-453d-bf13-c7dca8e11097,70020005,very_high,very_high,1
a7000a80-b319-11eb-82fd-1e003a340631,70020005,medium,low,
5ad3273f-a98c-40d4-b92f-3b89dcfd8d69,70020005,very_high,high,0
1fd50722-af36-11eb-8fc3-1e003a340631,70020005,medium,low,
47a7beda-a65c-11eb-8d02-1e003a340630,70020005,low,rare,
e2f288f2-d456-11eb-a77f-1e003a340630,70020005,medium,low,
477c793c-a65c-11eb-8d02-1e003a340630,70020005,very_high,rare,
efd3d095-e4b0-4a44-a3db-077410efaa25,70020005,high,rare,
8f669cd6-b97c-11eb-8741-1e003a340631,70020005,medium,low,
a6fe31b0-b319-11eb-82fd-1e003a340631,70020005,very_high,rare,
0ad1b294-252e-11ec-832a-1e003a340631,70020005,very_high,high,
475f95b0-a65c-11eb-8d02-1e003a340630,70020005,very_high,medium,
e7aa35f2-f671-4226-9cce-92304db882c5,70020005,very_high,high,0
472655de-a65c-11eb-8d02-1e003a340630,71186008,medium,low,
a6fd5632-b319-11eb-82fd-1e003a340631,71186008,high,medium,
472603f4-a65c-11eb-8d02-1e003a340630,71186008,medium,low,
47258974-a65c-11eb-8d02-1e003a340630,71186008,medium,low,
471e8e62-a65c-11eb-8d02-1e003a340630,71186008,very_high,medium,
a6fcf570-b319-11eb-82fd-1e003a340631,71186008,medium,low,
478ed9ec-a65c-11eb-8d02-1e003a340630,71186008,very_high,high,0
477ac39e-a65c-11eb-8d02-1e003a340630,71186008,high,medium,
477aff8a-a65c-11eb-8d02-1e003a340630,71186008,low,low,
4725b232-a65c-11eb-8d02-1e003a340630,71186008,medium,low,
4725efa4-a65c-11eb-8d02-1e003a340630,71186008,medium,low,
4726a78c-a65c-11eb-8d02-1e003a340630,71186008,medium,low,
1fd50722-af36-11eb-8fc3-1e003a340631,71186008,medium,low,
477a119c-a65c-11eb-8d02-1e003a340630,71186008,medium,low,
5007d708-4f78-4b8a-9b0c-4a0aab8548ee,71186008,very_high,very_high,1
471fb152-a65c-11eb-8d02-1e003a340630,71186008,low,low,
ad8838c7-c53a-4b55-b47f-ac863dbe1618,71186008,low,medium,
472de970-a65c-11eb-8d02-1e003a340630,203082005,medium,low,
1fd54214-af36-11eb-8fc3-1e003a340631,203082005,high,low,
477c793c-a65c-11eb-8d02-1e003a340630,203082005,high,low,
a6fb9b9e-b319-11eb-82fd-1e003a340631,203082005,high,low,
a6fe31b0-b319-11eb-82fd-1e003a340631,203082005,very_high,low,
472d9a7e-a65c-11eb-8d02-1e003a340630,203082005,high,low,
332938a6-5dc9-468d-a039-1cf4605f02da,203082005,high,medium,
475b7ca0-a65c-11eb-8d02-1e003a340630,203082005,high,medium,
4720607a-a65c-11eb-8d02-1e003a340630,203082005,low,low,
4759a308-a65c-11eb-8d02-1e003a340630,203082005,high,low,
a6fbe40a-b319-11eb-82fd-1e003a340631,203082005,high,very_high,1
4782bdf6-a65c-11eb-8d02-1e003a340630,203082005,high,medium,
b1140244-c087-11eb-9e58-1e003a340631,203082005,high,medium,
fb532b00-ccb2-4c9d-872c-d7b5ba4483ac,203082005,high,medium,
a701a8f4-b319-11eb-82fd-1e003a340631,203082005,high,low,
476a9582-a65c-11eb-8d02-1e003a340630,203082005,medium,low,
472122b2-a65c-11eb-8d02-1e003a340630,203082005,low,low,
1fd47776-af36-11eb-8fc3-1e003a340631,203082005,high,medium,
4769e268-a65c-11eb-8d02-1e003a340630,203082005,medium,low,
