dataset,slice,case_id,gold,layer,layer_aphhm,e7_locus,e7_correct,e7_s2_recall,e7_s3_recall,e7_s4_hit,e7_s2_n,e7_s3_n,e7_champion,v0_locus,v0_correct,v0_s2_recall,v0_s3_recall,v0_s4_hit,v0_s2_n,v0_s3_n,v0_champion,B06_correct,B06_locus,B06_agents_hit,B06_supervisor_hit,B06_gold_first_discussion_turn,B06_discussion_turns,B06_votes,B07_correct,B07_locus,B07_draft_hit,B07_refine_hit,B07_diagnose_hit,B07_has_refine,B07_recovered_after_refine_drop,B07_draft,B07_diagnose,B01_correct,B01_locus,B01_rag_hit,B01_gen_hit,B01_n_queries,B01_n_chunks,APHHM_locus,APHHM_correct,APHHM_tree_recall,APHHM_final_recall,APHHM_tree_n,APHHM_final_n,APHHM_gold_leaf,APHHM_gold_parent,APHHM_human_at1
mcr,mcr_v1,61,Choriocarcinoma,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,44,5,Hepatocellular adenoma with rupture,s2_hit_s3_drop,0,True,False,False,14,5,Hepatocellular adenoma with rupture,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Atypical Hepatocellular Carcinoma"", ""Hepatic Adenoma with Complications""]","[""Atypical Hepatocellular Carcinoma"", ""Hepatic Adenoma with Complications""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,31,1,,,False
mcr,mcr_v1,62,Lipoblastoma,base_win_rank,,s2_hit_s3_drop,0,True,False,False,39,5,Fibrolipomatous hamartoma,ok,1,True,True,True,17,5,Lipoblastoma,0,agents_miss,False,False,,3,3,1,diagnose_ok,True,False,True,True,True,"[""Lipoma"", ""Lipoblastoma""]","[""Lipoma"", ""Lipoblastoma""]",0,rag_miss,False,False,4,12,final_ok,1,True,True,33,2,Lipoblastoma,Benign Lipomatous Tumour,True
mcr,mcr_v1,63,Fibroepithelial polyp,,,ok,1,True,True,True,48,5,Ureteral fibroepithelial polyp,ok,1,True,True,True,15,5,Ureteral fibroepithelial polyp,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Ureteral fibroepithelial polyp"", ""Low-grade urothelial carcinoma""]","[""Ureteral fibroepithelial polyp"", ""Low-grade urothelial carcinoma""]",1,gen_ok,False,True,4,12,final_ok,1,True,True,26,2,Ureteral Fibroepithelial Polyp,Benign Ureteral Tumors,True
mcr,mcr_v1,64,small cell lung carcinoma,,,s2_miss,0,False,False,False,50,5,Sepsis,s2_miss,0,False,False,False,18,5,Sepsis,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Acute appendicitis with perforation"", ""Metastatic prostate cancer or second primary colorectal cancer""]","[""Acute appendicitis with perforation"", ""Metastatic prostate cancer or second primary colorectal cancer""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,23,3,,,False
mcr,mcr_v1,65,myelolipoma,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,47,5,Myelodysplastic syndrome with eosinophilia,s2_miss,0,False,False,False,17,5,Myelodysplastic syndrome,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Myeloid Sarcoma"", ""Lymphoma""]","[""Myeloid Sarcoma"", ""Lymphoma""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,44,2,,,False
mcr,mcr_v1,66,CIC-rearranged sarcoma,,,s2_miss,0,False,False,False,47,5,Desmoplastic small round cell tumor,s2_miss,0,False,False,False,18,5,Desmoplastic small round cell tumor,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Desmoplastic small round cell tumor (DSRCT)"", ""Ewing sarcoma""]","[""Desmoplastic small round cell tumor (DSRCT)"", ""Ewing sarcoma""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,23,1,,,False
mcr,mcr_v1,67,congenital unilateral hypoplasia of depressor anguli oris,,,s2_miss,1,False,False,False,46,5,Asymmetric crying face syndrome,s2_miss,1,False,False,False,14,5,Congenital Lower Lip Palsy,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Congenital Unilateral Lower Lip Paresis"", ""Congenital Facial Paresis""]","[""Congenital Unilateral Lower Lip Paresis"", ""Congenital Facial Paresis""]",0,rag_miss,False,False,4,12,final_ok,1,True,True,19,2,Congenital Unilateral Hypoplasia of Depressor Anguli Oris,Congenital Craniofacial Anomaly,True
mcr,mcr_v1,68,macrodystrophia lipomatosa,,,s2_miss,0,False,False,False,50,5,Fibrolipomatous hamartoma,s2_miss,0,False,False,False,16,5,Macrodactyly,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Macrodactyly"", ""Lipomatous tumor""]","[""Macrodactyly"", ""Lipomatous tumor""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,19,3,,,False
mcr,mcr_v1,69,Gastric lipoma,base_win_rank,aphhm_lose,s3_hit_s4_miss,0,True,True,False,33,5,Gastrointestinal stromal tumor,s2_hit_s3_drop,0,True,False,False,16,5,Gastrointestinal stromal tumor (GIST),0,supervisor_hit_judge_miss,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Gastrointestinal Stromal Tumor (GIST)"", ""Gastric Lipoma""]","[""Gastrointestinal Stromal Tumor (GIST)"", ""Gastric Lipoma""]",0,gen_hit_judge_miss,True,True,4,12,tree_miss,0,False,False,24,2,,,False
mcr,mcr_v1,72,abdominal tuberculosis,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,52,5,Non-Hodgkin lymphoma,s3_hit_s4_miss,0,True,True,False,18,5,Serous carcinoma of the ovary,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Ovarian Cancer"", ""Metastatic Malignancy""]","[""Ovarian Cancer"", ""Metastatic Malignancy""]",0,rag_miss,False,False,4,12,tree_hit_final_drop,0,True,False,41,3,Tuberculosis,Inflammatory disorder,False
mcr,mcr_v1,73,metastatic prostate carcinoma,,aphhm_lose,s2_miss,0,False,False,False,47,5,Cerebellar metastasis from prostate cancer,s2_miss,0,False,False,False,18,5,Cerebellar metastasis from prostate cancer,0,agents_hit_supervisor_drop,True,False,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Metastasis"", ""Hemangioblastoma""]","[""Metastasis"", ""Hemangioblastoma""]",0,rag_hit_gen_miss,True,False,4,12,tree_miss,0,False,False,24,5,,,False
mcr,mcr_v1,74,Catecholaminergic polymorphic ventricular tachycardia,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,48,5,Risperidone-induced QT prolongation,s3_hit_s4_miss,0,True,True,False,19,5,Risperidone-induced QT prolongation,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Long QT Syndrome"", ""Hypertrophic Cardiomyopathy""]","[""Long QT Syndrome"", ""Hypertrophic Cardiomyopathy""]",0,gen_hit_judge_miss,False,True,4,12,final_hit_judge_miss,0,True,True,36,3,Catecholaminergic Polymorphic Ventricular Tachycardia,Primary Arrhythmic Disorder,False
mcr,mcr_v1,75,BasosquamousCarcinoma,,,s2_miss,0,False,False,False,48,5,Invasive cutaneous squamous cell carcinoma,s2_miss,0,False,False,False,20,5,Invasive cutaneous squamous cell carcinoma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Invasive cutaneous squamous cell carcinoma"", ""Basal cell carcinoma""]","[""Invasive cutaneous squamous cell carcinoma"", ""Basal cell carcinoma""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,18,1,,,False
mcr,mcr_v1,76,drug-induced liver injury,,,s3_hit_s4_miss,1,True,True,False,47,5,Alfuzosin-induced liver injury,ok,1,True,True,True,18,5,Drug-induced liver injury,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Drug-induced liver injury (DILI) due to Alfuzosin"", ""Acute liver failure (ALF) due to idiosyncratic reaction to Alfuzosin""]","[""Drug-induced liver injury (DILI) due to Alfuzosin"", ""Acute liver failure (ALF) due to idiosyncratic reaction to Alfuzosin""]",1,gen_ok,True,True,4,12,final_ok,1,True,True,45,1,Drug-induced liver injury,Toxic/Metabolic Liver Injury,True
mcr,mcr_v1,77,Accessory extraocular muscle,,,s2_miss,0,False,False,False,45,5,Adhesive syndrome,s2_miss,0,False,False,False,16,5,Adhesive syndrome,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Anomalous Orbital Structure"", ""Extraocular Muscle Disorder""]","[""Anomalous Orbital Structure"", ""Extraocular Muscle Disorder""]",0,rag_hit_gen_miss,True,False,4,12,tree_miss,0,False,False,24,2,,,False
mcr,mcr_v1,78,schwannoma,base_win_rank,aphhm_lose,s3_hit_s4_miss,0,True,True,False,44,5,Tarlov cyst,s3_hit_s4_miss,0,True,True,False,16,5,Intraneural ganglion cyst,1,supervisor_ok,True,True,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Peripheral Nerve Sheath Tumor (PNST)"", ""Neurofibroma""]","[""Peripheral Nerve Sheath Tumor (PNST)"", ""Neurofibroma""]",1,rag_miss,False,False,4,12,final_hit_judge_miss,0,True,True,25,2,Schwannoma,Nerve Sheath Tumors,False
mcr,mcr_v1,80,Leiomyosarcoma,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,49,5,Locoregional breast cancer recurrence,s2_miss,0,False,False,False,18,5,Locoregional breast cancer recurrence,0,supervisor_hit_judge_miss,True,True,,3,3,0,draft_miss,False,False,False,True,False,"[""Radiation-induced sarcoma"", ""Breast cancer recurrence""]","[""Radiation-induced sarcoma"", ""Breast cancer recurrence""]",0,rag_miss,False,False,4,12,tree_hit_final_drop,0,True,False,54,3,Leiomyosarcoma,Secondary Breast Neoplasm,False
mcr,mcr_v1,81,Macrophage myofasciitis,,,s2_miss,0,False,False,False,51,5,Juvenile Dermatomyositis,s2_miss,0,False,False,False,14,5,Juvenile Dermatomyositis,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Juvenile Dermatomyositis (JDM)"", ""Thyroiditis-related myopathy""]","[""Juvenile Dermatomyositis (JDM)"", ""Thyroiditis-related myopathy""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,63,2,,,False
mcr,mcr_v1,82,Euglycemic diabetic ketoacidosis,base_win_rank,aphhm_lose,s3_hit_s4_miss,0,True,True,False,48,5,Lactic acidosis,s3_hit_s4_miss,0,True,True,False,19,5,Uremic acidosis,0,supervisor_hit_judge_miss,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Euglycemic Diabetic Ketoacidosis"", ""Lactic Acidosis""]","[""Euglycemic Diabetic Ketoacidosis"", ""Lactic Acidosis""]",1,gen_ok,True,True,4,12,final_hit_judge_miss,0,True,True,25,1,Diabetic Ketoacidosis,Metabolic Disorder with Ketoacidosis,True
mcr,mcr_v1,84,Lymphoepithelioma-like carcinoma of the breast,,,s2_miss,0,False,False,False,48,5,Medullary carcinoma of the breast,s2_miss,0,False,False,False,20,5,Medullary carcinoma of the breast,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Triple-negative breast cancer"", ""Medullary carcinoma of the breast""]","[""Triple-negative breast cancer"", ""Medullary carcinoma of the breast""]",0,rag_hit_gen_miss,True,False,4,12,tree_miss,0,False,False,35,2,,,False
mcr,mcr_v1,85,Small intestinal perforation,,,s2_miss,0,False,False,False,49,5,Acute appendicitis,s2_miss,0,False,False,False,18,5,Acute appendicitis,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Appendicitis"", ""Intestinal Obstruction""]","[""Appendicitis"", ""Intestinal Obstruction""]",0,rag_hit_gen_miss,True,False,4,12,tree_miss,0,False,False,19,1,,,False
mcr,mcr_v1,86,Restless arms syndrome,,,s2_miss,0,False,False,False,52,5,Akathisia,s2_miss,0,False,False,False,16,5,Akathisia,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Medication-induced paresthesia"", ""Post-COVID-19 depressive disorder with neurological symptoms""]","[""Medication-induced paresthesia"", ""Post-COVID-19 depressive disorder with neurological symptoms""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,44,5,,,False
mcr,mcr_v1,87,undifferentiated embryonal sarcoma of the liver,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,50,5,Mucinous cystadenocarcinoma of the liver,s3_hit_s4_miss,0,True,True,False,17,5,Mucinous cystadenocarcinoma of the liver,0,agents_hit_supervisor_drop,True,False,1,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Mucinous cystadenocarcinoma of the liver"", ""Sarcoma of the liver""]","[""Mucinous cystadenocarcinoma of the liver"", ""Sarcoma of the liver""]",0,rag_hit_gen_miss,True,False,4,12,tree_miss,0,False,False,19,1,,,False
mcr,mcr_v1,90,squamous cell carcinoma,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,46,5,Pacemaker pocket sarcoma,s3_hit_s4_miss,0,True,True,False,15,5,Pacemaker pocket sarcoma,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Metastatic tumor or new primary tumor"", ""Locally recurrent tumor at the pacemaker site""]","[""Metastatic tumor or new primary tumor"", ""Locally recurrent tumor at the pacemaker site""]",0,rag_miss,False,False,4,12,final_hit_judge_miss,0,True,True,21,4,Metastatic laryngeal squamous cell carcinoma,Neoplastic Process,True
mcr,mcr_v1,91,Angiosarcoma,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,51,5,Hemangiopericytoma,s2_miss,0,False,False,False,19,5,Hemangiopericytoma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Solitary Fibrous Tumor/Hemangiopericytoma"", ""Cavernous Angioma""]","[""Solitary Fibrous Tumor/Hemangiopericytoma"", ""Cavernous Angioma""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,20,2,,,False
mcr,mcr_v1,93,Serum sickness,,,s2_miss,0,False,False,False,50,5,Poststreptococcal Reactive Arthritis,s2_miss,0,False,False,False,18,5,Prosthetic Valve Endocarditis,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Prosthetic Mitral Valve Thrombosis"", ""Streptokinase-Induced Inflammatory Response""]","[""Prosthetic Mitral Valve Thrombosis"", ""Streptokinase-Induced Inflammatory Response""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,28,4,,,False
mcr,mcr_v1,94,Schwannoma,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,47,5,Branchial cleft cyst,s3_hit_s4_miss,0,True,True,False,17,5,Branchial cleft cyst,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Branchial cleft cyst"", ""Thyroglossal duct cyst""]","[""Branchial cleft cyst"", ""Thyroglossal duct cyst""]",0,rag_miss,False,False,4,12,tree_hit_final_drop,0,True,False,36,1,cervical schwannoma,Neoplastic Process,False
mcr,mcr_v1,95,Tuberculosis,all_miss_but_recalled,,s4_hit_judge_miss,0,True,True,True,55,5,Disseminated tuberculosis,s4_hit_judge_miss,0,True,True,True,18,5,Disseminated tuberculosis,0,supervisor_hit_judge_miss,True,True,0,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Disseminated Tuberculosis"", ""Sepsis due to an opportunistic infection""]","[""Disseminated Tuberculosis"", ""Sepsis due to an opportunistic infection""]",0,rag_miss,False,False,4,12,tree_hit_final_drop,0,True,False,27,1,tuberculosis,Infectious/Inflammatory Syndrome,False
mcr,mcr_v1,96,ParostealOsteosarcoma,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,48,5,Osteoma,s2_miss,0,False,False,False,18,5,Osteoma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Osteoma"", ""Calcified Hematoma or Other Benign Bone Lesion""]","[""Osteoma"", ""Calcified Hematoma or Other Benign Bone Lesion""]",0,rag_miss,False,False,4,12,tree_hit_final_drop,0,True,False,29,2,Osteosarcoma,Malignant Bone Neoplasm,False
mcr,mcr_v1,97,giant juvenile fibroadenoma,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,52,5,Giant fibroadenoma,s3_hit_s4_miss,0,True,True,False,18,5,Giant fibroadenoma,0,supervisor_hit_judge_miss,True,True,0,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Fibroadenoma"", ""Phyllodes Tumor""]","[""Fibroadenoma"", ""Phyllodes Tumor""]",0,gen_hit_judge_miss,True,True,4,12,tree_hit_final_drop,0,True,False,23,1,Fibroadenoma,Benign Breast Tumors,False
mcr,mcr_v1,99,Histoplasmosis,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,47,5,Cheilitis granulomatosa,s3_hit_s4_miss,0,True,True,False,19,5,Kaposi's sarcoma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Kaposi's Sarcoma"", ""Immune Reconstitution Inflammatory Syndrome (IRIS)""]","[""Kaposi's Sarcoma"", ""Immune Reconstitution Inflammatory Syndrome (IRIS)""]",0,rag_miss,False,False,4,12,tree_hit_final_drop,0,True,False,29,3,Histoplasmosis,Infectious Disease,False
mcr,mcr_v1,100,intraosseous metaplastic meningioma,,,s2_miss,0,False,False,False,47,5,Hemangioma of bone,s2_miss,0,False,False,False,20,5,Hemangioma of bone,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Hemangioma"", ""Atypical Fibroxanthoma""]","[""Hemangioma"", ""Atypical Fibroxanthoma""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,22,5,,,False
mcr,mcr_v1,104,Langerhans cell histiocytosis,,,ok,1,True,True,True,51,5,Langerhans cell histiocytosis,ok,1,True,True,True,17,5,Langerhans cell histiocytosis,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Langerhans cell histiocytosis"", ""Other granulomatous disorders""]","[""Langerhans cell histiocytosis"", ""Other granulomatous disorders""]",1,gen_ok,False,True,4,12,final_ok,1,True,True,24,1,Langerhans cell histiocytosis,Granulomatous Disease,True
mcr,mcr_v1,105,heat stroke,,aphhm_lose,ok,1,True,True,True,50,5,Heat stroke,ok,1,True,True,True,19,5,Heat stroke,1,supervisor_ok,True,True,0,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Cerebellar injury secondary to heat stroke"", ""Hypoxic-ischemic encephalopathy""]","[""Cerebellar injury secondary to heat stroke"", ""Hypoxic-ischemic encephalopathy""]",1,gen_ok,True,True,4,12,final_hit_judge_miss,0,True,True,38,4,Severe Heat Stroke,Heat-Related Illness,True
mcr,mcr_v1,106,neuroendocrine tumor,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,45,5,Pituitary adenoma,s2_miss,0,False,False,False,16,5,Pituitary adenoma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Pituitary Adenoma"", ""Craniopharyngioma""]","[""Pituitary Adenoma"", ""Craniopharyngioma""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,26,1,,,False
mcr,mcr_v1,107,adrenal hyperplasia,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,52,5,Leydig cell tumor,s2_hit_s3_drop,0,True,False,False,19,5,Leydig cell tumor,0,agents_hit_supervisor_drop,True,False,0,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Testicular tumor"", ""Primary macronodular adrenal hyperplasia (PMAH)""]","[""Testicular tumor"", ""Primary macronodular adrenal hyperplasia (PMAH)""]",0,gen_hit_judge_miss,True,True,4,12,tree_hit_final_drop,0,True,False,28,2,Adrenal Hyperplasia,Adrenal Gland Disorder,False
mcr,mcr_v1,109,Aspergillosis,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,56,5,Progressive Multifocal Leukoencephalopathy,s2_miss,0,False,False,False,21,5,Progressive Multifocal Leukoencephalopathy,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Brain Abscess"", ""Encephalitis""]","[""Brain Abscess"", ""Encephalitis""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,31,5,,,False
mcr,mcr_v1,111,Giant cell tumor of bone,e7_win_recall,aphhm_lose,ok,1,True,True,True,49,5,Giant cell tumor,s3_hit_s4_miss,0,True,True,False,18,5,Osteolytic metastasis,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Vertebral Osteomyelitis"", ""Vertebral Tumor""]","[""Vertebral Osteomyelitis"", ""Vertebral Tumor""]",0,rag_hit_gen_miss,True,False,4,12,tree_hit_final_drop,0,True,False,24,3,Giant cell tumor,Degenerative Spinal Condition,False
mcr,mcr_v1,112,Bath salt intoxication,,aphhm_lose,s2_miss,1,False,False,False,48,5,Bath Salts Intoxication,s2_miss,0,False,False,False,18,5,Sympathomimetic toxicity,0,agents_miss,False,False,,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Synthetic cathinone toxicity"", ""Rhabdomyolysis due to multiple factors""]","[""Synthetic cathinone toxicity"", ""Rhabdomyolysis due to multiple factors""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,38,5,,,False
mcr,mcr_v1,113,jejunal adenocarcinoma,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,46,5,Sister Mary Joseph nodule due to metastatic colorectal adenocarcinoma,s2_miss,0,False,False,False,19,5,Sister Mary Joseph nodule due to colorectal adenocarcinoma,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Adenocarcinoma of the colon with umbilical metastasis"", ""Sister Mary Joseph nodule due to metastatic adenocarcinoma""]","[""Adenocarcinoma of the colon with umbilical metastasis"", ""Sister Mary Joseph nodule due to metastatic adenocarcinoma""]",0,rag_hit_gen_miss,True,False,4,12,tree_miss,0,False,False,36,5,,,False
mcr,mcr_v1,114,Ependymoma,,,s2_miss,0,False,False,False,50,5,Epidermoid cyst,s2_miss,0,False,False,False,21,5,Epidermoid cyst,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Pilonidal cyst"", ""Inclusion cyst""]","[""Pilonidal cyst"", ""Inclusion cyst""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,44,5,,,False
mcr,mcr_v1,116,systemic sclerosis sine scleroderma,base_win_rank,,s3_hit_s4_miss,0,True,True,False,51,5,Limited Systemic Sclerosis,s3_hit_s4_miss,0,True,True,False,17,5,Limited Systemic Sclerosis,1,supervisor_ok,True,True,0,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Limited Systemic Sclerosis (CREST syndrome)"", ""Systemic Sclerosis""]","[""Limited Systemic Sclerosis (CREST syndrome)"", ""Systemic Sclerosis""]",0,gen_hit_judge_miss,True,True,4,12,final_ok,1,True,True,38,1,Systemic Sclerosis,Connective Tissue Disease with Autoantibodies,True
mcr,mcr_v1,117,Antiphospholipid syndrome,,aphhm_lose,s2_miss,1,False,True,True,53,5,Antiphospholipid syndrome,s2_miss,0,False,False,False,19,5,Infectious vasculitis,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Antiphospholipid Syndrome"", ""Respiratory Syncytial Virus Infection""]","[""Antiphospholipid Syndrome"", ""Respiratory Syncytial Virus Infection""]",1,gen_ok,False,True,4,12,tree_miss,0,False,False,83,3,,,False
mcr,mcr_v1,119,cystadenofibroma,,,s2_miss,0,False,False,False,48,5,Mucinous cystadenoma,s2_miss,0,False,False,False,19,5,Mucinous cystadenoma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Mucinous Ovarian Cyst"", ""Serous Ovarian Cyst""]","[""Mucinous Ovarian Cyst"", ""Serous Ovarian Cyst""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,45,3,,,False
mcr,mcr_v1,121,Angioleiomyoma,,,s2_miss,0,False,False,False,51,5,Pleomorphic adenoma,s2_miss,0,False,False,False,18,5,Lipoma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Ectopic lymph node"", ""Lipoma""]","[""Ectopic lymph node"", ""Lipoma""]",0,rag_miss,False,False,4,12,tree_hit_final_drop,0,True,False,40,5,Angioleiomyoma,Inflammatory or Infectious Process,False
mcr,mcr_v1,122,Malignant peripheral nerve sheath tumour,,,s2_miss,1,False,False,False,48,5,Malignant peripheral nerve sheath tumor,s2_miss,1,False,False,False,17,5,Malignant peripheral nerve sheath tumor,1,supervisor_miss_but_scored_ok,True,False,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Malignant Peripheral Nerve Sheath Tumor (MPNST)"", ""Sarcomatoid Urothelial Carcinoma""]","[""Malignant Peripheral Nerve Sheath Tumor (MPNST)"", ""Sarcomatoid Urothelial Carcinoma""]",0,rag_miss,False,False,4,12,tree_miss,1,False,False,17,1,,,False
mcr,mcr_v1,123,chronic osteomyelitis,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,46,5,Ewing's sarcoma,s2_miss,0,False,False,False,18,5,Ewing sarcoma,0,supervisor_hit_judge_miss,True,True,0,3,3,0,draft_miss,False,False,False,True,False,"[""Langerhans cell histiocytosis"", ""Ewing's sarcoma""]","[""Langerhans cell histiocytosis"", ""Ewing's sarcoma""]",0,gen_hit_judge_miss,False,True,4,12,final_hit_judge_miss,0,True,True,41,4,Osteomyelitis,Bone Tumor or Cyst,False
mcr,mcr_v1,124,echovirus 11 infection,,,s2_miss,0,False,False,False,50,5,Necrotizing autoimmune myopathy,s2_miss,0,False,False,False,20,5,Necrotizing autoimmune myopathy,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Immune-mediated myositis"", ""Myocarditis""]","[""Immune-mediated myositis"", ""Myocarditis""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,26,5,,,False
mcr,mcr_v1,125,Cohen syndrome,,,ok,1,True,True,True,48,5,Cohen syndrome,ok,1,True,True,True,17,5,Cohen syndrome,1,supervisor_ok,True,True,0,3,3,0,draft_miss,False,False,False,True,False,"[""Bardet-Biedl syndrome"", ""Alstrom syndrome""]","[""Bardet-Biedl syndrome"", ""Alstrom syndrome""]",1,gen_ok,False,True,4,12,final_ok,1,True,True,21,2,Cohen syndrome,Syndromic Retinal Dystrophy with Neurodevelopmental Features,True
mcr,mcr_v1,126,Extranodal natural killer/T-cell lymphoma nasal type,base_win_rank,aphhm_lose,s2_hit_s3_drop,0,True,False,False,51,5,Subcutaneous panniculitis-like T-cell lymphoma,s4_hit_judge_miss,0,True,True,True,19,5,Lymphoma,0,supervisor_hit_judge_miss,True,True,,3,3,1,diagnose_ok,True,False,True,True,True,"[""Lymphoma"", ""Mantle Cell Lymphoma""]","[""Lymphoma"", ""Mantle Cell Lymphoma""]",0,gen_hit_judge_miss,False,True,4,12,final_hit_judge_miss,0,True,True,48,4,Lymphoma,Inflammatory/Immune-Mediated Disorder,True
mcr,mcr_v1,128,Endosalpingiosis,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,45,5,Papillary urothelial carcinoma,s2_miss,0,False,False,False,16,5,Papillary urothelial carcinoma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Mucosal Neoplastic Lesion"", ""Endometriosis""]","[""Mucosal Neoplastic Lesion"", ""Endometriosis""]",0,rag_miss,False,False,4,12,tree_miss,0,False,False,25,2,,,False
