vig_chars,vig_words,vig_sents,vig_lab_hits,vig_diff_hits,vig_lab_dens,vig_diff_dens,gold_chars,gold_words,gold_has_eponym,gold_has_subtype,gold_has_paren,gold_comma_parts,n_options,gold_in_options,max_opt_gold_overlap,n_opts_near_gold,has_pe_section,has_tests_section,dataset,slice,case_id,y_e7_chain_fail,y_base_win_chain,y_s4_miss,journal_len,title_len
1518,234,11,1,0,0.4273504273504274,0.0,83,10,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout100,449,1,0,0,,
1571,224,17,6,0,2.6785714285714284,0.0,88,11,0,1,0,1,4,1,1.0,2,0,0,da,d2_heldout100,451,1,0,1,,
2061,278,14,1,0,0.3597122302158274,0.0,21,2,0,0,0,1,4,1,1.0,1,0,0,da,d2_heldout100,452,1,0,0,,
1670,233,16,2,0,0.8583690987124464,0.0,49,5,0,0,1,1,4,1,1.0,2,1,1,da,d2_heldout200b,455,1,0,0,,
1546,214,11,0,0,0.0,0.0,44,5,0,0,1,1,4,1,1.0,1,0,0,da,d2_heldout200b,457,1,0,0,,
1684,234,18,1,0,0.4273504273504274,0.0,58,6,0,1,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,458,1,0,0,,
1598,215,9,1,0,0.46511627906976744,0.0,78,9,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,459,1,0,0,,
1816,250,18,3,3,1.2,1.2,74,9,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,461,1,0,1,,
1271,182,16,2,0,1.098901098901099,0.0,17,2,0,0,0,1,4,1,1.0,1,0,0,da,d2_heldout200b,464,1,0,0,,
1525,202,11,1,1,0.49504950495049505,0.49504950495049505,23,2,0,0,0,1,4,1,1.0,1,0,0,da,d2_heldout200b,465,1,0,0,,
1231,179,10,0,0,0.0,0.0,48,7,1,0,1,1,4,1,1.0,2,0,0,da,d2_heldout200b,466,1,0,0,,
1728,237,17,2,0,0.8438818565400843,0.0,40,4,0,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,468,1,0,0,,
1553,231,11,1,0,0.4329004329004329,0.0,46,4,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,472,1,0,0,,
1821,246,23,6,0,2.4390243902439024,0.0,31,6,0,0,1,1,4,1,1.0,1,1,1,da,d2_heldout200b,473,1,0,0,,
1683,217,11,3,0,1.3824884792626728,0.0,91,12,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,474,1,0,0,,
2403,310,20,9,0,2.903225806451613,0.0,100,14,0,1,1,1,4,1,1.0,2,0,1,da,d2_heldout200b,477,1,1,0,,
1553,204,11,8,0,3.9215686274509802,0.0,27,5,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,478,1,0,0,,
2101,318,27,2,0,0.628930817610063,0.0,34,5,1,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,479,1,0,0,,
1650,229,11,5,0,2.1834061135371177,0.0,61,7,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,480,1,0,0,,
1856,272,13,5,0,1.8382352941176472,0.0,35,5,0,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,481,1,0,0,,
2079,281,19,16,0,5.6939501779359425,0.0,38,6,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,482,1,0,1,,
1951,252,12,6,1,2.380952380952381,0.3968253968253968,47,5,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,484,1,0,0,,
2340,282,17,4,0,1.4184397163120568,0.0,127,14,0,1,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,485,1,0,0,,
1730,233,15,3,1,1.2875536480686696,0.4291845493562232,15,2,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,486,1,1,1,,
1694,240,13,4,1,1.6666666666666667,0.4166666666666667,53,5,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,487,1,0,0,,
2470,367,17,6,5,1.6348773841961852,1.3623978201634876,112,14,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,488,1,1,0,,
1402,188,21,4,0,2.127659574468085,0.0,149,19,0,1,1,1,4,1,1.0,2,1,1,da,d2_heldout200b,489,0,0,0,,
1171,174,13,8,0,4.597701149425287,0.0,18,2,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,490,1,0,0,,
1646,223,18,4,0,1.7937219730941705,0.0,18,2,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,493,1,0,0,,
1664,223,29,3,0,1.345291479820628,0.0,64,8,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,496,1,0,0,,
1732,235,16,3,0,1.276595744680851,0.0,122,15,0,1,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,497,1,0,1,,
1545,198,14,4,0,2.0202020202020203,0.0,122,14,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,498,1,1,0,,
2376,317,29,2,0,0.6309148264984227,0.0,59,6,0,0,0,1,4,1,1.0,3,1,1,da,d2_heldout200b,500,0,0,0,,
1870,269,39,7,0,2.6022304832713754,0.0,98,10,1,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,501,1,0,0,,
2198,291,9,6,0,2.0618556701030926,0.0,20,3,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,506,1,0,1,,
2224,317,18,10,0,3.1545741324921135,0.0,40,5,0,0,0,1,4,1,1.0,3,1,1,da,d2_heldout200b,507,1,0,0,,
1617,215,10,6,1,2.7906976744186047,0.46511627906976744,100,11,0,1,1,1,4,1,1.0,2,0,1,da,d2_heldout200b,508,0,0,0,,
1260,153,15,2,0,1.3071895424836601,0.0,50,5,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,509,1,1,0,,
1968,284,14,2,0,0.7042253521126761,0.0,86,10,0,0,0,1,4,1,1.0,3,0,1,da,d2_heldout200b,510,0,0,0,,
2024,280,12,3,0,1.0714285714285714,0.0,57,5,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,511,1,0,0,,
1656,229,11,5,0,2.1834061135371177,0.0,56,7,0,0,1,1,4,1,1.0,1,1,1,da,d2_heldout200b,513,1,0,0,,
2245,297,18,2,0,0.6734006734006733,0.0,34,3,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,514,0,0,0,,
1836,246,29,5,0,2.0325203252032518,0.0,132,14,0,1,1,1,4,1,1.0,2,0,1,da,d2_heldout200b,518,1,1,1,,
1750,218,17,4,0,1.834862385321101,0.0,50,7,0,0,0,1,4,1,1.0,3,0,1,da,d2_heldout200b,522,1,1,0,,
1835,244,15,2,0,0.819672131147541,0.0,71,12,0,0,0,1,4,1,1.0,3,0,1,da,d2_heldout200b,523,0,0,0,,
1762,265,15,7,0,2.6415094339622645,0.0,68,11,0,0,0,1,4,1,1.0,1,0,0,da,d2_heldout200b,524,1,1,0,,
2002,282,33,10,0,3.546099290780142,0.0,77,10,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,527,1,0,0,,
1614,209,9,3,0,1.4354066985645932,0.0,51,5,0,0,1,1,4,1,1.0,2,0,1,da,d2_heldout200b,529,1,1,0,,
1971,265,35,5,0,1.8867924528301887,0.0,36,5,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,530,1,0,1,,
2023,304,18,4,0,1.3157894736842104,0.0,70,9,0,0,1,1,4,1,1.0,1,0,0,da,d2_heldout200b,532,1,0,0,,
1452,191,11,3,0,1.5706806282722512,0.0,54,8,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,535,1,0,0,,
1991,249,16,5,1,2.0080321285140563,0.4016064257028112,56,6,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,536,1,0,1,,
1766,244,13,1,1,0.4098360655737705,0.4098360655737705,78,10,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,537,1,0,0,,
2068,275,16,5,0,1.8181818181818181,0.0,162,18,0,1,1,3,4,1,1.0,1,0,1,da,d2_heldout200b,539,1,0,0,,
1534,210,13,3,0,1.4285714285714286,0.0,25,3,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,540,1,0,0,,
1504,193,10,2,0,1.0362694300518136,0.0,31,3,0,0,1,1,4,1,1.0,2,0,1,da,d2_heldout200b,542,1,0,0,,
1930,259,14,5,0,1.9305019305019304,0.0,22,2,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,543,1,1,0,,
1903,245,18,2,0,0.8163265306122449,0.0,88,12,1,1,1,1,4,1,1.0,2,1,1,da,d2_heldout200b,544,1,0,1,,
1794,224,18,2,0,0.8928571428571428,0.0,40,4,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,548,0,0,0,,
1978,281,18,5,0,1.7793594306049825,0.0,90,10,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,549,1,1,1,,
2014,266,26,3,0,1.1278195488721803,0.0,38,4,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,551,0,0,0,,
1668,225,27,3,0,1.3333333333333335,0.0,112,13,0,1,1,1,4,1,1.0,2,0,1,da,d2_heldout200b,553,1,1,1,,
1502,203,24,2,0,0.9852216748768473,0.0,32,3,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,555,1,1,1,,
1464,188,13,3,0,1.5957446808510638,0.0,74,7,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,556,1,0,0,,
1819,251,20,2,0,0.796812749003984,0.0,115,18,0,0,0,2,4,1,1.0,1,1,1,da,d2_heldout200b,559,1,0,0,,
1640,217,16,2,0,0.9216589861751152,0.0,34,5,0,1,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,560,1,0,0,,
1482,194,15,3,0,1.5463917525773196,0.0,32,3,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,563,1,0,0,,
2020,276,22,4,0,1.4492753623188406,0.0,124,14,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,565,0,0,0,,
2174,300,16,6,0,2.0,0.0,46,7,0,0,1,2,4,1,1.0,1,1,1,da,d2_heldout200b,566,1,0,1,,
1139,149,19,2,0,1.342281879194631,0.0,26,3,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,567,1,0,0,,
1480,191,10,3,0,1.5706806282722512,0.0,39,5,0,0,1,1,4,1,1.0,2,1,1,da,d2_heldout200b,568,0,0,0,,
2075,274,29,6,1,2.18978102189781,0.36496350364963503,92,10,0,1,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,569,1,0,0,,
2044,277,16,6,0,2.166064981949458,0.0,53,7,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,573,1,0,1,,
1754,234,20,4,0,1.7094017094017095,0.0,106,13,1,1,1,1,4,1,1.0,2,0,1,da,d2_heldout200b,574,1,1,0,,
1885,236,17,2,0,0.847457627118644,0.0,60,8,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,575,1,0,0,,
2447,338,32,4,0,1.183431952662722,0.0,47,5,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,577,0,0,0,,
1764,255,19,9,0,3.5294117647058822,0.0,87,12,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,578,0,0,0,,
1661,230,24,1,0,0.43478260869565216,0.0,28,4,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,579,1,1,1,,
2021,260,15,4,2,1.5384615384615385,0.7692307692307693,38,6,0,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,580,1,0,0,,
1958,250,16,6,1,2.4,0.4,60,5,0,1,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,582,1,0,1,,
1548,211,13,2,0,0.9478672985781991,0.0,19,2,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,583,0,0,0,,
1382,180,12,4,0,2.2222222222222223,0.0,35,4,0,0,1,1,4,1,1.0,1,1,1,da,d2_heldout200b,584,1,0,0,,
1870,263,17,8,0,3.041825095057034,0.0,71,11,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,586,1,0,0,,
1533,189,12,3,1,1.5873015873015872,0.5291005291005291,54,7,0,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,587,1,1,0,,
1305,196,14,1,0,0.5102040816326531,0.0,41,5,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,589,0,0,0,,
2090,297,14,6,0,2.0202020202020203,0.0,68,7,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,590,1,1,0,,
1681,242,10,1,0,0.4132231404958678,0.0,94,12,0,0,1,1,4,1,1.0,1,1,1,da,d2_heldout200b,591,1,1,0,,
1728,229,15,5,0,2.1834061135371177,0.0,94,11,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,592,0,0,0,,
1545,207,9,4,0,1.932367149758454,0.0,34,5,0,0,1,1,4,1,1.0,1,0,0,da,d2_heldout200b,593,1,0,0,,
1644,233,19,7,0,3.004291845493562,0.0,39,5,0,1,0,1,4,1,1.0,2,1,1,da,d2_heldout200b,596,0,0,0,,
1948,283,18,4,0,1.4134275618374559,0.0,32,4,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,598,1,1,0,,
2400,329,18,5,0,1.5197568389057752,0.0,25,3,0,0,0,1,4,1,1.0,2,1,1,da,d2_heldout200b,600,0,0,0,,
1851,262,26,2,0,0.7633587786259541,0.0,94,13,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,601,1,0,0,,
1514,217,18,4,0,1.8433179723502304,0.0,46,4,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,602,0,0,0,,
1641,242,24,1,0,0.4132231404958678,0.0,31,4,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,603,0,0,0,,
1869,257,16,8,2,3.11284046692607,0.7782101167315175,64,9,0,1,1,1,4,1,1.0,1,1,1,da,d2_heldout200b,604,1,1,1,,
2534,336,26,6,0,1.7857142857142856,0.0,53,5,0,0,1,1,4,1,1.0,2,0,1,da,d2_heldout200b,605,1,1,0,,
1897,230,8,2,0,0.8695652173913043,0.0,28,3,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,608,0,0,0,,
1984,255,24,5,1,1.9607843137254901,0.39215686274509803,97,13,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,611,1,0,0,,
1542,209,16,4,0,1.9138755980861244,0.0,22,2,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,613,0,0,0,,
1513,202,13,6,0,2.9702970297029703,0.0,180,18,0,1,1,4,4,1,1.0,1,1,1,da,d2_heldout200b,615,0,0,0,,
2071,265,11,7,0,2.6415094339622645,0.0,73,11,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,618,0,0,0,,
1908,246,15,4,0,1.6260162601626018,0.0,76,9,0,1,1,1,4,1,1.0,1,1,1,da,d2_heldout200b,619,0,0,0,,
1849,244,18,4,0,1.639344262295082,0.0,61,6,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,620,1,0,0,,
2066,272,23,7,0,2.5735294117647056,0.0,57,6,0,1,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,621,0,0,0,,
2009,265,16,6,0,2.2641509433962264,0.0,76,9,0,1,1,1,4,1,1.0,1,0,0,da,d2_heldout200b,622,1,0,0,,
1597,225,16,4,0,1.7777777777777777,0.0,59,7,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,627,1,0,0,,
1753,254,20,1,0,0.39370078740157477,0.0,34,4,0,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,628,1,0,1,,
1285,176,11,2,2,1.1363636363636365,1.1363636363636365,116,13,0,0,1,1,4,1,1.0,3,1,1,da,d2_heldout200b,629,1,1,1,,
2421,331,25,7,0,2.1148036253776437,0.0,59,7,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,630,1,0,0,,
1902,249,19,7,1,2.8112449799196786,0.4016064257028112,28,3,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,631,1,1,0,,
1889,236,19,4,0,1.694915254237288,0.0,41,3,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,632,1,0,0,,
1849,243,11,7,0,2.880658436213992,0.0,67,6,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,633,1,1,0,,
1510,198,18,2,0,1.0101010101010102,0.0,66,11,0,0,1,1,4,1,1.0,1,1,1,da,d2_heldout200b,634,1,1,0,,
1828,253,29,6,0,2.371541501976284,0.0,68,7,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,636,1,1,1,,
1173,150,10,1,1,0.6666666666666667,0.6666666666666667,35,4,0,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,637,1,1,0,,
2101,293,15,4,1,1.3651877133105803,0.3412969283276451,24,2,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,638,0,0,0,,
1987,289,18,4,0,1.384083044982699,0.0,77,9,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,639,1,0,0,,
1390,195,19,4,0,2.051282051282051,0.0,65,7,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,642,1,0,1,,
1732,215,11,3,0,1.3953488372093024,0.0,47,6,0,0,0,1,4,1,1.0,3,0,1,da,d2_heldout200b,644,1,1,1,,
1753,226,11,2,0,0.8849557522123894,0.0,41,7,0,0,0,1,4,1,1.0,2,1,1,da,d2_heldout200b,645,0,0,0,,
1253,166,11,0,0,0.0,0.0,39,5,0,0,0,1,4,1,1.0,3,0,0,da,d2_heldout200b,646,1,0,0,,
1214,173,14,5,0,2.8901734104046244,0.0,75,13,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,649,1,1,0,,
2341,297,16,2,0,0.6734006734006733,0.0,47,5,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,650,1,0,1,,
1855,246,18,6,0,2.4390243902439024,0.0,31,3,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,652,1,0,0,,
1509,204,23,3,0,1.4705882352941175,0.0,37,4,0,0,0,1,4,1,1.0,2,1,1,da,d2_heldout200b,653,0,0,0,,
1507,207,19,2,0,0.966183574879227,0.0,102,14,0,1,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,660,0,0,0,,
1564,205,16,1,0,0.4878048780487805,0.0,27,2,0,0,0,1,4,1,1.0,1,1,0,da,d2_heldout200b,661,1,0,0,,
1922,239,11,4,0,1.6736401673640167,0.0,85,10,1,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,662,1,0,1,,
2003,294,18,5,0,1.7006802721088436,0.0,61,11,0,0,0,1,4,1,1.0,3,0,1,da,d2_heldout200b,665,1,1,0,,
1330,181,14,1,0,0.5524861878453038,0.0,68,9,0,0,1,1,4,1,1.0,2,1,1,da,d2_heldout200b,666,1,0,1,,
1644,229,19,3,0,1.3100436681222707,0.0,30,4,0,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,668,1,0,0,,
899,116,11,1,0,0.8620689655172413,0.0,31,4,0,0,0,1,4,1,1.0,1,1,0,da,d2_heldout200b,671,1,0,1,,
1430,190,8,5,0,2.631578947368421,0.0,63,9,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,676,1,0,0,,
2083,286,25,5,0,1.7482517482517483,0.0,18,2,0,0,0,1,4,1,1.0,2,1,1,da,d2_heldout200b,677,0,0,0,,
1669,237,15,2,0,0.8438818565400843,0.0,64,8,0,1,1,1,4,1,1.0,2,0,0,da,d2_heldout200b,678,0,0,0,,
971,127,13,3,0,2.3622047244094486,0.0,40,4,0,1,0,1,4,1,1.0,1,1,0,da,d2_heldout200b,679,1,0,0,,
1284,171,12,2,0,1.1695906432748537,0.0,71,7,0,0,1,1,4,1,1.0,1,1,1,da,d2_heldout200b,681,1,1,0,,
1144,171,9,0,0,0.0,0.0,45,6,0,0,0,1,4,1,1.0,1,0,0,da,d2_heldout200b,684,1,0,0,,
1323,164,11,2,0,1.2195121951219512,0.0,57,6,0,1,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,685,1,0,0,,
1430,190,15,2,0,1.0526315789473684,0.0,22,2,0,0,0,1,4,1,1.0,1,1,0,da,d2_heldout200b,686,1,0,0,,
1900,235,12,5,0,2.127659574468085,0.0,44,5,1,0,1,1,4,1,1.0,2,0,1,da,d2_heldout200b,687,1,0,0,,
1512,218,21,8,0,3.669724770642202,0.0,39,4,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,692,1,0,0,,
2109,297,33,8,0,2.6936026936026933,0.0,120,16,0,1,0,1,4,1,1.0,3,0,1,da,d2_heldout200b,693,1,0,1,,
1341,181,13,4,0,2.209944751381215,0.0,19,2,0,0,0,1,4,1,1.0,1,1,0,da,d2_heldout200b,694,1,0,0,,
1556,195,18,6,0,3.076923076923077,0.0,46,5,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,698,1,0,0,,
1477,195,14,4,0,2.051282051282051,0.0,68,8,0,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,701,1,0,1,,
1624,230,19,4,0,1.7391304347826086,0.0,55,6,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,702,0,0,0,,
1794,237,17,3,0,1.2658227848101267,0.0,74,10,0,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,703,1,0,0,,
1166,170,18,4,0,2.3529411764705883,0.0,51,6,0,0,0,1,4,1,1.0,2,1,1,da,d2_heldout200b,705,1,0,0,,
1511,204,15,4,1,1.9607843137254901,0.49019607843137253,70,8,0,1,0,1,4,1,1.0,3,0,1,da,d2_heldout200b,706,0,0,0,,
1147,160,10,3,0,1.875,0.0,30,3,0,0,1,1,4,1,1.0,1,1,0,da,d2_heldout200b,707,1,0,0,,
1800,227,17,5,0,2.2026431718061676,0.0,74,7,0,1,1,1,4,1,1.0,4,0,1,da,d2_heldout200b,709,0,0,0,,
1285,208,12,2,2,0.9615384615384616,0.9615384615384616,23,3,0,0,0,1,4,1,1.0,3,0,0,da,d2_heldout200b,710,1,1,1,,
1710,240,24,4,0,1.6666666666666667,0.0,75,11,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,713,1,1,1,,
1568,228,13,3,0,1.3157894736842104,0.0,24,3,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,714,1,0,0,,
1497,202,13,2,0,0.9900990099009901,0.0,55,5,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,715,1,0,0,,
1978,285,26,3,0,1.0526315789473684,0.0,30,3,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,718,1,1,0,,
1547,206,12,1,0,0.48543689320388345,0.0,73,10,0,0,0,1,4,1,1.0,1,0,0,da,d2_heldout200b,719,1,0,0,,
1646,231,15,8,1,3.463203463203463,0.4329004329004329,76,11,0,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,721,1,0,0,,
1822,262,20,4,0,1.5267175572519083,0.0,37,5,0,1,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,723,1,1,0,,
2195,287,20,4,0,1.3937282229965158,0.0,89,12,1,1,1,1,4,1,1.0,1,1,1,da,d2_heldout200b,724,1,0,0,,
1980,271,16,1,0,0.36900369003690037,0.0,72,9,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,729,1,0,1,,
1671,214,16,0,0,0.0,0.0,91,12,0,1,0,1,4,1,1.0,1,1,0,da,d2_heldout200b,730,1,1,1,,
1564,232,15,4,0,1.7241379310344827,0.0,45,7,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,731,1,0,0,,
1755,237,28,10,0,4.219409282700422,0.0,62,7,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,732,1,1,0,,
1731,248,11,0,0,0.0,0.0,50,7,0,0,0,1,4,1,1.0,1,0,0,da,d2_heldout200b,733,1,1,0,,
1759,253,20,5,0,1.9762845849802373,0.0,83,10,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,734,1,0,0,,
1762,225,22,6,0,2.666666666666667,0.0,42,7,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,735,0,0,0,,
1880,257,15,14,1,5.447470817120623,0.38910505836575876,67,8,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,736,1,1,0,,
2052,286,21,6,0,2.097902097902098,0.0,64,6,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,737,1,1,0,,
1850,251,23,9,1,3.5856573705179287,0.398406374501992,88,11,0,1,1,1,4,1,1.0,2,0,1,da,d2_heldout200b,738,1,1,1,,
1895,264,19,10,0,3.787878787878788,0.0,58,10,0,0,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,739,0,0,0,,
1397,199,17,0,0,0.0,0.0,39,4,0,0,1,1,4,1,1.0,1,0,0,da,d2_heldout200b,740,1,1,1,,
2837,405,22,9,0,2.2222222222222223,0.0,43,7,0,0,0,1,4,1,1.0,1,0,0,da,d2_heldout200b,741,1,0,0,,
1650,235,15,2,0,0.851063829787234,0.0,101,13,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,743,0,0,0,,
1550,226,11,4,1,1.7699115044247788,0.4424778761061947,86,10,0,1,1,1,4,1,1.0,1,1,1,da,d2_heldout200b,745,1,0,0,,
1868,270,29,5,0,1.8518518518518516,0.0,63,9,0,0,1,1,4,1,1.0,2,0,1,da,d2_heldout200b,746,1,0,0,,
2102,273,24,4,0,1.465201465201465,0.0,106,13,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,747,1,1,0,,
2091,285,26,6,0,2.1052631578947367,0.0,187,21,0,1,1,4,4,1,1.0,1,0,1,da,d2_heldout200b,748,1,1,0,,
1394,200,16,4,0,2.0,0.0,59,7,0,0,1,2,4,1,1.0,2,1,0,da,d2_heldout200b,750,1,0,0,,
2218,312,33,11,1,3.5256410256410255,0.3205128205128205,114,15,0,0,0,3,4,1,1.0,1,0,1,da,d2_heldout200b,751,1,0,0,,
1550,214,16,3,0,1.4018691588785046,0.0,81,9,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,752,0,0,0,,
2410,314,20,2,1,0.6369426751592357,0.3184713375796179,93,13,0,1,1,1,4,1,1.0,1,1,1,da,d2_heldout200b,753,1,0,0,,
2169,289,18,6,0,2.0761245674740483,0.0,97,12,1,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,754,1,0,0,,
1804,248,25,3,0,1.2096774193548387,0.0,95,11,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,756,0,0,0,,
2171,300,33,7,0,2.3333333333333335,0.0,62,8,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,757,1,0,0,,
1680,231,18,2,0,0.8658008658008658,0.0,64,9,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,758,1,0,0,,
1539,203,25,6,0,2.955665024630542,0.0,35,3,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,759,1,0,0,,
2264,317,33,7,0,2.2082018927444795,0.0,21,2,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,760,1,0,0,,
2145,280,13,4,0,1.4285714285714286,0.0,126,12,0,1,1,1,4,1,1.0,2,0,1,da,d2_heldout200b,762,1,0,0,,
1774,230,12,5,0,2.1739130434782608,0.0,58,9,1,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,763,1,0,0,,
1607,230,21,2,0,0.8695652173913043,0.0,51,6,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,765,1,0,0,,
2192,313,18,4,0,1.2779552715654952,0.0,120,15,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,766,1,1,0,,
