experiment_id,arm_id,scope,intention_n,served_n,unserved_n,served_rate,clinical_relation_counts_served,safe_exact_n_ita,safe_exact_rate_ita,safe_exact_n_served,safe_exact_rate_served,legacy_chain_n_ita,legacy_chain_rate_ita,legacy_chain_n_served,legacy_chain_rate_served,clinical_complete_n_ita,clinical_complete_rate_ita,clinical_complete_n_served,clinical_complete_rate_served,compatible_partial_n_ita,compatible_partial_rate_ita,compatible_partial_n_served,compatible_partial_rate_served,complete_or_compatible_partial_n_ita,complete_or_compatible_partial_rate_ita,complete_or_compatible_partial_n_served,complete_or_compatible_partial_rate_served,task_evaluable_n_ita,task_evaluable_n_served,task_coverage_ita,task_coverage_served,task_n_ita,task_rate_ita,task_rate_observed,task_n_served,task_rate_served,task_rate_served_observed
E11,relevant_refine_on,DA,200,200,0,1.0,"{""complete_equivalent"": 7, ""conflicting_subtype_or_scope"": 43, ""manifestation_or_related"": 19, ""not_equivalent"": 28, ""partial_parent_or_component"": 102, ""uncertain"": 1}",1,0.005,1,0.005,39,0.195,39,0.195,7,0.035,7,0.035,102,0.51,102,0.51,109,0.545,109,0.545,120,120,0.6,0.6,27,,0.225,27,,0.225
E11,relevant_refine_on,MCR,200,200,0,1.0,"{""complete_equivalent"": 42, ""conflicting_subtype_or_scope"": 44, ""manifestation_or_related"": 22, ""not_equivalent"": 56, ""partial_parent_or_component"": 31, ""uncertain"": 5}",22,0.11,22,0.11,38,0.19,38,0.19,42,0.21,42,0.21,31,0.155,31,0.155,73,0.365,73,0.365,96,96,0.48,0.48,34,,0.3541666666666667,34,,0.3541666666666667
E12,graph_k10_first,ALL,300,300,0,1.0,"{""complete_equivalent"": 29, ""conflicting_subtype_or_scope"": 64, ""manifestation_or_related"": 33, ""not_equivalent"": 85, ""partial_parent_or_component"": 88, ""uncertain"": 1}",21,0.07,21,0.07,57,0.19,57,0.19,29,0.09666666666666666,29,0.09666666666666666,88,0.29333333333333333,88,0.29333333333333333,117,0.39,117,0.39,168,168,0.56,0.56,38,,0.2261904761904762,38,,0.2261904761904762
E12,graph_k10_first,DA,150,150,0,1.0,"{""complete_equivalent"": 1, ""conflicting_subtype_or_scope"": 33, ""manifestation_or_related"": 11, ""not_equivalent"": 35, ""partial_parent_or_component"": 70}",0,0.0,0,0.0,30,0.2,30,0.2,1,0.006666666666666667,1,0.006666666666666667,70,0.4666666666666667,70,0.4666666666666667,71,0.47333333333333333,71,0.47333333333333333,92,92,0.6133333333333333,0.6133333333333333,18,,0.1956521739130435,18,,0.1956521739130435
E12,graph_k10_first,MCR,150,150,0,1.0,"{""complete_equivalent"": 28, ""conflicting_subtype_or_scope"": 31, ""manifestation_or_related"": 22, ""not_equivalent"": 50, ""partial_parent_or_component"": 18, ""uncertain"": 1}",21,0.14,21,0.14,27,0.18,27,0.18,28,0.18666666666666668,28,0.18666666666666668,18,0.12,18,0.12,46,0.30666666666666664,46,0.30666666666666664,76,76,0.5066666666666667,0.5066666666666667,20,,0.2631578947368421,20,,0.2631578947368421
E12,graph_k10_pairwise,ALL,300,256,44,0.8533333333333334,"{""complete_equivalent"": 30, ""conflicting_subtype_or_scope"": 45, ""manifestation_or_related"": 26, ""not_equivalent"": 66, ""partial_parent_or_component"": 87, ""uncertain"": 2}",20,0.06666666666666667,20,0.078125,52,0.17333333333333334,52,0.203125,30,0.1,30,0.1171875,87,0.29,87,0.33984375,117,0.39,117,0.45703125,206,162,0.6866666666666666,0.6328125,42,,0.20388349514563106,42,,0.25925925925925924
E12,graph_k10_pairwise,DA,150,126,24,0.84,"{""complete_equivalent"": 3, ""conflicting_subtype_or_scope"": 25, ""manifestation_or_related"": 8, ""not_equivalent"": 20, ""partial_parent_or_component"": 69, ""uncertain"": 1}",1,0.006666666666666667,1,0.007936507936507936,26,0.17333333333333334,26,0.20634920634920634,3,0.02,3,0.023809523809523808,69,0.46,69,0.5476190476190477,72,0.48,72,0.5714285714285714,120,96,0.8,0.7619047619047619,23,,0.19166666666666668,23,,0.23958333333333334
E12,graph_k10_pairwise,MCR,150,130,20,0.8666666666666667,"{""complete_equivalent"": 27, ""conflicting_subtype_or_scope"": 20, ""manifestation_or_related"": 18, ""not_equivalent"": 46, ""partial_parent_or_component"": 18, ""uncertain"": 1}",19,0.12666666666666668,19,0.14615384615384616,26,0.17333333333333334,26,0.2,27,0.18,27,0.2076923076923077,18,0.12,18,0.13846153846153847,45,0.3,45,0.34615384615384615,86,66,0.5733333333333334,0.5076923076923077,19,,0.22093023255813954,19,,0.2878787878787879
E12,graph_k10_pointwise,ALL,300,252,48,0.84,"{""complete_equivalent"": 28, ""conflicting_subtype_or_scope"": 44, ""manifestation_or_related"": 33, ""not_equivalent"": 61, ""partial_parent_or_component"": 82, ""uncertain"": 4}",19,0.06333333333333334,19,0.07539682539682539,49,0.16333333333333333,49,0.19444444444444445,28,0.09333333333333334,28,0.1111111111111111,82,0.2733333333333333,82,0.3253968253968254,110,0.36666666666666664,110,0.4365079365079365,204,156,0.68,0.6190476190476191,36,,0.17647058823529413,36,,0.23076923076923078
E12,graph_k10_pointwise,DA,150,124,26,0.8266666666666667,"{""complete_equivalent"": 3, ""conflicting_subtype_or_scope"": 20, ""manifestation_or_related"": 10, ""not_equivalent"": 22, ""partial_parent_or_component"": 66, ""uncertain"": 3}",1,0.006666666666666667,1,0.008064516129032258,24,0.16,24,0.1935483870967742,3,0.02,3,0.024193548387096774,66,0.44,66,0.532258064516129,69,0.46,69,0.5564516129032258,116,90,0.7733333333333333,0.7258064516129032,20,,0.1724137931034483,20,,0.2222222222222222
E12,graph_k10_pointwise,MCR,150,128,22,0.8533333333333334,"{""complete_equivalent"": 25, ""conflicting_subtype_or_scope"": 24, ""manifestation_or_related"": 23, ""not_equivalent"": 39, ""partial_parent_or_component"": 16, ""uncertain"": 1}",18,0.12,18,0.140625,25,0.16666666666666666,25,0.1953125,25,0.16666666666666666,25,0.1953125,16,0.10666666666666667,16,0.125,41,0.2733333333333333,41,0.3203125,88,66,0.5866666666666667,0.515625,16,,0.18181818181818182,16,,0.24242424242424243
E12,graph_k5_first,ALL,300,300,0,1.0,"{""complete_equivalent"": 29, ""conflicting_subtype_or_scope"": 64, ""manifestation_or_related"": 33, ""not_equivalent"": 85, ""partial_parent_or_component"": 88, ""uncertain"": 1}",21,0.07,21,0.07,57,0.19,57,0.19,29,0.09666666666666666,29,0.09666666666666666,88,0.29333333333333333,88,0.29333333333333333,117,0.39,117,0.39,168,168,0.56,0.56,38,,0.2261904761904762,38,,0.2261904761904762
E12,graph_k5_first,DA,150,150,0,1.0,"{""complete_equivalent"": 1, ""conflicting_subtype_or_scope"": 33, ""manifestation_or_related"": 11, ""not_equivalent"": 35, ""partial_parent_or_component"": 70}",0,0.0,0,0.0,30,0.2,30,0.2,1,0.006666666666666667,1,0.006666666666666667,70,0.4666666666666667,70,0.4666666666666667,71,0.47333333333333333,71,0.47333333333333333,92,92,0.6133333333333333,0.6133333333333333,18,,0.1956521739130435,18,,0.1956521739130435
E12,graph_k5_first,MCR,150,150,0,1.0,"{""complete_equivalent"": 28, ""conflicting_subtype_or_scope"": 31, ""manifestation_or_related"": 22, ""not_equivalent"": 50, ""partial_parent_or_component"": 18, ""uncertain"": 1}",21,0.14,21,0.14,27,0.18,27,0.18,28,0.18666666666666668,28,0.18666666666666668,18,0.12,18,0.12,46,0.30666666666666664,46,0.30666666666666664,76,76,0.5066666666666667,0.5066666666666667,20,,0.2631578947368421,20,,0.2631578947368421
E12,graph_k5_pairwise,ALL,300,258,42,0.86,"{""complete_equivalent"": 29, ""conflicting_subtype_or_scope"": 44, ""manifestation_or_related"": 27, ""not_equivalent"": 66, ""partial_parent_or_component"": 90, ""uncertain"": 2}",21,0.07,21,0.08139534883720931,54,0.18,54,0.20930232558139536,29,0.09666666666666666,29,0.1124031007751938,90,0.3,90,0.3488372093023256,119,0.39666666666666667,119,0.46124031007751937,199,157,0.6633333333333333,0.6085271317829457,41,,0.20603015075376885,41,,0.2611464968152866
E12,graph_k5_pairwise,DA,150,126,24,0.84,"{""complete_equivalent"": 2, ""conflicting_subtype_or_scope"": 24, ""manifestation_or_related"": 8, ""not_equivalent"": 20, ""partial_parent_or_component"": 71, ""uncertain"": 1}",0,0.0,0,0.0,26,0.17333333333333334,26,0.20634920634920634,2,0.013333333333333334,2,0.015873015873015872,71,0.47333333333333333,71,0.5634920634920635,73,0.4866666666666667,73,0.5793650793650794,115,91,0.7666666666666667,0.7222222222222222,21,,0.1826086956521739,21,,0.23076923076923078
E12,graph_k5_pairwise,MCR,150,132,18,0.88,"{""complete_equivalent"": 27, ""conflicting_subtype_or_scope"": 20, ""manifestation_or_related"": 19, ""not_equivalent"": 46, ""partial_parent_or_component"": 19, ""uncertain"": 1}",21,0.14,21,0.1590909090909091,28,0.18666666666666668,28,0.21212121212121213,27,0.18,27,0.20454545454545456,19,0.12666666666666668,19,0.14393939393939395,46,0.30666666666666664,46,0.3484848484848485,84,66,0.56,0.5,20,,0.23809523809523808,20,,0.30303030303030304
E12,graph_k5_pointwise,ALL,300,257,43,0.8566666666666667,"{""complete_equivalent"": 31, ""conflicting_subtype_or_scope"": 40, ""manifestation_or_related"": 36, ""not_equivalent"": 60, ""partial_parent_or_component"": 85, ""uncertain"": 5}",21,0.07,21,0.08171206225680934,53,0.17666666666666667,53,0.20622568093385213,31,0.10333333333333333,31,0.12062256809338522,85,0.2833333333333333,85,0.33073929961089493,116,0.38666666666666666,116,0.45136186770428016,198,155,0.66,0.603112840466926,43,,0.21717171717171718,43,,0.27741935483870966
E12,graph_k5_pointwise,DA,150,125,25,0.8333333333333334,"{""complete_equivalent"": 2, ""conflicting_subtype_or_scope"": 21, ""manifestation_or_related"": 11, ""not_equivalent"": 23, ""partial_parent_or_component"": 65, ""uncertain"": 3}",0,0.0,0,0.0,23,0.15333333333333332,23,0.184,2,0.013333333333333334,2,0.016,65,0.43333333333333335,65,0.52,67,0.44666666666666666,67,0.536,113,88,0.7533333333333333,0.704,23,,0.20353982300884957,23,,0.26136363636363635
E12,graph_k5_pointwise,MCR,150,132,18,0.88,"{""complete_equivalent"": 29, ""conflicting_subtype_or_scope"": 19, ""manifestation_or_related"": 25, ""not_equivalent"": 37, ""partial_parent_or_component"": 20, ""uncertain"": 2}",21,0.14,21,0.1590909090909091,30,0.2,30,0.22727272727272727,29,0.19333333333333333,29,0.2196969696969697,20,0.13333333333333333,20,0.15151515151515152,49,0.32666666666666666,49,0.3712121212121212,85,67,0.5666666666666667,0.5075757575757576,20,,0.23529411764705882,20,,0.29850746268656714
E12,raw_depth1_k10_pairwise,ALL,300,299,1,0.9966666666666667,"{""complete_equivalent"": 38, ""conflicting_subtype_or_scope"": 45, ""manifestation_or_related"": 30, ""not_equivalent"": 73, ""partial_parent_or_component"": 110, ""uncertain"": 3}",25,0.08333333333333333,25,0.08361204013377926,69,0.23,69,0.23076923076923078,38,0.12666666666666668,38,0.12709030100334448,110,0.36666666666666664,110,0.36789297658862874,148,0.49333333333333335,148,0.49498327759197325,179,178,0.5966666666666667,0.5953177257525084,49,,0.2737430167597765,49,,0.2752808988764045
E12,raw_depth1_k10_pairwise,DA,150,150,0,1.0,"{""complete_equivalent"": 3, ""conflicting_subtype_or_scope"": 23, ""manifestation_or_related"": 12, ""not_equivalent"": 27, ""partial_parent_or_component"": 85}",1,0.006666666666666667,1,0.006666666666666667,32,0.21333333333333335,32,0.21333333333333335,3,0.02,3,0.02,85,0.5666666666666667,85,0.5666666666666667,88,0.5866666666666667,88,0.5866666666666667,105,105,0.7,0.7,26,,0.24761904761904763,26,,0.24761904761904763
E12,raw_depth1_k10_pairwise,MCR,150,149,1,0.9933333333333333,"{""complete_equivalent"": 35, ""conflicting_subtype_or_scope"": 22, ""manifestation_or_related"": 18, ""not_equivalent"": 46, ""partial_parent_or_component"": 25, ""uncertain"": 3}",24,0.16,24,0.1610738255033557,37,0.24666666666666667,37,0.2483221476510067,35,0.23333333333333334,35,0.2348993288590604,25,0.16666666666666666,25,0.16778523489932887,60,0.4,60,0.40268456375838924,74,73,0.49333333333333335,0.4899328859060403,23,,0.3108108108108108,23,,0.3150684931506849
E12,raw_depth2_k10_pairwise,ALL,300,300,0,1.0,"{""complete_equivalent"": 39, ""conflicting_subtype_or_scope"": 54, ""manifestation_or_related"": 30, ""not_equivalent"": 62, ""partial_parent_or_component"": 109, ""uncertain"": 6}",25,0.08333333333333333,25,0.08333333333333333,69,0.23,69,0.23,39,0.13,39,0.13,109,0.36333333333333334,109,0.36333333333333334,148,0.49333333333333335,148,0.49333333333333335,172,172,0.5733333333333334,0.5733333333333334,47,,0.27325581395348836,47,,0.27325581395348836
E12,raw_depth2_k10_pairwise,DA,150,150,0,1.0,"{""complete_equivalent"": 3, ""conflicting_subtype_or_scope"": 28, ""manifestation_or_related"": 10, ""not_equivalent"": 21, ""partial_parent_or_component"": 86, ""uncertain"": 2}",1,0.006666666666666667,1,0.006666666666666667,34,0.22666666666666666,34,0.22666666666666666,3,0.02,3,0.02,86,0.5733333333333334,86,0.5733333333333334,89,0.5933333333333334,89,0.5933333333333334,100,100,0.6666666666666666,0.6666666666666666,23,,0.23,23,,0.23
E12,raw_depth2_k10_pairwise,MCR,150,150,0,1.0,"{""complete_equivalent"": 36, ""conflicting_subtype_or_scope"": 26, ""manifestation_or_related"": 20, ""not_equivalent"": 41, ""partial_parent_or_component"": 23, ""uncertain"": 4}",24,0.16,24,0.16,35,0.23333333333333334,35,0.23333333333333334,36,0.24,36,0.24,23,0.15333333333333332,23,0.15333333333333332,59,0.3933333333333333,59,0.3933333333333333,72,72,0.48,0.48,24,,0.3333333333333333,24,,0.3333333333333333
E12,raw_k10_first,ALL,300,300,0,1.0,"{""complete_equivalent"": 29, ""conflicting_subtype_or_scope"": 64, ""manifestation_or_related"": 33, ""not_equivalent"": 85, ""partial_parent_or_component"": 88, ""uncertain"": 1}",21,0.07,21,0.07,57,0.19,57,0.19,29,0.09666666666666666,29,0.09666666666666666,88,0.29333333333333333,88,0.29333333333333333,117,0.39,117,0.39,168,168,0.56,0.56,38,,0.2261904761904762,38,,0.2261904761904762
E12,raw_k10_first,DA,150,150,0,1.0,"{""complete_equivalent"": 1, ""conflicting_subtype_or_scope"": 33, ""manifestation_or_related"": 11, ""not_equivalent"": 35, ""partial_parent_or_component"": 70}",0,0.0,0,0.0,30,0.2,30,0.2,1,0.006666666666666667,1,0.006666666666666667,70,0.4666666666666667,70,0.4666666666666667,71,0.47333333333333333,71,0.47333333333333333,92,92,0.6133333333333333,0.6133333333333333,18,,0.1956521739130435,18,,0.1956521739130435
E12,raw_k10_first,MCR,150,150,0,1.0,"{""complete_equivalent"": 28, ""conflicting_subtype_or_scope"": 31, ""manifestation_or_related"": 22, ""not_equivalent"": 50, ""partial_parent_or_component"": 18, ""uncertain"": 1}",21,0.14,21,0.14,27,0.18,27,0.18,28,0.18666666666666668,28,0.18666666666666668,18,0.12,18,0.12,46,0.30666666666666664,46,0.30666666666666664,76,76,0.5066666666666667,0.5066666666666667,20,,0.2631578947368421,20,,0.2631578947368421
E12,raw_k10_pairwise,ALL,300,298,2,0.9933333333333333,"{""complete_equivalent"": 41, ""conflicting_subtype_or_scope"": 44, ""manifestation_or_related"": 28, ""not_equivalent"": 68, ""partial_parent_or_component"": 113, ""uncertain"": 4}",26,0.08666666666666667,26,0.087248322147651,71,0.23666666666666666,71,0.23825503355704697,41,0.13666666666666666,41,0.13758389261744966,113,0.37666666666666665,113,0.37919463087248323,154,0.5133333333333333,154,0.5167785234899329,180,178,0.6,0.5973154362416108,47,,0.2611111111111111,47,,0.2640449438202247
E12,raw_k10_pairwise,DA,150,149,1,0.9933333333333333,"{""complete_equivalent"": 3, ""conflicting_subtype_or_scope"": 22, ""manifestation_or_related"": 8, ""not_equivalent"": 26, ""partial_parent_or_component"": 90}",1,0.006666666666666667,1,0.006711409395973154,34,0.22666666666666666,34,0.22818791946308725,3,0.02,3,0.020134228187919462,90,0.6,90,0.6040268456375839,93,0.62,93,0.6241610738255033,106,105,0.7066666666666667,0.7046979865771812,24,,0.22641509433962265,24,,0.22857142857142856
E12,raw_k10_pairwise,MCR,150,149,1,0.9933333333333333,"{""complete_equivalent"": 38, ""conflicting_subtype_or_scope"": 22, ""manifestation_or_related"": 20, ""not_equivalent"": 42, ""partial_parent_or_component"": 23, ""uncertain"": 4}",25,0.16666666666666666,25,0.16778523489932887,37,0.24666666666666667,37,0.2483221476510067,38,0.25333333333333335,38,0.2550335570469799,23,0.15333333333333332,23,0.15436241610738255,61,0.4066666666666667,61,0.40939597315436244,74,73,0.49333333333333335,0.4899328859060403,23,,0.3108108108108108,23,,0.3150684931506849
E12,raw_k10_pointwise,ALL,300,298,2,0.9933333333333333,"{""complete_equivalent"": 39, ""conflicting_subtype_or_scope"": 54, ""manifestation_or_related"": 34, ""not_equivalent"": 66, ""partial_parent_or_component"": 103, ""uncertain"": 2}",25,0.08333333333333333,25,0.08389261744966443,70,0.23333333333333334,70,0.2348993288590604,39,0.13,39,0.13087248322147652,103,0.3433333333333333,103,0.34563758389261745,142,0.47333333333333333,142,0.47651006711409394,181,179,0.6033333333333334,0.6006711409395973,51,,0.281767955801105,51,,0.2849162011173184
E12,raw_k10_pointwise,DA,150,149,1,0.9933333333333333,"{""complete_equivalent"": 3, ""conflicting_subtype_or_scope"": 25, ""manifestation_or_related"": 10, ""not_equivalent"": 23, ""partial_parent_or_component"": 87, ""uncertain"": 1}",1,0.006666666666666667,1,0.006711409395973154,39,0.26,39,0.26174496644295303,3,0.02,3,0.020134228187919462,87,0.58,87,0.5838926174496645,90,0.6,90,0.6040268456375839,111,110,0.74,0.738255033557047,31,,0.27927927927927926,31,,0.2818181818181818
E12,raw_k10_pointwise,MCR,150,149,1,0.9933333333333333,"{""complete_equivalent"": 36, ""conflicting_subtype_or_scope"": 29, ""manifestation_or_related"": 24, ""not_equivalent"": 43, ""partial_parent_or_component"": 16, ""uncertain"": 1}",24,0.16,24,0.1610738255033557,31,0.20666666666666667,31,0.2080536912751678,36,0.24,36,0.24161073825503357,16,0.10666666666666667,16,0.10738255033557047,52,0.3466666666666667,52,0.348993288590604,70,69,0.4666666666666667,0.46308724832214765,20,,0.2857142857142857,20,,0.2898550724637681
E12,raw_k5_first,ALL,300,300,0,1.0,"{""complete_equivalent"": 29, ""conflicting_subtype_or_scope"": 64, ""manifestation_or_related"": 33, ""not_equivalent"": 85, ""partial_parent_or_component"": 88, ""uncertain"": 1}",21,0.07,21,0.07,57,0.19,57,0.19,29,0.09666666666666666,29,0.09666666666666666,88,0.29333333333333333,88,0.29333333333333333,117,0.39,117,0.39,168,168,0.56,0.56,38,,0.2261904761904762,38,,0.2261904761904762
E12,raw_k5_first,DA,150,150,0,1.0,"{""complete_equivalent"": 1, ""conflicting_subtype_or_scope"": 33, ""manifestation_or_related"": 11, ""not_equivalent"": 35, ""partial_parent_or_component"": 70}",0,0.0,0,0.0,30,0.2,30,0.2,1,0.006666666666666667,1,0.006666666666666667,70,0.4666666666666667,70,0.4666666666666667,71,0.47333333333333333,71,0.47333333333333333,92,92,0.6133333333333333,0.6133333333333333,18,,0.1956521739130435,18,,0.1956521739130435
E12,raw_k5_first,MCR,150,150,0,1.0,"{""complete_equivalent"": 28, ""conflicting_subtype_or_scope"": 31, ""manifestation_or_related"": 22, ""not_equivalent"": 50, ""partial_parent_or_component"": 18, ""uncertain"": 1}",21,0.14,21,0.14,27,0.18,27,0.18,28,0.18666666666666668,28,0.18666666666666668,18,0.12,18,0.12,46,0.30666666666666664,46,0.30666666666666664,76,76,0.5066666666666667,0.5066666666666667,20,,0.2631578947368421,20,,0.2631578947368421
E12,raw_k5_pairwise,ALL,300,300,0,1.0,"{""complete_equivalent"": 41, ""conflicting_subtype_or_scope"": 59, ""manifestation_or_related"": 28, ""not_equivalent"": 64, ""partial_parent_or_component"": 105, ""uncertain"": 3}",25,0.08333333333333333,25,0.08333333333333333,67,0.22333333333333333,67,0.22333333333333333,41,0.13666666666666666,41,0.13666666666666666,105,0.35,105,0.35,146,0.4866666666666667,146,0.4866666666666667,184,184,0.6133333333333333,0.6133333333333333,49,,0.266304347826087,49,,0.266304347826087
E12,raw_k5_pairwise,DA,150,150,0,1.0,"{""complete_equivalent"": 2, ""conflicting_subtype_or_scope"": 33, ""manifestation_or_related"": 7, ""not_equivalent"": 22, ""partial_parent_or_component"": 86}",0,0.0,0,0.0,31,0.20666666666666667,31,0.20666666666666667,2,0.013333333333333334,2,0.013333333333333334,86,0.5733333333333334,86,0.5733333333333334,88,0.5866666666666667,88,0.5866666666666667,110,110,0.7333333333333333,0.7333333333333333,27,,0.24545454545454545,27,,0.24545454545454545
E12,raw_k5_pairwise,MCR,150,150,0,1.0,"{""complete_equivalent"": 39, ""conflicting_subtype_or_scope"": 26, ""manifestation_or_related"": 21, ""not_equivalent"": 42, ""partial_parent_or_component"": 19, ""uncertain"": 3}",25,0.16666666666666666,25,0.16666666666666666,36,0.24,36,0.24,39,0.26,39,0.26,19,0.12666666666666668,19,0.12666666666666668,58,0.38666666666666666,58,0.38666666666666666,74,74,0.49333333333333335,0.49333333333333335,22,,0.2972972972972973,22,,0.2972972972972973
E12,raw_k5_pointwise,ALL,300,299,1,0.9966666666666667,"{""complete_equivalent"": 40, ""conflicting_subtype_or_scope"": 55, ""manifestation_or_related"": 33, ""not_equivalent"": 65, ""partial_parent_or_component"": 102, ""uncertain"": 4}",24,0.08,24,0.0802675585284281,60,0.2,60,0.20066889632107024,40,0.13333333333333333,40,0.13377926421404682,102,0.34,102,0.3411371237458194,142,0.47333333333333333,142,0.47491638795986624,181,180,0.6033333333333334,0.6020066889632107,47,,0.2596685082872928,47,,0.2611111111111111
E12,raw_k5_pointwise,DA,150,150,0,1.0,"{""complete_equivalent"": 3, ""conflicting_subtype_or_scope"": 28, ""manifestation_or_related"": 10, ""not_equivalent"": 25, ""partial_parent_or_component"": 83, ""uncertain"": 1}",0,0.0,0,0.0,27,0.18,27,0.18,3,0.02,3,0.02,83,0.5533333333333333,83,0.5533333333333333,86,0.5733333333333334,86,0.5733333333333334,103,103,0.6866666666666666,0.6866666666666666,26,,0.2524271844660194,26,,0.2524271844660194
E12,raw_k5_pointwise,MCR,150,149,1,0.9933333333333333,"{""complete_equivalent"": 37, ""conflicting_subtype_or_scope"": 27, ""manifestation_or_related"": 23, ""not_equivalent"": 40, ""partial_parent_or_component"": 19, ""uncertain"": 3}",24,0.16,24,0.1610738255033557,33,0.22,33,0.2214765100671141,37,0.24666666666666667,37,0.2483221476510067,19,0.12666666666666668,19,0.12751677852348994,56,0.37333333333333335,56,0.37583892617449666,78,77,0.52,0.5167785234899329,21,,0.2692307692307692,21,,0.2727272727272727
E12,s1_k10_first,ALL,300,300,0,1.0,"{""complete_equivalent"": 29, ""conflicting_subtype_or_scope"": 64, ""manifestation_or_related"": 33, ""not_equivalent"": 85, ""partial_parent_or_component"": 88, ""uncertain"": 1}",21,0.07,21,0.07,57,0.19,57,0.19,29,0.09666666666666666,29,0.09666666666666666,88,0.29333333333333333,88,0.29333333333333333,117,0.39,117,0.39,168,168,0.56,0.56,38,,0.2261904761904762,38,,0.2261904761904762
E12,s1_k10_first,DA,150,150,0,1.0,"{""complete_equivalent"": 1, ""conflicting_subtype_or_scope"": 33, ""manifestation_or_related"": 11, ""not_equivalent"": 35, ""partial_parent_or_component"": 70}",0,0.0,0,0.0,30,0.2,30,0.2,1,0.006666666666666667,1,0.006666666666666667,70,0.4666666666666667,70,0.4666666666666667,71,0.47333333333333333,71,0.47333333333333333,92,92,0.6133333333333333,0.6133333333333333,18,,0.1956521739130435,18,,0.1956521739130435
E12,s1_k10_first,MCR,150,150,0,1.0,"{""complete_equivalent"": 28, ""conflicting_subtype_or_scope"": 31, ""manifestation_or_related"": 22, ""not_equivalent"": 50, ""partial_parent_or_component"": 18, ""uncertain"": 1}",21,0.14,21,0.14,27,0.18,27,0.18,28,0.18666666666666668,28,0.18666666666666668,18,0.12,18,0.12,46,0.30666666666666664,46,0.30666666666666664,76,76,0.5066666666666667,0.5066666666666667,20,,0.2631578947368421,20,,0.2631578947368421
E12,s1_k10_pairwise,ALL,300,299,1,0.9966666666666667,"{""complete_equivalent"": 33, ""conflicting_subtype_or_scope"": 54, ""manifestation_or_related"": 34, ""not_equivalent"": 76, ""partial_parent_or_component"": 95, ""uncertain"": 7}",20,0.06666666666666667,20,0.06688963210702341,52,0.17333333333333334,52,0.17391304347826086,33,0.11,33,0.11036789297658862,95,0.31666666666666665,95,0.3177257525083612,128,0.4266666666666667,128,0.4280936454849498,177,176,0.59,0.5886287625418061,44,,0.24858757062146894,44,,0.25
E12,s1_k10_pairwise,DA,150,149,1,0.9933333333333333,"{""complete_equivalent"": 2, ""conflicting_subtype_or_scope"": 29, ""manifestation_or_related"": 15, ""not_equivalent"": 27, ""partial_parent_or_component"": 73, ""uncertain"": 3}",0,0.0,0,0.0,21,0.14,21,0.14093959731543623,2,0.013333333333333334,2,0.013422818791946308,73,0.4866666666666667,73,0.4899328859060403,75,0.5,75,0.5033557046979866,103,102,0.6866666666666666,0.6845637583892618,22,,0.21359223300970873,22,,0.21568627450980393
E12,s1_k10_pairwise,MCR,150,150,0,1.0,"{""complete_equivalent"": 31, ""conflicting_subtype_or_scope"": 25, ""manifestation_or_related"": 19, ""not_equivalent"": 49, ""partial_parent_or_component"": 22, ""uncertain"": 4}",20,0.13333333333333333,20,0.13333333333333333,31,0.20666666666666667,31,0.20666666666666667,31,0.20666666666666667,31,0.20666666666666667,22,0.14666666666666667,22,0.14666666666666667,53,0.35333333333333333,53,0.35333333333333333,74,74,0.49333333333333335,0.49333333333333335,22,,0.2972972972972973,22,,0.2972972972972973
E12,s1_k10_pointwise,ALL,300,299,1,0.9966666666666667,"{""complete_equivalent"": 28, ""conflicting_subtype_or_scope"": 55, ""manifestation_or_related"": 38, ""not_equivalent"": 78, ""partial_parent_or_component"": 96, ""uncertain"": 4}",17,0.056666666666666664,17,0.056856187290969896,46,0.15333333333333332,46,0.15384615384615385,28,0.09333333333333334,28,0.09364548494983277,96,0.32,96,0.3210702341137124,124,0.41333333333333333,124,0.41471571906354515,174,173,0.58,0.5785953177257525,38,,0.21839080459770116,38,,0.21965317919075145
E12,s1_k10_pointwise,DA,150,150,0,1.0,"{""complete_equivalent"": 1, ""conflicting_subtype_or_scope"": 30, ""manifestation_or_related"": 14, ""not_equivalent"": 27, ""partial_parent_or_component"": 76, ""uncertain"": 2}",0,0.0,0,0.0,23,0.15333333333333332,23,0.15333333333333332,1,0.006666666666666667,1,0.006666666666666667,76,0.5066666666666667,76,0.5066666666666667,77,0.5133333333333333,77,0.5133333333333333,104,104,0.6933333333333334,0.6933333333333334,21,,0.20192307692307693,21,,0.20192307692307693
E12,s1_k10_pointwise,MCR,150,149,1,0.9933333333333333,"{""complete_equivalent"": 27, ""conflicting_subtype_or_scope"": 25, ""manifestation_or_related"": 24, ""not_equivalent"": 51, ""partial_parent_or_component"": 20, ""uncertain"": 2}",17,0.11333333333333333,17,0.11409395973154363,23,0.15333333333333332,23,0.15436241610738255,27,0.18,27,0.18120805369127516,20,0.13333333333333333,20,0.1342281879194631,47,0.31333333333333335,47,0.31543624161073824,70,69,0.4666666666666667,0.46308724832214765,17,,0.24285714285714285,17,,0.2463768115942029
