experiment_id,left_arm,right_arm,label,multiplicity_family,scope,endpoint,n,both,left_only,right_only,neither,left_rate_ita,right_rate_ita,delta_right_minus_left,exact_mcnemar_p,paired_bootstrap_delta_ci95,gain_case_keys,loss_case_keys,holm_adjusted_p
E4,collapse_obligation_ledger,pairwise_tournament,pairwise_tournament_vs_collapse_obligation_ledger,primary,ALL,complete_or_compatible_partial,400,196,13,14,177,0.5225,0.525,0.0025,1.0,"[-0.0225, 0.0275]","[""DA_d2_heldout100/368"", ""DA_d2_heldout200b/629"", ""DA_d2_heldout200b/653"", ""DA_d2_heldout200b/736"", ""DA_d2_seq100/4"", ""DA_d2_seq100/57"", ""MCR_seq200b/312"", ""MCR_seq200b/402"", ""MCR_seq200b/479"", ""MCR_v1_seq100/45"", ""MCR_v1_seq100/6"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/162"", ""MCR_v2_seq100/174""]","[""DA_d2_heldout100/354"", ""DA_d2_heldout100/361"", ""DA_d2_heldout100/451"", ""DA_d2_heldout200b/666"", ""DA_d2_seq100/15"", ""DA_d2_seq100/164"", ""DA_d2_seq100/242"", ""DA_d2_seq100/76"", ""DA_d2_seq100/89"", ""MCR_seq200b/258"", ""MCR_seq200b/298"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/68""]",1.0
E4,e7_contrast,pairwise_tournament,pairwise_tournament_vs_e7_contrast,primary,ALL,complete_or_compatible_partial,400,193,14,17,176,0.5175,0.525,0.0075,0.720100131817162,"[-0.02, 0.035]","[""DA_d2_heldout200b/629"", ""DA_d2_heldout200b/735"", ""DA_d2_seq100/139"", ""DA_d2_seq100/21"", ""DA_d2_seq100/4"", ""MCR_seq200b/312"", ""MCR_seq200b/317"", ""MCR_seq200b/458"", ""MCR_seq200b/470"", ""MCR_seq200b/479"", ""MCR_v1_seq100/45"", ""MCR_v1_seq100/6"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/170"", ""MCR_v2_seq100/205"", ""MCR_v2_seq100/214"", ""MCR_v2_seq100/220""]","[""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/666"", ""DA_d2_heldout200b/719"", ""DA_d2_seq100/15"", ""DA_d2_seq100/225"", ""DA_d2_seq100/76"", ""MCR_seq200b/258"", ""MCR_seq200b/298"", ""MCR_seq200b/337"", ""MCR_seq200b/424"", ""MCR_v1_seq100/58"", ""MCR_v1_seq100/68"", ""MCR_v2_seq100/203"", ""MCR_v2_seq100/222""]",1.0
E4,evidence_count_control,pairwise_tournament,pairwise_tournament_vs_evidence_count_control,primary,ALL,complete_or_compatible_partial,400,126,27,84,163,0.3825,0.525,0.1425,5.46197809541596e-08,"[0.0925, 0.1925]","[""DA_d2_heldout100/254"", ""DA_d2_heldout100/257"", ""DA_d2_heldout100/276"", ""DA_d2_heldout100/281"", ""DA_d2_heldout100/289"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/334"", ""DA_d2_heldout100/350"", ""DA_d2_heldout100/365"", ""DA_d2_heldout100/372"", ""DA_d2_heldout100/375"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/486"", ""DA_d2_heldout200b/493"", ""DA_d2_heldout200b/500"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/577"", ""DA_d2_heldout200b/587"", ""DA_d2_heldout200b/602"", ""DA_d2_heldout200b/603"", ""DA_d2_heldout200b/629"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/650"", ""DA_d2_heldout200b/653"", ""DA_d2_heldout200b/679"", ""DA_d2_heldout200b/730"", ""DA_d2_heldout200b/735"", ""DA_d2_heldout200b/736"", ""DA_d2_heldout200b/745"", ""DA_d2_heldout200b/746"", ""DA_d2_seq100/111"", ""DA_d2_seq100/132"", ""DA_d2_seq100/174"", ""DA_d2_seq100/21"", ""DA_d2_seq100/219"", ""DA_d2_seq100/229"", ""DA_d2_seq100/243"", ""DA_d2_seq100/246"", ""DA_d2_seq100/28"", ""DA_d2_seq100/4"", ""DA_d2_seq100/57"", ""MCR_seq200b/252"", ""MCR_seq200b/263"", ""MCR_seq200b/294"", ""MCR_seq200b/301"", ""MCR_seq200b/309"", ""MCR_seq200b/312"", ""MCR_seq200b/313"", ""MCR_seq200b/317"", ""MCR_seq200b/326"", ""MCR_seq200b/345"", ""MCR_seq200b/402"", ""MCR_seq200b/412"", ""MCR_seq200b/418"", ""MCR_seq200b/420"", ""MCR_seq200b/430"", ""MCR_seq200b/454"", ""MCR_seq200b/458"", ""MCR_seq200b/469"", ""MCR_seq200b/470"", ""MCR_seq200b/479"", ""MCR_v1_seq100/104"", ""MCR_v1_seq100/126"", ""MCR_v1_seq100/16"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/45"", ""MCR_v1_seq100/6"", ""MCR_v1_seq100/69"", ""MCR_v1_seq100/73"", ""MCR_v2_seq100/144"", ""MCR_v2_seq100/156"", ""MCR_v2_seq100/162"", ""MCR_v2_seq100/169"", ""MCR_v2_seq100/170"", ""MCR_v2_seq100/172"", ""MCR_v2_seq100/178"", ""MCR_v2_seq100/186"", ""MCR_v2_seq100/187"", ""MCR_v2_seq100/205"", ""MCR_v2_seq100/214"", ""MCR_v2_seq100/230"", ""MCR_v2_seq100/241"", ""MCR_v2_seq100/244""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/361"", ""DA_d2_heldout100/452"", ""DA_d2_heldout200b/490"", ""DA_d2_heldout200b/530"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/604"", ""DA_d2_heldout200b/634"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/778"", ""DA_d2_seq100/164"", ""DA_d2_seq100/205"", ""DA_d2_seq100/225"", ""DA_d2_seq100/27"", ""DA_d2_seq100/76"", ""MCR_seq200b/258"", ""MCR_seq200b/387"", ""MCR_seq200b/406"", ""MCR_seq200b/409"", ""MCR_v1_seq100/11"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/20"", ""MCR_v1_seq100/58"", ""MCR_v1_seq100/81"", ""MCR_v1_seq100/84"", ""MCR_v2_seq100/152"", ""MCR_v2_seq100/203""]",5.46197809541596e-07
E4,forest_evidence_integrator,pairwise_tournament,pairwise_tournament_vs_forest_evidence_integrator,primary,ALL,complete_or_compatible_partial,400,196,12,14,178,0.52,0.525,0.005,0.8450189828872681,"[-0.02, 0.03]","[""DA_d2_heldout100/350"", ""DA_d2_heldout200b/629"", ""DA_d2_heldout200b/650"", ""DA_d2_heldout200b/652"", ""DA_d2_seq100/28"", ""DA_d2_seq100/4"", ""DA_d2_seq100/57"", ""MCR_seq200b/312"", ""MCR_seq200b/470"", ""MCR_seq200b/479"", ""MCR_v1_seq100/45"", ""MCR_v2_seq100/214"", ""MCR_v2_seq100/220"", ""MCR_v2_seq100/244""]","[""DA_d2_heldout100/273"", ""DA_d2_heldout100/451"", ""DA_d2_heldout200b/501"", ""DA_d2_heldout200b/666"", ""DA_d2_seq100/15"", ""DA_d2_seq100/225"", ""DA_d2_seq100/76"", ""MCR_seq200b/258"", ""MCR_seq200b/298"", ""MCR_seq200b/337"", ""MCR_seq200b/423"", ""MCR_v1_seq100/123""]",1.0
E4,e7_contrast,collapse_obligation_ledger,collapse_obligation_ledger_vs_e7_contrast,primary,ALL,legacy_chain,400,75,8,16,301,0.2075,0.2275,0.02,0.15158963203430176,"[-0.005, 0.045]","[""DA_d2_heldout100/254"", ""DA_d2_heldout100/261"", ""DA_d2_heldout100/281"", ""DA_d2_heldout200b/486"", ""DA_d2_heldout200b/660"", ""DA_d2_heldout200b/735"", ""DA_d2_seq100/242"", ""MCR_seq200b/260"", ""MCR_seq200b/317"", ""MCR_seq200b/383"", ""MCR_seq200b/458"", ""MCR_seq200b/470"", ""MCR_v1_seq100/123"", ""MCR_v2_seq100/170"", ""MCR_v2_seq100/205"", ""MCR_v2_seq100/220""]","[""DA_d2_heldout100/276"", ""DA_d2_heldout100/368"", ""DA_d2_heldout200b/500"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/653"", ""MCR_v2_seq100/162"", ""MCR_v2_seq100/174"", ""MCR_v2_seq100/211""]",0.606358528137207
E4,evidence_count_control,collapse_obligation_ledger,collapse_obligation_ledger_vs_evidence_count_control,primary,ALL,legacy_chain,400,38,30,53,279,0.17,0.2275,0.0575,0.015232201861994659,"[0.0125, 0.1025]","[""DA_d2_heldout100/254"", ""DA_d2_heldout100/281"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/334"", ""DA_d2_heldout100/415"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/486"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/568"", ""DA_d2_heldout200b/577"", ""DA_d2_heldout200b/603"", ""DA_d2_heldout200b/650"", ""DA_d2_heldout200b/660"", ""DA_d2_heldout200b/666"", ""DA_d2_heldout200b/679"", ""DA_d2_heldout200b/735"", ""DA_d2_heldout200b/766"", ""DA_d2_seq100/111"", ""DA_d2_seq100/140"", ""DA_d2_seq100/15"", ""DA_d2_seq100/229"", ""DA_d2_seq100/242"", ""DA_d2_seq100/87"", ""MCR_seq200b/252"", ""MCR_seq200b/260"", ""MCR_seq200b/263"", ""MCR_seq200b/294"", ""MCR_seq200b/313"", ""MCR_seq200b/317"", ""MCR_seq200b/326"", ""MCR_seq200b/336"", ""MCR_seq200b/412"", ""MCR_seq200b/418"", ""MCR_seq200b/454"", ""MCR_seq200b/458"", ""MCR_seq200b/469"", ""MCR_seq200b/470"", ""MCR_v1_seq100/104"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/126"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/69"", ""MCR_v2_seq100/139"", ""MCR_v2_seq100/144"", ""MCR_v2_seq100/156"", ""MCR_v2_seq100/169"", ""MCR_v2_seq100/170"", ""MCR_v2_seq100/172"", ""MCR_v2_seq100/178"", ""MCR_v2_seq100/186"", ""MCR_v2_seq100/187"", ""MCR_v2_seq100/205"", ""MCR_v2_seq100/208""]","[""DA_d2_heldout100/255"", ""DA_d2_heldout100/368"", ""DA_d2_heldout100/425"", ""DA_d2_heldout100/431"", ""DA_d2_heldout200b/490"", ""DA_d2_heldout200b/553"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/579"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/604"", ""DA_d2_heldout200b/615"", ""DA_d2_heldout200b/644"", ""DA_d2_seq100/150"", ""DA_d2_seq100/151"", ""DA_d2_seq100/156"", ""DA_d2_seq100/186"", ""DA_d2_seq100/194"", ""DA_d2_seq100/202"", ""DA_d2_seq100/237"", ""DA_d2_seq100/27"", ""DA_d2_seq100/40"", ""DA_d2_seq100/59"", ""DA_d2_seq100/76"", ""MCR_seq200b/340"", ""MCR_seq200b/344"", ""MCR_seq200b/387"", ""MCR_seq200b/406"", ""MCR_v1_seq100/11"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/152""]",0.10662541303396261
E4,forest_evidence_integrator,collapse_obligation_ledger,collapse_obligation_ledger_vs_forest_evidence_integrator,primary,ALL,legacy_chain,400,82,15,9,294,0.2425,0.2275,-0.015,0.30745625495910645,"[-0.04, 0.01]","[""DA_d2_heldout100/254"", ""DA_d2_heldout100/261"", ""DA_d2_heldout200b/486"", ""DA_d2_heldout200b/650"", ""DA_d2_heldout200b/660"", ""DA_d2_seq100/242"", ""MCR_seq200b/469"", ""MCR_seq200b/470"", ""MCR_v2_seq100/220""]","[""DA_d2_heldout100/273"", ""DA_d2_heldout100/314"", ""DA_d2_heldout100/368"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/500"", ""DA_d2_heldout200b/653"", ""DA_d2_heldout200b/738"", ""DA_d2_seq100/150"", ""DA_d2_seq100/202"", ""MCR_seq200b/285"", ""MCR_seq200b/345"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/162"", ""MCR_v2_seq100/174"", ""MCR_v2_seq100/211""]",0.9223687648773193
E4,evidence_count_control,e7_contrast,e7_contrast_vs_evidence_count_control,primary,ALL,legacy_chain,400,37,31,46,286,0.17,0.2075,0.0375,0.11001559898513336,"[-0.005, 0.08]","[""DA_d2_heldout100/276"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/334"", ""DA_d2_heldout100/415"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/500"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/568"", ""DA_d2_heldout200b/577"", ""DA_d2_heldout200b/603"", ""DA_d2_heldout200b/650"", ""DA_d2_heldout200b/653"", ""DA_d2_heldout200b/666"", ""DA_d2_heldout200b/679"", ""DA_d2_heldout200b/766"", ""DA_d2_seq100/111"", ""DA_d2_seq100/140"", ""DA_d2_seq100/15"", ""DA_d2_seq100/229"", ""DA_d2_seq100/87"", ""MCR_seq200b/252"", ""MCR_seq200b/263"", ""MCR_seq200b/294"", ""MCR_seq200b/313"", ""MCR_seq200b/326"", ""MCR_seq200b/336"", ""MCR_seq200b/412"", ""MCR_seq200b/418"", ""MCR_seq200b/454"", ""MCR_seq200b/469"", ""MCR_v1_seq100/104"", ""MCR_v1_seq100/126"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/69"", ""MCR_v2_seq100/139"", ""MCR_v2_seq100/144"", ""MCR_v2_seq100/156"", ""MCR_v2_seq100/162"", ""MCR_v2_seq100/169"", ""MCR_v2_seq100/172"", ""MCR_v2_seq100/174"", ""MCR_v2_seq100/178"", ""MCR_v2_seq100/186"", ""MCR_v2_seq100/187"", ""MCR_v2_seq100/208"", ""MCR_v2_seq100/211""]","[""DA_d2_heldout100/255"", ""DA_d2_heldout100/261"", ""DA_d2_heldout100/425"", ""DA_d2_heldout100/431"", ""DA_d2_heldout200b/490"", ""DA_d2_heldout200b/553"", ""DA_d2_heldout200b/579"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/604"", ""DA_d2_heldout200b/615"", ""DA_d2_heldout200b/644"", ""DA_d2_seq100/150"", ""DA_d2_seq100/151"", ""DA_d2_seq100/156"", ""DA_d2_seq100/186"", ""DA_d2_seq100/194"", ""DA_d2_seq100/202"", ""DA_d2_seq100/237"", ""DA_d2_seq100/27"", ""DA_d2_seq100/40"", ""DA_d2_seq100/59"", ""DA_d2_seq100/76"", ""MCR_seq200b/340"", ""MCR_seq200b/344"", ""MCR_seq200b/383"", ""MCR_seq200b/387"", ""MCR_seq200b/406"", ""MCR_v1_seq100/11"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/152"", ""MCR_v2_seq100/220""]",0.5500779949256668
E4,e7_contrast,forest_evidence_integrator,forest_evidence_integrator_vs_e7_contrast,primary,ALL,legacy_chain,400,79,4,18,299,0.2075,0.2425,0.035,0.004343509674072266,"[0.0125, 0.0575]","[""DA_d2_heldout100/273"", ""DA_d2_heldout100/281"", ""DA_d2_heldout100/314"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/735"", ""DA_d2_heldout200b/738"", ""DA_d2_seq100/150"", ""DA_d2_seq100/202"", ""MCR_seq200b/260"", ""MCR_seq200b/285"", ""MCR_seq200b/317"", ""MCR_seq200b/345"", ""MCR_seq200b/383"", ""MCR_seq200b/458"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/170"", ""MCR_v2_seq100/205""]","[""DA_d2_heldout100/276"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/650"", ""MCR_seq200b/469""]",0.034748077392578125
E4,evidence_count_control,forest_evidence_integrator,forest_evidence_integrator_vs_evidence_count_control,primary,ALL,legacy_chain,400,40,28,57,275,0.17,0.2425,0.0725,0.0021949089077805926,"[0.0275, 0.1175]","[""DA_d2_heldout100/273"", ""DA_d2_heldout100/281"", ""DA_d2_heldout100/314"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/334"", ""DA_d2_heldout100/415"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/500"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/568"", ""DA_d2_heldout200b/577"", ""DA_d2_heldout200b/603"", ""DA_d2_heldout200b/653"", ""DA_d2_heldout200b/666"", ""DA_d2_heldout200b/679"", ""DA_d2_heldout200b/735"", ""DA_d2_heldout200b/738"", ""DA_d2_heldout200b/766"", ""DA_d2_seq100/111"", ""DA_d2_seq100/140"", ""DA_d2_seq100/15"", ""DA_d2_seq100/229"", ""DA_d2_seq100/87"", ""MCR_seq200b/252"", ""MCR_seq200b/260"", ""MCR_seq200b/263"", ""MCR_seq200b/285"", ""MCR_seq200b/294"", ""MCR_seq200b/313"", ""MCR_seq200b/317"", ""MCR_seq200b/326"", ""MCR_seq200b/336"", ""MCR_seq200b/345"", ""MCR_seq200b/412"", ""MCR_seq200b/418"", ""MCR_seq200b/454"", ""MCR_seq200b/458"", ""MCR_v1_seq100/104"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/126"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/69"", ""MCR_v2_seq100/139"", ""MCR_v2_seq100/144"", ""MCR_v2_seq100/156"", ""MCR_v2_seq100/162"", ""MCR_v2_seq100/169"", ""MCR_v2_seq100/170"", ""MCR_v2_seq100/172"", ""MCR_v2_seq100/174"", ""MCR_v2_seq100/178"", ""MCR_v2_seq100/186"", ""MCR_v2_seq100/187"", ""MCR_v2_seq100/205"", ""MCR_v2_seq100/208"", ""MCR_v2_seq100/211""]","[""DA_d2_heldout100/255"", ""DA_d2_heldout100/261"", ""DA_d2_heldout100/425"", ""DA_d2_heldout100/431"", ""DA_d2_heldout200b/490"", ""DA_d2_heldout200b/553"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/579"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/604"", ""DA_d2_heldout200b/615"", ""DA_d2_heldout200b/644"", ""DA_d2_seq100/151"", ""DA_d2_seq100/156"", ""DA_d2_seq100/186"", ""DA_d2_seq100/194"", ""DA_d2_seq100/237"", ""DA_d2_seq100/27"", ""DA_d2_seq100/40"", ""DA_d2_seq100/59"", ""DA_d2_seq100/76"", ""MCR_seq200b/340"", ""MCR_seq200b/344"", ""MCR_seq200b/387"", ""MCR_seq200b/406"", ""MCR_v1_seq100/11"", ""MCR_v2_seq100/152"", ""MCR_v2_seq100/220""]",0.021949089077805926
E4,collapse_obligation_ledger,pairwise_tournament,pairwise_tournament_vs_collapse_obligation_ledger,primary,ALL,legacy_chain,400,80,11,15,294,0.2275,0.2375,0.01,0.557197093963623,"[-0.015, 0.035]","[""DA_d2_heldout100/276"", ""DA_d2_heldout100/314"", ""DA_d2_heldout100/368"", ""DA_d2_heldout200b/629"", ""DA_d2_heldout200b/653"", ""DA_d2_seq100/150"", ""DA_d2_seq100/202"", ""DA_d2_seq100/243"", ""DA_d2_seq100/4"", ""MCR_seq200b/479"", ""MCR_v1_seq100/45"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/162"", ""MCR_v2_seq100/174"", ""MCR_v2_seq100/211""]","[""DA_d2_heldout100/254"", ""DA_d2_heldout100/334"", ""DA_d2_heldout200b/486"", ""DA_d2_heldout200b/660"", ""DA_d2_heldout200b/666"", ""DA_d2_seq100/15"", ""DA_d2_seq100/242"", ""MCR_seq200b/260"", ""MCR_seq200b/469"", ""MCR_v1_seq100/123"", ""MCR_v2_seq100/170""]",1.0
E4,e7_contrast,pairwise_tournament,pairwise_tournament_vs_e7_contrast,primary,ALL,legacy_chain,400,77,6,18,299,0.2075,0.2375,0.03,0.022655844688415527,"[0.0075, 0.055]","[""DA_d2_heldout100/261"", ""DA_d2_heldout100/281"", ""DA_d2_heldout100/314"", ""DA_d2_heldout200b/629"", ""DA_d2_heldout200b/735"", ""DA_d2_seq100/150"", ""DA_d2_seq100/202"", ""DA_d2_seq100/243"", ""DA_d2_seq100/4"", ""MCR_seq200b/317"", ""MCR_seq200b/383"", ""MCR_seq200b/458"", ""MCR_seq200b/470"", ""MCR_seq200b/479"", ""MCR_v1_seq100/45"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/205"", ""MCR_v2_seq100/220""]","[""DA_d2_heldout100/334"", ""DA_d2_heldout200b/500"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/666"", ""DA_d2_seq100/15"", ""MCR_seq200b/469""]",0.13593506813049316
E4,evidence_count_control,pairwise_tournament,pairwise_tournament_vs_evidence_count_control,primary,ALL,legacy_chain,400,42,26,53,279,0.17,0.2375,0.0675,0.0031830106288350717,"[0.025, 0.11]","[""DA_d2_heldout100/276"", ""DA_d2_heldout100/281"", ""DA_d2_heldout100/314"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/415"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/568"", ""DA_d2_heldout200b/577"", ""DA_d2_heldout200b/603"", ""DA_d2_heldout200b/629"", ""DA_d2_heldout200b/650"", ""DA_d2_heldout200b/653"", ""DA_d2_heldout200b/679"", ""DA_d2_heldout200b/735"", ""DA_d2_heldout200b/766"", ""DA_d2_seq100/111"", ""DA_d2_seq100/140"", ""DA_d2_seq100/229"", ""DA_d2_seq100/243"", ""DA_d2_seq100/4"", ""DA_d2_seq100/87"", ""MCR_seq200b/252"", ""MCR_seq200b/263"", ""MCR_seq200b/294"", ""MCR_seq200b/313"", ""MCR_seq200b/317"", ""MCR_seq200b/326"", ""MCR_seq200b/336"", ""MCR_seq200b/412"", ""MCR_seq200b/418"", ""MCR_seq200b/454"", ""MCR_seq200b/458"", ""MCR_seq200b/470"", ""MCR_seq200b/479"", ""MCR_v1_seq100/104"", ""MCR_v1_seq100/126"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/45"", ""MCR_v1_seq100/69"", ""MCR_v2_seq100/139"", ""MCR_v2_seq100/144"", ""MCR_v2_seq100/156"", ""MCR_v2_seq100/162"", ""MCR_v2_seq100/169"", ""MCR_v2_seq100/172"", ""MCR_v2_seq100/174"", ""MCR_v2_seq100/178"", ""MCR_v2_seq100/186"", ""MCR_v2_seq100/187"", ""MCR_v2_seq100/205"", ""MCR_v2_seq100/208"", ""MCR_v2_seq100/211""]","[""DA_d2_heldout100/255"", ""DA_d2_heldout100/425"", ""DA_d2_heldout100/431"", ""DA_d2_heldout200b/490"", ""DA_d2_heldout200b/553"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/579"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/604"", ""DA_d2_heldout200b/615"", ""DA_d2_heldout200b/644"", ""DA_d2_seq100/151"", ""DA_d2_seq100/156"", ""DA_d2_seq100/186"", ""DA_d2_seq100/194"", ""DA_d2_seq100/237"", ""DA_d2_seq100/27"", ""DA_d2_seq100/40"", ""DA_d2_seq100/59"", ""DA_d2_seq100/76"", ""MCR_seq200b/340"", ""MCR_seq200b/344"", ""MCR_seq200b/387"", ""MCR_seq200b/406"", ""MCR_v1_seq100/11"", ""MCR_v2_seq100/152""]",0.028647095659515644
E4,forest_evidence_integrator,pairwise_tournament,pairwise_tournament_vs_forest_evidence_integrator,primary,ALL,legacy_chain,400,85,12,10,293,0.2425,0.2375,-0.005,0.8318119049072266,"[-0.0275, 0.0175]","[""DA_d2_heldout100/261"", ""DA_d2_heldout100/276"", ""DA_d2_heldout200b/629"", ""DA_d2_heldout200b/650"", ""DA_d2_seq100/243"", ""DA_d2_seq100/4"", ""MCR_seq200b/470"", ""MCR_seq200b/479"", ""MCR_v1_seq100/45"", ""MCR_v2_seq100/220""]","[""DA_d2_heldout100/273"", ""DA_d2_heldout100/334"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/500"", ""DA_d2_heldout200b/666"", ""DA_d2_heldout200b/738"", ""DA_d2_seq100/15"", ""MCR_seq200b/260"", ""MCR_seq200b/285"", ""MCR_seq200b/345"", ""MCR_v1_seq100/123"", ""MCR_v2_seq100/170""]",1.0
E4,e7_contrast,collapse_obligation_ledger,collapse_obligation_ledger_vs_e7_contrast,primary,ALL,safe_exact,400,30,3,7,360,0.0825,0.0925,0.01,0.34375,"[-0.005, 0.025]","[""MCR_seq200b/260"", ""MCR_seq200b/317"", ""MCR_seq200b/383"", ""MCR_seq200b/458"", ""MCR_seq200b/470"", ""MCR_v2_seq100/205"", ""MCR_v2_seq100/220""]","[""MCR_seq200b/424"", ""MCR_v2_seq100/174"", ""MCR_v2_seq100/211""]",1.0
E4,evidence_count_control,collapse_obligation_ledger,collapse_obligation_ledger_vs_evidence_count_control,primary,ALL,safe_exact,400,11,6,26,357,0.0425,0.0925,0.05,0.0005350527353584766,"[0.0225, 0.0775]","[""DA_d2_heldout100/334"", ""DA_d2_seq100/229"", ""DA_d2_seq100/87"", ""MCR_seq200b/252"", ""MCR_seq200b/260"", ""MCR_seq200b/263"", ""MCR_seq200b/309"", ""MCR_seq200b/317"", ""MCR_seq200b/326"", ""MCR_seq200b/336"", ""MCR_seq200b/374"", ""MCR_seq200b/407"", ""MCR_seq200b/412"", ""MCR_seq200b/458"", ""MCR_seq200b/470"", ""MCR_v1_seq100/104"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/69"", ""MCR_v2_seq100/144"", ""MCR_v2_seq100/156"", ""MCR_v2_seq100/172"", ""MCR_v2_seq100/173"", ""MCR_v2_seq100/178"", ""MCR_v2_seq100/187"", ""MCR_v2_seq100/205"", ""MCR_v2_seq100/208""]","[""DA_d2_heldout200b/490"", ""MCR_seq200b/344"", ""MCR_seq200b/387"", ""MCR_seq200b/406"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/152""]",0.004280421882867813
E4,forest_evidence_integrator,collapse_obligation_ledger,collapse_obligation_ledger_vs_forest_evidence_integrator,primary,ALL,safe_exact,400,35,6,2,357,0.1025,0.0925,-0.01,0.2890625,"[-0.025, 0.0025]","[""MCR_seq200b/470"", ""MCR_v2_seq100/220""]","[""MCR_seq200b/285"", ""MCR_seq200b/345"", ""MCR_seq200b/418"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/174"", ""MCR_v2_seq100/211""]",1.0
E4,evidence_count_control,e7_contrast,e7_contrast_vs_evidence_count_control,primary,ALL,safe_exact,400,9,8,24,359,0.0425,0.0825,0.04,0.0070003666914999485,"[0.0125, 0.0675]","[""DA_d2_heldout100/334"", ""DA_d2_seq100/229"", ""DA_d2_seq100/87"", ""MCR_seq200b/252"", ""MCR_seq200b/263"", ""MCR_seq200b/309"", ""MCR_seq200b/326"", ""MCR_seq200b/336"", ""MCR_seq200b/374"", ""MCR_seq200b/407"", ""MCR_seq200b/412"", ""MCR_seq200b/424"", ""MCR_v1_seq100/104"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/69"", ""MCR_v2_seq100/144"", ""MCR_v2_seq100/156"", ""MCR_v2_seq100/172"", ""MCR_v2_seq100/173"", ""MCR_v2_seq100/174"", ""MCR_v2_seq100/178"", ""MCR_v2_seq100/187"", ""MCR_v2_seq100/208"", ""MCR_v2_seq100/211""]","[""DA_d2_heldout200b/490"", ""MCR_seq200b/344"", ""MCR_seq200b/383"", ""MCR_seq200b/387"", ""MCR_seq200b/406"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/152"", ""MCR_v2_seq100/220""]",0.04900256684049964
E4,e7_contrast,forest_evidence_integrator,forest_evidence_integrator_vs_e7_contrast,primary,ALL,safe_exact,400,32,1,9,358,0.0825,0.1025,0.02,0.021484375,"[0.005, 0.035]","[""MCR_seq200b/260"", ""MCR_seq200b/285"", ""MCR_seq200b/317"", ""MCR_seq200b/345"", ""MCR_seq200b/383"", ""MCR_seq200b/418"", ""MCR_seq200b/458"", ""MCR_v1_seq100/60"", ""MCR_v2_seq100/205""]","[""MCR_seq200b/424""]",0.12890625
