dataset,slice,case_id,gold,layer,e7_fail_code,e7_locus,APHHM_fail_code,vig_chars,vig_words,vig_sents,vig_lab_hits,vig_diff_hits,vig_lab_dens,vig_diff_dens,vig_histo_dens,vig_imaging_dens,vig_course_dens,vig_histo_hits,vig_imaging_hits,gold_chars,gold_words,gold_has_eponym,gold_has_subtype,gold_has_paren,gold_comma_parts,n_options,gold_in_options,max_opt_gold_overlap,n_opts_near_gold,n_option_near_pairs,max_distractor_gold_jaccard,champion_option_echo,e7_s2_n,e7_s3_n,e7_s2_rank_gold,e7_s2_near_n,e7_s3_near_n,e7_champ_gold_jaccard,e7_mapper_rescue,e7_correct,B06_correct,B07_correct
mcr,mcr_v1,105,heat stroke,,ok,ok,aphhm_judge_miss,1537,221,20,6,2,2.7149321266968327,0.904977375565611,0.0,2.262443438914027,2.262443438914027,0,5,11,2,0,0,0,1,0,,,,0,0.0,,50.0,5.0,1.0,0.0,0.0,1.0,0,1,1,0
mcr,mcr_v1,106,neuroendocrine tumor,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,aphhm_tree_miss,1439,200,20,1,6,0.5,3.0,0.0,2.0,4.0,0,4,20,2,0,0,0,1,0,,,,0,0.0,,45.0,5.0,37.0,3.0,0.0,0.0,0,0,0,0
mcr,mcr_v1,107,adrenal hyperplasia,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,aphhm_prune,2005,276,20,9,0,3.260869565217391,0.0,0.0,2.898550724637681,1.8115942028985508,0,8,19,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,10.0,23.0,1.0,0.0,0,0,0,0
mcr,mcr_v1,109,Aspergillosis,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,aphhm_tree_miss,2778,389,29,7,3,1.7994858611825193,0.7712082262210797,0.5141388174807198,0.7712082262210797,0.5141388174807198,2,3,13,1,0,0,0,1,0,,,,0,0.0,,56.0,5.0,20.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v1,111,Giant cell tumor of bone,e7_win_recall,ok,ok,aphhm_prune,1491,225,19,0,3,0.0,1.3333333333333335,0.0,1.3333333333333333,2.6666666666666665,0,3,24,5,0,0,0,1,0,,,,0,0.0,,49.0,5.0,4.0,5.0,0.0,0.75,0,1,0,0
mcr,mcr_v1,112,Bath salt intoxication,,s2_miss,s2_miss,aphhm_tree_miss,2913,407,31,3,1,0.7371007371007371,0.2457002457002457,0.0,0.4914004914004914,1.2285012285012284,0,2,22,3,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,5.0,1.0,0.5,1,1,0,1
mcr,mcr_v1,113,jejunal adenocarcinoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,aphhm_tree_miss,1542,224,19,4,2,1.7857142857142856,0.8928571428571428,0.44642857142857145,1.7857142857142858,2.232142857142857,1,4,22,2,0,0,0,1,0,,,,0,0.0,,46.0,5.0,35.0,11.0,4.0,0.111,0,0,0,0
mcr,mcr_v1,114,Ependymoma,,s2_miss,s2_miss,aphhm_tree_miss,1626,269,19,0,4,0.0,1.486988847583643,0.0,0.0,1.486988847583643,0,0,10,1,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v1,116,systemic sclerosis sine scleroderma,base_win_rank,parent_vs_subtype,s3_hit_s4_miss,aphhm_ok,2209,315,22,2,2,0.6349206349206349,0.6349206349206349,0.0,0.31746031746031744,2.5396825396825395,0,1,35,4,0,1,0,1,0,,,,0,0.0,,51.0,5.0,1.0,3.0,1.0,0.4,0,0,1,0
mcr,mcr_v1,117,Antiphospholipid syndrome,,s2_miss,s2_miss,aphhm_tree_miss,2696,367,29,7,4,1.9073569482288828,1.08991825613079,0.2724795640326976,0.5449591280653951,2.4523160762942777,1,2,25,2,0,0,0,1,0,,,,0,0.0,,53.0,5.0,,8.0,0.0,1.0,0,1,1,1
mcr,mcr_v1,119,cystadenofibroma,,s2_miss,s2_miss,aphhm_tree_miss,1804,285,36,4,0,1.4035087719298245,0.0,0.0,0.7017543859649122,2.1052631578947367,0,2,16,1,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v1,121,Angioleiomyoma,,s2_miss,s2_miss,aphhm_prune,953,147,17,0,7,0.0,4.761904761904762,0.0,0.0,2.0408163265306123,0,0,14,1,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v1,122,Malignant peripheral nerve sheath tumour,,s2_miss,s2_miss,aphhm_tree_miss,1587,217,19,2,5,0.9216589861751152,2.3041474654377883,0.4608294930875576,0.4608294930875576,0.9216589861751152,1,1,40,5,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,4.0,2.0,0.667,1,1,1,1
mcr,mcr_v1,123,chronic osteomyelitis,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,aphhm_judge_miss,1136,167,20,3,0,1.7964071856287425,0.0,0.0,1.1976047904191616,4.191616766467066,0,2,21,2,0,0,0,1,0,,,,0,0.0,,46.0,5.0,2.0,2.0,1.0,0.0,0,0,0,0
mcr,mcr_v1,124,echovirus 11 infection,,s2_miss,s2_miss,aphhm_tree_miss,2403,335,34,9,0,2.6865671641791042,0.0,0.29850746268656714,1.492537313432836,1.1940298507462686,1,5,22,3,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v1,125,Cohen syndrome,,ok,ok,aphhm_ok,2261,304,27,0,0,0.0,0.0,0.0,0.0,1.3157894736842106,0,0,14,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,2.0,21.0,4.0,1.0,0,1,1,0
mcr,mcr_v1,126,Extranodal natural killer/T-cell lymphoma nasal type,base_win_rank,s2_gold_low_rank,s2_hit_s3_drop,aphhm_judge_miss,1714,231,19,4,2,1.7316017316017316,0.8658008658008658,0.4329004329004329,1.2987012987012987,1.2987012987012987,1,3,52,8,0,0,0,1,0,,,,0,0.0,,51.0,5.0,7.0,2.0,1.0,0.2,0,0,0,1
mcr,mcr_v1,128,Endosalpingiosis,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,aphhm_tree_miss,1725,246,22,2,1,0.8130081300813009,0.40650406504065045,0.0,1.2195121951219512,1.2195121951219512,0,3,16,1,0,0,0,1,0,,,,0,0.0,,45.0,5.0,41.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,129,biliary cystadenocarcinoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1795,251,23,3,3,1.1952191235059761,1.1952191235059761,0.0,1.593625498007968,0.398406374501992,0,4,26,2,0,0,0,1,0,,,,0,0.0,,43.0,5.0,12.0,2.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,130,Clinging carcinoma in situ,,s2_miss,s2_miss,na,2198,346,26,4,2,1.1560693641618496,0.5780346820809248,1.1560693641618498,0.5780346820809249,0.8670520231213873,4,2,26,4,0,0,0,1,0,,,,0,0.0,,55.0,5.0,,19.0,2.0,0.167,0,0,0,0
mcr,mcr_v2,131,Histiocytic necrotizing lymphadenitis,,rationale_overfit,s3_hit_s4_miss,na,1596,229,21,4,2,1.7467248908296942,0.8733624454148471,0.4366812227074236,0.4366812227074236,3.056768558951965,1,1,37,3,0,0,0,1,0,,,,0,0.0,,52.0,5.0,9.0,3.0,1.0,0.0,1,1,1,1
mcr,mcr_v2,132,Bowel-associated dermatosis-arthritis syndrome,,s2_miss,s2_miss,na,1470,200,22,4,2,2.0,1.0,1.0,0.0,3.0,2,0,46,5,0,0,0,1,0,,,,0,0.0,,46.0,5.0,,20.0,1.0,0.167,0,0,0,0
mcr,mcr_v2,133,ProstateStromalSarcoma,,s2_miss,s2_miss,na,1421,201,23,4,0,1.9900497512437811,0.0,0.9950248756218906,1.492537313432836,0.9950248756218906,2,3,22,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,1,1,1,1
mcr,mcr_v2,134,Malakoplakia,,s2_miss,s2_miss,na,1978,267,20,2,4,0.7490636704119851,1.4981273408239701,0.0,0.0,1.1235955056179776,0,0,12,1,0,0,0,1,0,,,,0,0.0,,54.0,5.0,,0.0,0.0,0.0,1,1,0,0
mcr,mcr_v2,135,Intraductal papilloma,,s2_gold_low_rank,s2_hit_s3_drop,na,1295,183,17,0,3,0.0,1.639344262295082,0.0,1.092896174863388,1.092896174863388,0,2,21,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,8.0,0.0,0.0,0.0,0,0,1,0
mcr,mcr_v2,136,glioblastoma multiforme,,s2_miss,s2_miss,na,2500,338,26,6,3,1.7751479289940828,0.8875739644970414,0.0,0.8875739644970414,2.9585798816568047,0,3,23,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,137,Solitary fibrous tumour,,s2_miss,s2_miss,na,1806,264,25,3,0,1.1363636363636365,0.0,0.7575757575757576,0.3787878787878788,1.1363636363636365,2,1,23,3,0,0,0,1,0,,,,0,0.0,,47.0,5.0,,3.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,138,appendiceal intussusception,all_miss_but_recalled,s3_why_ignored_gold,s2_hit_s3_drop,na,1952,271,21,4,6,1.4760147601476015,2.214022140221402,0.36900369003690037,0.7380073800738007,2.5830258302583027,1,2,27,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,4.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,139,type 2 autoimmune pancreatitis,base_win_rank,parent_vs_subtype,s3_hit_s4_miss,na,1770,266,26,5,0,1.8796992481203008,0.0,0.0,1.1278195488721805,4.135338345864661,0,3,30,4,0,1,0,1,0,,,,0,0.0,,52.0,5.0,5.0,9.0,3.0,0.2,0,0,1,1
mcr,mcr_v2,140,Gastric adenomyoma,,s2_miss,s2_miss,na,1110,162,20,3,0,1.8518518518518516,0.0,0.0,0.6172839506172839,2.4691358024691357,0,1,18,2,0,0,0,1,0,,,,0,0.0,,45.0,5.0,,20.0,2.0,0.333,0,0,0,0
mcr,mcr_v2,141,Rhegmatogenous retinal detachment with choroidal detachment,all_miss_but_recalled,s2_near_crowd_out,s2_hit_s3_drop,na,2016,297,21,3,3,1.0101010101010102,1.0101010101010102,0.0,0.6734006734006734,2.0202020202020203,0,2,59,6,0,1,0,1,0,,,,0,0.0,,52.0,5.0,3.0,11.0,1.0,0.0,0,0,0,0
mcr,mcr_v2,142,angiosarcoma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1377,210,19,3,5,1.4285714285714286,2.380952380952381,0.47619047619047616,0.9523809523809523,1.9047619047619047,1,2,12,1,0,0,0,1,0,,,,0,0.0,,45.0,5.0,12.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,143,ANCA-associated vasculitis,,s2_miss,s2_miss,na,1514,204,24,4,0,1.9607843137254901,0.0,0.0,0.9803921568627451,3.4313725490196076,0,2,26,3,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,5.0,0.0,0.0,0,0,1,0
mcr,mcr_v2,144,systemic lupus erythematosus,,ok,ok,na,2059,278,26,4,0,1.4388489208633095,0.0,0.0,0.7194244604316546,2.158273381294964,0,2,28,3,0,0,0,1,0,,,,0,0.0,,50.0,5.0,1.0,1.0,0.0,1.0,0,1,1,1
mcr,mcr_v2,145,right paraduodenal hernia,,s2_miss,s2_miss,na,1811,259,21,5,3,1.9305019305019304,1.1583011583011582,0.0,1.5444015444015444,2.3166023166023164,0,4,25,3,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,1.0,1.0,0.0,0,0,0,0
mcr,mcr_v2,146,Diffuse large B cell lymphoma,,s2_miss,s2_miss,na,2001,292,25,3,3,1.0273972602739725,1.0273972602739725,0.0,1.0273972602739727,1.7123287671232876,0,3,29,5,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,2.0,1.0,0.0,0,0,0,0
mcr,mcr_v2,147,angioleiomyoma,,s2_miss,s2_miss,na,1333,196,17,5,3,2.5510204081632653,1.530612244897959,0.0,2.0408163265306123,1.530612244897959,0,4,14,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,150,Intraosseous lipoma,,s2_miss,s2_miss,na,1446,212,18,2,3,0.9433962264150944,1.4150943396226416,0.0,0.0,1.4150943396226414,0,0,19,2,0,0,0,1,0,,,,0,0.0,,44.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,151,coccidioidomycosis,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,2301,325,25,8,4,2.4615384615384617,1.2307692307692308,0.9230769230769231,1.2307692307692308,2.1538461538461537,3,4,18,1,0,0,0,1,0,,,,0,0.0,,54.0,5.0,15.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,152,Squamous cell carcinoma,base_win_rank,near_synonym_prefer,s3_hit_s4_miss,na,1039,153,16,0,0,0.0,0.0,0.0,0.0,5.228758169934641,0,0,23,3,0,0,0,1,0,,,,0,0.0,,48.0,5.0,1.0,5.0,1.0,0.25,0,0,1,1
mcr,mcr_v2,153,Pheochromocytoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1890,254,27,4,4,1.574803149606299,1.574803149606299,0.7874015748031497,0.3937007874015748,2.3622047244094486,2,1,16,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,12.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,154,Decompression sickness,,ok,ok,na,1659,238,25,3,1,1.2605042016806722,0.42016806722689076,0.0,0.42016806722689076,0.8403361344537815,0,1,22,2,0,0,0,1,0,,,,0,0.0,,47.0,5.0,1.0,1.0,0.0,1.0,0,1,1,1
mcr,mcr_v2,156,Angiomyolipoma,all_miss_but_recalled,label_drift,s3_hit_s4_miss,na,1133,172,17,2,0,1.1627906976744187,0.0,0.0,0.5813953488372093,1.1627906976744187,0,1,14,1,0,0,0,1,0,,,,0,0.0,,44.0,5.0,2.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,159,endometrioid adenocarcinoma,,rationale_overfit,s3_hit_s4_miss,na,1990,271,21,6,3,2.214022140221402,1.107011070110701,1.4760147601476015,1.1070110701107012,1.1070110701107012,4,3,27,2,0,0,0,1,0,,,,0,0.0,,50.0,5.0,5.0,3.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,161,EccrinePorocarcinoma,,s2_miss,s2_miss,na,1630,254,20,1,7,0.39370078740157477,2.7559055118110236,0.0,0.3937007874015748,1.5748031496062993,0,1,20,1,0,0,0,1,0,,,,0,0.0,,43.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,162,Milker's nodules,,ok,ok,na,1291,201,17,0,3,0.0,1.4925373134328357,0.0,0.0,1.492537313432836,0,0,16,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,2.0,0.0,0.0,0.333,0,1,0,1
mcr,mcr_v2,163,Acute appendicitis,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1447,218,18,5,1,2.293577981651376,0.45871559633027525,0.0,1.834862385321101,3.2110091743119265,0,4,18,2,0,0,0,1,0,,,,0,0.0,,49.0,5.0,4.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,164,Primary squamous cell carcinoma of the liver,,s2_miss,s2_miss,na,2111,296,33,6,5,2.027027027027027,1.6891891891891893,0.0,1.6891891891891893,1.3513513513513513,0,5,44,7,0,0,0,1,0,,,,0,0.0,,47.0,5.0,,12.0,1.0,0.0,0,0,0,0
mcr,mcr_v2,165,Leiomyosarcoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1601,240,25,5,1,2.083333333333333,0.4166666666666667,0.8333333333333334,1.25,0.8333333333333334,2,3,14,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,9.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,166,Contrast-induced encephalopathy,base_win_recall,s2_miss,s2_miss,na,1748,255,17,2,1,0.7843137254901961,0.39215686274509803,0.0,0.7843137254901961,0.39215686274509803,0,2,31,3,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,5.0,3.0,0.2,0,0,1,1
mcr,mcr_v2,167,Myofibroma,,s2_miss,s2_miss,na,1192,176,18,1,0,0.5681818181818182,0.0,0.0,0.5681818181818182,2.840909090909091,0,1,10,1,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,168,Paraneoplastic encephalomyelitis,,s2_miss,s2_miss,na,2782,386,34,7,1,1.8134715025906734,0.2590673575129534,0.0,1.5544041450777202,2.33160621761658,0,6,32,2,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,2.0,1.0,0.25,0,0,0,0
mcr,mcr_v2,169,rheumatoid arthritis,,ok,ok,na,1852,273,27,4,0,1.465201465201465,0.0,0.0,0.7326007326007326,2.197802197802198,0,2,20,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,1.0,8.0,1.0,0.667,0,1,1,1
mcr,mcr_v2,170,T-cell lymphoblastic lymphoma,e7_win_rank,ok,ok,na,1611,229,23,8,2,3.4934497816593884,0.8733624454148471,0.0,0.8733624454148472,2.183406113537118,0,2,29,4,0,0,0,1,0,,,,0,0.0,,49.0,5.0,33.0,6.0,2.0,0.667,0,1,0,0
mcr,mcr_v2,171,mast cell leukaemia,,s2_miss,s2_miss,na,2054,276,25,5,3,1.8115942028985508,1.0869565217391304,0.0,0.7246376811594203,1.8115942028985508,0,2,19,3,0,0,0,1,0,,,,0,0.0,,42.0,5.0,,2.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,172,mucormycosis,,ok,ok,na,1544,212,18,1,0,0.4716981132075472,0.0,0.4716981132075472,0.0,1.8867924528301887,1,0,12,1,0,0,0,1,0,,,,0,0.0,,46.0,5.0,1.0,0.0,0.0,1.0,0,1,1,1
mcr,mcr_v2,173,Chronic subdural hematoma,e7_win_rank,ok,ok,na,1306,196,18,2,2,1.0204081632653061,1.0204081632653061,0.0,0.5102040816326531,3.061224489795918,0,1,25,3,0,0,0,1,0,,,,0,0.0,,48.0,5.0,1.0,2.0,0.0,1.0,0,1,0,0
mcr,mcr_v2,174,autoimmune gastritis,base_win_rank,rationale_overfit,s3_hit_s4_miss,na,1675,227,24,2,0,0.881057268722467,0.0,0.44052863436123346,0.44052863436123346,0.44052863436123346,1,1,20,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,1.0,9.0,2.0,0.0,0,0,1,1
mcr,mcr_v2,175,Fibrous dysplasia,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,2265,330,24,1,3,0.30303030303030304,0.9090909090909091,0.0,0.6060606060606061,0.9090909090909091,0,2,17,2,0,0,0,1,0,,,,0,0.0,,45.0,5.0,2.0,3.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,177,Niemann-Pick disease type B,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1536,218,18,3,2,1.3761467889908259,0.9174311926605505,0.0,0.9174311926605505,0.9174311926605505,0,2,27,5,1,0,0,1,0,,,,0,0.0,,49.0,5.0,42.0,6.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,178,Malingering,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,2024,266,21,0,0,0.0,0.0,0.0,0.0,1.8796992481203008,0,0,11,1,0,0,0,1,0,,,,0,0.0,,51.0,5.0,17.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,179,hypoxia-induced thrombocytopenia,,s2_miss,s2_miss,na,2083,299,35,1,1,0.33444816053511706,0.33444816053511706,0.0,0.0,3.0100334448160537,0,0,32,3,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,16.0,2.0,0.143,0,0,0,0
mcr,mcr_v2,182,Plasmacytoma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1360,189,18,4,4,2.1164021164021163,2.1164021164021163,0.5291005291005291,2.6455026455026456,1.5873015873015872,1,5,12,1,0,0,0,1,0,,,,0,0.0,,44.0,5.0,3.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,183,atypical femoral neck fracture,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1518,228,24,1,2,0.43859649122807015,0.8771929824561403,0.0,0.43859649122807015,1.7543859649122806,0,1,30,4,0,0,0,1,0,,,,0,0.0,,50.0,5.0,9.0,11.0,5.0,0.75,0,0,0,0
mcr,mcr_v2,184,Psoriasiform drug eruption,,s2_miss,s2_miss,na,1198,165,15,0,0,0.0,0.0,0.0,0.0,1.8181818181818181,0,0,26,3,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,2.0,1.0,0.75,1,1,1,1
mcr,mcr_v2,186,pyogenic spondylodiscitis,,ok,ok,na,1609,216,25,3,1,1.3888888888888888,0.4629629629629629,0.0,0.9259259259259259,2.314814814814815,0,2,25,2,0,0,0,1,0,,,,0,0.0,,49.0,5.0,1.0,1.0,1.0,0.5,0,1,1,1
mcr,mcr_v2,187,Schwannoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,628,94,13,0,0,0.0,0.0,0.0,1.0638297872340425,3.1914893617021276,0,1,10,1,0,0,0,1,0,,,,0,0.0,,45.0,5.0,6.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,188,Liposarcoma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1266,193,15,4,5,2.072538860103627,2.5906735751295336,0.0,2.0725388601036268,2.5906735751295336,0,4,11,1,0,0,0,1,0,,,,0,0.0,,43.0,5.0,2.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,189,cherubism,,ok,ok,na,1368,187,15,0,7,0.0,3.7433155080213902,0.0,0.0,1.6042780748663101,0,0,9,1,0,0,0,1,0,,,,0,0.0,,41.0,5.0,1.0,0.0,0.0,1.0,0,1,1,1
mcr,mcr_v2,190,Primary signet-ring cell carcinoma of the bladder,all_miss_but_recalled,parent_vs_subtype,s3_hit_s4_miss,na,1726,248,26,2,2,0.8064516129032258,0.8064516129032258,0.0,0.0,2.0161290322580645,0,0,49,8,0,0,0,1,0,,,,0,0.0,,49.0,5.0,2.0,45.0,4.0,0.25,0,0,0,0
mcr,mcr_v2,192,Neurosyphilis,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,2471,363,35,6,0,1.6528925619834711,0.0,0.0,1.3774104683195592,1.6528925619834711,0,5,13,1,0,0,0,1,0,,,,0,0.0,,47.0,5.0,11.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,194,Mycosis fungoides,,ok,ok,na,1363,196,17,0,1,0.0,0.5102040816326531,0.0,0.0,2.5510204081632653,0,0,17,2,0,0,0,1,0,,,,0,0.0,,44.0,5.0,1.0,0.0,0.0,1.0,0,1,1,1
mcr,mcr_v2,196,vertebral hemangioma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1776,261,18,6,2,2.2988505747126435,0.7662835249042145,0.0,2.2988505747126435,3.0651340996168583,0,6,20,2,0,0,0,1,0,,,,0,0.0,,46.0,5.0,11.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,197,Pseudoseptic arthritis,base_win_rank,rationale_overfit,s3_hit_s4_miss,na,1378,203,17,5,1,2.4630541871921183,0.49261083743842365,0.9852216748768473,0.0,1.9704433497536946,2,0,22,2,0,0,0,1,0,,,,0,0.0,,50.0,5.0,1.0,14.0,1.0,0.0,0,0,1,0
mcr,mcr_v2,198,Rosette-forming glioneuronal tumor,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1246,167,15,2,0,1.1976047904191618,0.0,0.0,1.1976047904191616,2.395209580838323,0,2,34,4,0,0,0,1,0,,,,0,0.0,,48.0,5.0,30.0,9.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,199,bismuth encephalopathy,,s2_miss,s2_miss,na,1880,256,28,6,0,2.34375,0.0,0.0,0.78125,2.34375,0,2,22,2,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,4.0,1.0,0.0,0,0,0,0
mcr,mcr_v2,200,Angiomyofibroblastoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1537,229,22,2,3,0.8733624454148471,1.3100436681222707,0.0,0.8733624454148472,2.6200873362445414,0,2,21,1,0,0,0,1,0,,,,0,0.0,,48.0,5.0,44.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,201,NeuromyelitisOptica,,s2_miss,s2_miss,na,1634,226,19,4,3,1.7699115044247788,1.3274336283185841,0.0,0.8849557522123894,1.3274336283185841,0,2,19,1,0,0,0,1,0,,,,0,0.0,,45.0,5.0,,0.0,0.0,0.0,1,1,1,1
mcr,mcr_v2,202,Mantle cell lymphoma,,s2_miss,s2_miss,na,1038,162,21,0,1,0.0,0.6172839506172839,0.0,0.0,3.7037037037037037,0,0,20,3,0,0,0,1,0,,,,0,0.0,,54.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,203,Epitheloid leiomyoma,,s2_miss,s2_miss,na,1085,172,17,0,0,0.0,0.0,0.0,0.0,2.3255813953488373,0,0,20,2,0,0,0,1,0,,,,0,0.0,,47.0,5.0,,1.0,1.0,0.0,0,0,0,0
mcr,mcr_v2,204,genital tuberculosis,,s2_miss,s2_miss,na,1768,261,23,4,1,1.532567049808429,0.38314176245210724,0.0,1.1494252873563218,1.5325670498084292,0,3,20,2,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,1.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,205,Cysticercosis,base_win_recall,s2_miss,s2_miss,na,1565,223,21,1,7,0.4484304932735426,3.1390134529147984,0.0,0.0,0.8968609865470852,0,0,13,1,0,0,0,1,0,,,,0,0.0,,52.0,5.0,,0.0,0.0,0.0,0,0,1,1
mcr,mcr_v2,206,sparganosis,,s2_miss,s2_miss,na,1179,192,25,0,1,0.0,0.5208333333333333,0.0,1.0416666666666667,2.6041666666666665,0,2,11,1,0,0,0,1,0,,,,0,0.0,,53.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,207,renal cell carcinoma,,s2_miss,s2_miss,na,2535,366,29,4,4,1.092896174863388,1.092896174863388,0.0,0.273224043715847,3.0054644808743167,0,1,20,3,0,0,0,1,0,,,,0,0.0,,53.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,208,Takotsubo syndrome,,s2_miss,s2_miss,na,2339,318,24,0,2,0.0,0.628930817610063,0.0,0.0,1.2578616352201257,0,0,18,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,,10.0,2.0,0.333,1,1,1,1
mcr,mcr_v2,209,melanoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,2200,312,30,10,4,3.205128205128205,1.282051282051282,0.6410256410256411,2.5641025641025643,0.9615384615384616,2,8,8,1,0,0,0,1,0,,,,0,0.0,,46.0,5.0,6.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,210,Periapical actinomycosis,,s2_miss,s2_miss,na,1563,221,20,1,5,0.4524886877828055,2.262443438914027,0.0,0.9049773755656109,0.9049773755656109,0,2,24,2,0,0,0,1,0,,,,0,0.0,,43.0,5.0,,1.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,211,Ewing sarcoma,base_win_rank,near_synonym_prefer,s3_hit_s4_miss,na,1406,201,17,1,1,0.4975124378109453,0.4975124378109453,0.4975124378109453,0.4975124378109453,1.492537313432836,1,1,13,2,0,0,0,1,0,,,,0,0.0,,49.0,5.0,5.0,11.0,1.0,0.25,0,0,1,1
