arm,replicate,case_id,tree_hash,status,coverage,l1_parent_coverage,gold_l2_coverage,clean_parent_coverage,gold_hint_recall,b_mapping_recall,b_mapping_recall_conditional,generator_retention,gap_gain,duplicate_rate,leaf_burden,llm_calls,generation_llm_calls,generation_model_calls,generation_cache_hits,retrieval_calls,mapping_calls,downstream_llm_calls,oracle_capability_llm_calls,production_e2e_llm_calls,oracle_top1,oracle_top2,oracle_rr,oracle_parent_f4_local_top1,oracle_parent_f4_local_top2,oracle_parent_f4_local_rr,actual_top1,actual_top2,actual_rr,gold_generated,mapping_recall,oracle_capability_model_calls,production_e2e_model_calls,gap_attempted,l1_route,l1_route_top2,l1_gold_parent_rank,local_top1,local_champion,error_attribution
B,2,mxh045,4de8d32a560c34eb95a1ff56aa19b47f62b22b20aa68d75b22f298410607d317,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.5172413793103449,5.8,16,16,0,16,0,1,19,12,7,False,False,0.25,False,False,0.25,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
B,2,mxh046,1dc210518aa70b352438ec56703a02b343bb8d2ea790923d0480ddf914767b5b,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.5652173913043478,5.75,13,13,0,13,0,1,21,16,5,False,True,0.5,False,True,0.5,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
B,2,mxh055,97619c2c6a8f053b9307cc9e1f66af22f44f3a6e2fd19cb9e82901091b98fa25,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.2777777777777778,3.6,13,13,0,13,0,1,14,8,6,True,True,1.0,True,True,1.0,False,False,0.3333333333333333,True,True,0,0,True,True,True,1,True,True,intergroup
B,2,mxh068,4dfd2fbc5178f5764ce452729acefcfd509304ba3bb3465c44fd9adf5dd8a6b8,absent,1.0,1.0,False,1.0,,,,,False,0.41379310344827586,5.8,15,15,0,15,0,1,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,True,False,False,,False,False,gold_absent
B,2,mxh075,a0659a157580d17cd46567bedf533871a43a74204b1de5ca7db4cc3bdae34aa3,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.037037037037037035,5.4,16,16,0,16,0,1,9,3,6,True,True,1.0,True,True,1.0,False,False,0.3333333333333333,True,True,0,0,True,False,True,2,True,True,l1_prior_disadvantage
B,3,mb11_pancoast,f2a00f145f5da449458e9c0b09a450ebb72fd70ed1cb218992ffaa1ebbf392b4,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.0,4.75,13,13,0,13,0,1,9,4,5,True,True,1.0,True,True,1.0,False,True,0.5,True,True,0,0,True,False,True,2,True,True,l1_prior_disadvantage
B,3,mb34_leukemoid,99c1b495c3bf78075cca7098b0d9476f567ee9186cdea9d8ff0273e96dc4eeaf,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.17647058823529413,2.8333333333333335,17,17,0,17,0,1,11,3,8,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
B,3,mb55_glucagonoma,90b435c8bb9332a0a9ed05a27198f97b965e9ca038137198efac1ec5c32c6794,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.17647058823529413,3.4,15,15,0,15,0,1,14,8,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,False,True,2,True,True,success
B,3,mb57_kartagener,3874e6a45dc272db384172bc3fbc7a2b8b07bc7aaf84f8f689792721e9f031bf,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,True,0.2222222222222222,5.4,16,16,0,16,0,1,13,7,6,False,True,0.5,False,True,0.5,False,True,0.5,True,True,0,0,True,True,True,1,True,True,intergroup
B,3,mb65_cml,1c984d3a867d0501682a9194a7348cb5a274312f4e3d6a78089dcb00dfdca363,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.3157894736842105,3.8,15,15,0,15,0,1,11,4,7,True,True,1.0,True,True,1.0,False,False,0.25,True,True,0,0,True,False,False,3,True,True,l1_prior_disadvantage
B,3,mb66_peliosis,02c705d010ac8b68de56688f412b6b5766a9f62737c79dad6ada36432b20d0a3,absent,1.0,1.0,False,1.0,,,,,False,0.55,4.0,14,14,0,14,0,1,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,True,False,False,,False,False,gold_absent
B,3,mb77_hyperpara,dda3189f705f3b623a98ee2339b8be4d0475fd9a908f3cce966950316e0c94bf,absent,1.0,1.0,False,1.0,,,,,False,0.32142857142857145,5.6,15,15,0,15,0,1,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,True,False,False,,False,False,gold_absent
B,3,mb82_adhesions,02fef0396d84e41638491c4a1c612ad0457670a8df398cda382e0a0ef19c1c1b,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.2916666666666667,4.8,16,16,0,16,0,1,9,3,6,False,True,0.5,False,True,0.5,False,False,0.0,True,True,0,0,True,False,True,2,False,False,l1_prior_disadvantage
B,3,mb83_foreignbody,aec42d867512040d83817707629b3f86c714ee31e1d2964b5d4b4a651cf5ecd8,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.0625,4.0,13,13,0,13,0,1,10,5,5,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,False,True,2,True,True,success
B,3,mxh011,a9f7bb27317797e66d8a60cb7e04e8ca678c574bf276435514c3d66b741b096b,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.76,5.0,15,15,0,15,0,1,25,19,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
B,3,mxh014,5b808d3ba6d3dbc11bf5c9ce58fab653148f9e797be276d9b9b5b459dc12ae71,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.5,5.2,16,16,0,16,0,1,21,15,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
B,3,mxh036,7b43dd83b49118ff0722f067b89d396f1011f03cf7d7ac11b008bcd04dd0b801,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.631578947368421,3.8,14,14,0,14,0,1,17,11,6,True,True,1.0,True,True,1.0,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
B,3,mxh045,5d8c8fe05acd6a18ef0223ea53f0c76a6e52e7fc11c5b904846efdf1e68facaa,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.5172413793103449,5.8,16,16,0,16,0,1,24,18,6,False,False,0.3333333333333333,False,False,0.3333333333333333,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
B,3,mxh046,27275832bbd8dfa93b1dd1d7652a8314e31b7bce18e246951af149b84e1ac4dd,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.5652173913043478,5.75,13,13,0,13,0,1,22,17,5,False,True,0.5,False,True,0.5,False,False,0.0,True,True,0,0,True,True,True,1,True,True,intergroup
B,3,mxh055,8559d71d1a0d2327d15549cd20347b3f3808c5f3ef97af676d264877d6d67ce5,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.15,4.0,13,13,0,13,0,1,11,5,6,True,True,1.0,True,True,1.0,False,False,0.3333333333333333,True,True,0,0,True,True,True,1,True,True,intergroup
B,3,mxh068,00f07607b482c33e259969b474aa7d41a1389befaad913706228e495eeccff5e,unique,1.0,1.0,True,1.0,,,,,False,0.35714285714285715,5.6,15,15,0,15,0,1,9,3,6,False,False,0.3333333333333333,False,False,0.3333333333333333,False,False,0.0,True,,0,0,True,False,False,4,False,False,l1_prior_disadvantage
B,3,mxh075,f755122091f9d957df80c8abbf0dea0a6f8f5d36850e9a5a98775ff9d6c9d0e3,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.23529411764705882,3.4,16,16,0,16,0,1,10,4,6,True,True,1.0,True,True,1.0,False,False,0.25,True,True,0,0,True,False,False,3,True,True,l1_prior_disadvantage
C,1,mb11_pancoast,1f1548f1523db528b40ccb4a8c28a90360ed97c642562a1edce3c99e76684029,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,4,4,0,4,0,0,9,4,5,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,False,True,2,True,True,success
C,1,mb34_leukemoid,e6b28297b42f6951de5631d106d062ba2deefb8c30e7f725eb889f3211f4fdc4,absent,1.0,1.0,False,1.0,,,,,False,0.041666666666666664,4.0,6,6,0,6,0,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,False,False,False,,False,False,gold_absent
C,1,mb55_glucagonoma,2cc2ef5124fe60684a8cd28f4e2f4ed885ea847bf8b6a47019627621da108f88,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,10,4,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,False,True,2,True,True,success
C,1,mb57_kartagener,6ce939d5e0e0391e231df2a44e14d43b636249dd5272c3ad89753b21a4d3224d,duplicated_across_l1,1.0,1.0,True,1.0,,,,,False,0.2,4.0,5,5,0,5,0,0,18,12,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,True,True,1,True,True,success
C,1,mb65_cml,316fc6b7342a93b2208b8d46093d9cbeede7e739ba0c24be0bdf596becee8b45,duplicated_across_l1,1.0,1.0,True,1.0,,,,,False,0.21052631578947367,3.8,5,5,0,5,0,0,19,13,6,True,True,1.0,True,True,1.0,False,False,0.25,True,,0,0,False,True,True,1,True,True,intergroup
C,1,mb66_peliosis,fb65d1c51f91ec728a546776a13bee8792f97947f629ee36d2cea10d418c41d5,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,3,3,0,True,True,1.0,True,True,1.0,False,False,0.0,True,,0,0,False,False,False,5,True,True,l1_prior_disadvantage
C,1,mb77_hyperpara,499af00e085d0c6feaac7c6400d4424f19f2e0bae13202a626c6453265ce5094,unique,1.0,1.0,True,1.0,,,,,False,0.05,4.0,5,5,0,5,0,0,10,4,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,False,True,2,True,True,success
C,1,mb82_adhesions,2eacc1c39bb6a6d996f688bcdac0a9fe40bc310082910ac00549203261a6ccbe,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,11,5,6,True,True,1.0,True,True,1.0,False,False,0.0,True,,0,0,False,False,False,3,False,False,l1_prior_disadvantage
C,1,mb83_foreignbody,ef33efa9080b2097374d5b5ec443522417b20c270652134ec3598800406b9049,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,4,4,0,4,0,0,10,4,6,True,True,1.0,True,True,1.0,False,True,0.5,True,,0,0,False,False,True,2,True,True,l1_prior_disadvantage
C,1,mxh011,a4bebf32ed4dd20db949ac2f9b02f60b7b2c3b70e62e960a9cb9efef59fac108,duplicated_across_l1,1.0,1.0,True,1.0,,,,,False,0.05,4.0,5,5,0,5,0,0,17,11,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,True,True,1,True,True,success
C,1,mxh014,a6b44a9500c7cd2f6a9fbe1eecaa2cbc9408f56364450f13e96e8ea7dcb26481,absent,1.0,1.0,False,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,False,False,False,,False,False,gold_absent
C,1,mxh036,c8d53df17db6383f0532d0727978ce50b4b728904fd7fe1d0471ffdcf9d9f554,unique,1.0,1.0,True,1.0,,,,,False,0.05263157894736842,3.8,5,5,0,5,0,0,12,6,6,True,True,1.0,True,True,1.0,False,True,0.5,True,,0,0,False,True,True,1,True,True,intergroup
C,1,mxh045,e17ae23f9ff6e365cfddb8985f151b0c9f4754142647fa7503f1165abe9aee28,absent,1.0,1.0,False,1.0,,,,,False,0.0,3.6,5,5,0,5,0,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,False,False,False,,False,False,gold_absent
C,1,mxh046,a0c4c423fc2cb763928435540c0d551155263819ec91e376e4c2df5da6aedc40,duplicated_across_l1,1.0,1.0,True,1.0,,,,,False,0.0,3.25,4,4,0,4,0,0,12,7,5,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,True,True,1,True,True,success
C,1,mxh055,d860837b201be5facaa0c3c9f5abb3a8c28b0c3c6a5c4de614a8ea856009ceed,unique,1.0,1.0,True,1.0,,,,,False,0.0625,3.2,5,5,0,5,0,0,11,5,6,True,True,1.0,True,True,1.0,False,True,0.5,True,,0,0,False,True,True,1,True,True,intergroup
C,1,mxh068,6be6f27ff006e6c74f7771e2641568a1765b8422bd111f681fc64bbd7f560dc2,absent,1.0,1.0,False,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,False,False,False,,False,False,gold_absent
C,1,mxh075,4c77db5916cd3d62f886ae82e8341edec3b2f309b744db2a1812b92953b742a3,unique,1.0,1.0,True,1.0,,,,,False,0.05,4.0,6,6,0,6,0,0,9,3,6,True,True,1.0,True,True,1.0,False,True,0.5,True,,0,0,False,True,True,1,True,True,intergroup
C,2,mb11_pancoast,6187016afe096f4fa8e927281f0664466e099a51a71728b5dd87ff621255558d,unique,1.0,1.0,True,1.0,,,,,False,0.0625,4.0,4,4,0,4,0,0,10,5,5,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,False,True,2,True,True,success
C,2,mb34_leukemoid,3774c2b4f90e5a24caaaf3dd634a80406c4355eee1e00f5e0a17e0f15a63580f,absent,1.0,1.0,False,1.0,,,,,False,0.0,3.8333333333333335,6,6,0,6,0,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,False,False,False,,False,False,gold_absent
C,2,mb55_glucagonoma,ccc957b64d2aaad7b0f925cff8910397df1398115550bda066fce53c688bac04,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,10,4,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,False,True,2,True,True,success
C,2,mb57_kartagener,04defdfbf10076c78a9ac0baa2da889e7c41a4440710b1fe21dddbfa0677f4ee,duplicated_across_l1,1.0,1.0,True,1.0,,,,,False,0.15,4.0,5,5,0,5,0,0,14,8,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,True,True,1,True,True,success
C,2,mb65_cml,39f5a6a6cb8be91bd208eead5f431256d23da2ec7e0d71d222f09d66910ad244,duplicated_across_l1,1.0,1.0,True,1.0,,,,,False,0.21052631578947367,3.8,5,5,0,5,0,0,18,12,6,True,True,1.0,True,True,1.0,False,False,0.3333333333333333,True,,0,0,False,True,True,1,True,True,intergroup
C,2,mb66_peliosis,8997b83d60a531ff5ee66c7a914534f82b0622656fa2d05b8553bc050d7968cf,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,10,4,6,False,True,0.5,False,True,0.5,False,False,0.0,True,,0,0,False,False,False,4,False,False,l1_prior_disadvantage
C,2,mb77_hyperpara,7a4cd5d0c4963561d489152a58d3173f6ad7e7a4ea3c8e0f58806c3da975435d,unique,1.0,1.0,True,1.0,,,,,False,0.0,3.8,5,5,0,5,0,0,9,3,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,False,True,2,True,True,success
C,2,mb82_adhesions,a72fd5dda280e8445e1aa2fbb7eca6bfb9736ef56149ba6a44e7014c83591cce,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,10,4,6,True,True,1.0,True,True,1.0,False,False,0.0,True,,0,0,False,False,True,2,False,False,l1_prior_disadvantage
C,2,mb83_foreignbody,b11de081f53e7ed28b0a7573b7fe67bf135f405bba0031da7c4b704ccd216d50,unique,1.0,1.0,True,1.0,,,,,False,0.0,3.75,4,4,0,4,0,0,10,5,5,True,True,1.0,True,True,1.0,False,True,0.5,True,,0,0,False,False,True,2,True,True,l1_prior_disadvantage
C,2,mxh011,441ccbc6a036a62d34d49c732416905688ce4f64c0deb61ec965b9551cd16437,duplicated_across_l1,1.0,1.0,True,1.0,,,,,False,0.05,4.0,5,5,0,5,0,0,14,8,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,True,True,1,True,True,success
C,2,mxh014,57ffa6bdf3265654a338dd43a68601cbc7a75225e5149e715d4bed3948dc1172,absent,1.0,1.0,False,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,False,False,False,,False,False,gold_absent
C,2,mxh036,3f9f99e1199f9cb5a55f9070f474ccf8dc751ab2758846485402f4723d3d3b59,unique,1.0,1.0,True,1.0,,,,,False,0.05263157894736842,3.8,5,5,0,5,0,0,12,6,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,True,True,1,True,True,success
C,2,mxh045,59631833633f40452f56151d1821453f581a2321828e992301280551d794863b,absent,1.0,1.0,False,1.0,,,,,False,0.0,3.4,5,5,0,5,0,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,False,False,False,,False,False,gold_absent
C,2,mxh046,a1abf7de3351a3d39bc671eb76915dc94e9c88200f547bdfa327fcd436f3c84b,unique,1.0,1.0,True,1.0,,,,,False,0.07142857142857142,3.5,4,4,0,4,0,0,9,4,5,False,True,0.5,False,True,0.5,False,False,0.0,True,,0,0,False,True,True,1,False,False,local_rank
C,2,mxh055,234148e0d2d60ae35180d7ebe4117064ea1884297fc89dad62cadbbab319bb13,unique,1.0,1.0,True,1.0,,,,,False,0.05555555555555555,3.6,5,5,0,5,0,0,12,6,6,True,True,1.0,True,True,1.0,False,True,0.5,True,,0,0,False,True,True,1,True,True,intergroup
C,2,mxh068,935a80585831354bbc8d82a63d0442a46e6080b09db578f3e6e0f6fc21f647ff,absent,1.0,1.0,False,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,False,False,False,,False,False,gold_absent
C,2,mxh075,ac60574baa98d7a6a060cd5b0e5fbb54f6a75f8452f2affc144ad077f9ccbe37,unique,1.0,1.0,True,1.0,,,,,False,0.05,4.0,5,5,0,5,0,0,9,3,6,True,True,1.0,True,True,1.0,False,False,0.3333333333333333,True,,0,0,False,False,True,2,True,True,l1_prior_disadvantage
C,3,mb11_pancoast,6d4056fd3e07cd1ccd7e615422d91e3bd081936af48920e955fca2c9bc228022,unique,1.0,1.0,True,1.0,,,,,False,0.0625,4.0,4,4,0,4,0,0,10,5,5,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,False,True,2,True,True,success
C,3,mb34_leukemoid,64626c4893dfa52cd7b3b9fdc242a8b690c435045e4a3c875390580526385a42,absent,1.0,1.0,False,1.0,,,,,False,0.0,4.0,6,6,0,6,0,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,False,False,False,,False,False,gold_absent
C,3,mb55_glucagonoma,a9fea78b3282638cb2f86fa60c1177c4b0a35ff3370b198e14cf9bac331ba988,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,10,4,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,False,True,2,True,True,success
C,3,mb57_kartagener,2276045c51921fa9bcac376b34a9ec6132f0b7cb9e897fc83857fffe336055a3,duplicated_across_l1,1.0,1.0,True,1.0,,,,,False,0.10526315789473684,3.8,5,5,0,5,0,0,14,8,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,True,True,1,True,True,success
C,3,mb65_cml,379c6b696c85d13fa8e04f7d3b0cd07a3d4c50809bad3cd79b8f6e67bf93a2c8,duplicated_across_l1,1.0,1.0,True,1.0,,,,,False,0.21052631578947367,3.8,5,5,0,5,0,0,21,14,7,True,True,1.0,True,True,1.0,False,False,0.25,True,,0,0,False,True,True,1,True,True,intergroup
C,3,mb66_peliosis,f7cd95fd227bb4cf94925837079a62e30da9336f8b9522175fed68edb896a4a6,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,3,3,0,False,True,0.5,False,True,0.5,False,False,0.0,True,,0,0,False,False,False,5,True,True,l1_prior_disadvantage
C,3,mb77_hyperpara,a26e8860f66a0f84d0c09628c5d5fae4fd319d4697869ae51b2a9d20242d3eb6,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,11,5,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,False,True,2,True,True,success
C,3,mb82_adhesions,42546bfe181d86ff7dc71ed4fbde324f2691e042f862c24697a7d9bc5592880f,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,11,5,6,True,True,1.0,True,True,1.0,False,False,0.0,True,,0,0,False,False,True,2,False,False,l1_prior_disadvantage
C,3,mb83_foreignbody,b9cebb12c70aabf00044884389b71bfa4138a8dea1ba2325b42b52d55cd7a352,unique,1.0,1.0,True,1.0,,,,,False,0.0,4.0,4,4,0,4,0,0,9,4,5,True,True,1.0,True,True,1.0,False,True,0.5,True,,0,0,False,False,True,2,True,True,l1_prior_disadvantage
C,3,mxh011,8083e61acdc945135f053f336fee9c4cc8d6500b5f44feb4eb35c8886eb742d5,duplicated_across_l1,1.0,1.0,True,1.0,,,,,False,0.05,4.0,5,5,0,5,0,0,13,7,6,True,True,1.0,True,True,1.0,True,True,1.0,True,,0,0,False,True,True,1,True,True,success
C,3,mxh014,bb580129e315636c39bb0b54ecfff28f871dc5b9ae18b3c304992379d5a84766,absent,1.0,1.0,False,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,False,False,False,,False,False,gold_absent
C,3,mxh036,2cef84a094076c03216f7724d9378a304f384fbeeb9a615f93112841cb6d5682,unique,1.0,1.0,True,1.0,,,,,False,0.0,3.6,5,5,0,5,0,0,11,5,6,True,True,1.0,True,True,1.0,False,True,0.5,True,,0,0,False,True,True,1,True,True,intergroup
C,3,mxh045,f904ab79c69abe187a386a20c6b3b4de95e72a1b6a7895bed4d5e94f71a98ed3,absent,1.0,1.0,False,1.0,,,,,False,0.0,3.6,5,5,0,5,0,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,False,False,False,,False,False,gold_absent
C,3,mxh046,da0715aeedce5b2e997b60b1da3ee7f9f6a11309931e7aeb3ffbdd7ca478cb34,unique,1.0,1.0,True,1.0,,,,,False,0.2,3.75,4,4,0,4,0,0,9,4,5,False,True,0.5,False,True,0.5,False,False,0.0,True,,0,0,False,True,True,1,False,False,local_rank
C,3,mxh055,01219cbc4bc083e5d10aa68e6ee0a2a9e85ae46a2bd6dfef7dbe3c2bb230d563,unique,1.0,1.0,True,1.0,,,,,False,0.0625,3.2,5,5,0,5,0,0,10,4,6,True,True,1.0,True,True,1.0,False,True,0.5,True,,0,0,False,True,True,1,True,True,intergroup
C,3,mxh068,0e3a710d53a8b360905b3faccc47f39c8d07b6214d460c0baab391a8e10a8df8,absent,1.0,1.0,False,1.0,,,,,False,0.0,4.0,5,5,0,5,0,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,False,False,False,,False,False,gold_absent
C,3,mxh075,b5079063fd0ef2b1a60ef5ffae17d5d68e8a80787730768e6ead09db603dd91f,unique,1.0,1.0,True,1.0,,,,,False,0.05,4.0,5,5,0,5,0,0,10,4,6,False,True,0.5,False,True,0.5,False,False,0.3333333333333333,True,,0,0,False,False,False,3,True,True,l1_prior_disadvantage
