case_key,family,anchor_key,arm,success,gold_exposure_hit,gold_top1,candidate_n,champion_label,runner_up_label,cache_hit,error
DA_d2_heldout200b/615,DA,ax_mechanism,role_rotated,True,False,False,8,Klebsiella pneumoniae liver abscess,Klebsiella pneumoniae osteomyelitis,False,
DA_d2_heldout200b/615,DA,ax_mechanism,single_anchor,True,False,False,4,Klebsiella pneumoniae infection,Liver abscess,False,
DA_d2_heldout200b/615,DA,ax_mechanism,duplicate_anchor,True,False,False,4,Klebsiella pneumoniae infection,Liver abscess,False,
DA_d2_heldout200b/619,DA,ax_mechanism,real_views,True,False,False,7,Vaccine-Induced Myocarditis,Myocarditis,False,
DA_d2_heldout200b/619,DA,ax_mechanism,role_rotated,True,False,False,7,Vasculitis,Myocarditis,False,
DA_d2_heldout200b/619,DA,ax_mechanism,single_anchor,True,False,False,4,Vasculitis,Myocarditis,False,
DA_d2_heldout200b/619,DA,ax_mechanism,duplicate_anchor,True,False,False,4,Vasculitis,Myocarditis,False,
DA_d2_heldout200b/620,DA,ax_modality,real_views,True,False,False,4,Hepatosplenic Candidiasis,Candidemia,False,
DA_d2_heldout200b/620,DA,ax_modality,role_rotated,True,False,False,4,Hepatosplenic Candidiasis,Invasive aspergillosis,False,
DA_d2_heldout200b/620,DA,ax_modality,single_anchor,True,False,False,2,Hepatosplenic Candidiasis,Invasive Aspergillosis,False,
DA_d2_heldout200b/620,DA,ax_modality,duplicate_anchor,True,False,False,2,Hepatosplenic Candidiasis,Invasive Aspergillosis,False,
DA_d2_heldout200b/629,DA,ax_modality,real_views,True,False,False,3,Thrombotic Thrombocytopenic Purpura (TTP),Hemolytic Uremic Syndrome (HUS),False,
DA_d2_heldout200b/629,DA,ax_modality,role_rotated,True,False,False,3,Thrombotic Thrombocytopenic Purpura (TTP),Hemolytic Uremic Syndrome (HUS),False,
DA_d2_heldout200b/629,DA,ax_modality,single_anchor,True,False,False,2,Thrombotic Thrombocytopenic Purpura (TTP),Hemolytic Uremic Syndrome (HUS),False,
DA_d2_heldout200b/629,DA,ax_modality,duplicate_anchor,True,False,False,2,Thrombotic Thrombocytopenic Purpura (TTP),Hemolytic Uremic Syndrome (HUS),False,
DA_d2_heldout200b/630,DA,ax_syndrome,real_views,True,False,False,3,Blastomycosis,Histoplasmosis,False,
DA_d2_heldout200b/630,DA,ax_syndrome,role_rotated,True,False,False,3,Blastomycosis,Disseminated fungal infection,False,
DA_d2_heldout200b/630,DA,ax_syndrome,single_anchor,True,False,False,2,Blastomycosis,Histoplasmosis,False,
DA_d2_heldout200b/630,DA,ax_syndrome,duplicate_anchor,True,False,False,2,Blastomycosis,Histoplasmosis,False,
DA_d2_heldout200b/634,DA,ax_modality,real_views,True,False,False,9,Undifferentiated carcinoma,Sigmoid cancer with lymph node metastasis,False,
DA_d2_heldout200b/634,DA,ax_modality,role_rotated,True,False,False,9,Undifferentiated carcinoma,High-grade poorly differentiated sigmoid adenocarcinoma,False,
DA_d2_heldout200b/634,DA,ax_modality,single_anchor,True,False,False,3,Undifferentiated carcinoma,Sigmoid cancer with lymph node metastasis,False,
DA_d2_heldout200b/634,DA,ax_modality,duplicate_anchor,True,False,False,3,Undifferentiated carcinoma,High-grade poorly differentiated sigmoid adenocarcinoma,False,
DA_d2_heldout200b/636,DA,ax_mechanism,real_views,True,False,False,4,Puerperal mastitis,Streptococcal infection,False,
DA_d2_heldout200b/636,DA,ax_mechanism,role_rotated,True,False,False,4,Puerperal mastitis,Streptococcal infection,False,
DA_d2_heldout200b/636,DA,ax_mechanism,single_anchor,True,False,False,3,Puerperal mastitis,Streptococcal infection,False,
DA_d2_heldout200b/636,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Puerperal mastitis,Streptococcal infection,False,
DA_d2_heldout200b/644,DA,ax_modality,real_views,True,False,False,2,Paraganglioma,Pheochromocytoma,False,
DA_d2_heldout200b/644,DA,ax_modality,role_rotated,True,False,False,2,Paraganglioma,Pheochromocytoma,False,
DA_d2_heldout200b/644,DA,ax_modality,single_anchor,True,False,False,2,Paraganglioma,Pheochromocytoma,False,
DA_d2_heldout200b/644,DA,ax_modality,duplicate_anchor,True,False,False,2,Paraganglioma,Pheochromocytoma,False,
DA_d2_heldout200b/645,DA,ax_syndrome,real_views,True,False,False,6,Epilepsy,Posterior Reversible Encephalopathy Syndrome (PRES),False,
DA_d2_heldout200b/645,DA,ax_syndrome,role_rotated,True,False,False,6,Epilepsy,Posterior Reversible Encephalopathy Syndrome (PRES),False,
DA_d2_heldout200b/645,DA,ax_syndrome,single_anchor,True,False,False,3,Epilepsy,Posterior Reversible Encephalopathy Syndrome (PRES),False,
DA_d2_heldout200b/645,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Epilepsy,Posterior Reversible Encephalopathy Syndrome (PRES),False,
DA_d2_heldout200b/646,DA,ax_modality,real_views,True,False,False,2,Radiation Proctitis,Rectal Ulcer,False,
DA_d2_heldout200b/646,DA,ax_modality,role_rotated,True,False,False,2,Radiation Proctitis,Rectal Ulcer,False,
DA_d2_heldout200b/646,DA,ax_modality,single_anchor,True,False,False,2,Radiation Proctitis,Rectal Ulcer,False,
DA_d2_heldout200b/646,DA,ax_modality,duplicate_anchor,True,False,False,2,Radiation Proctitis,Rectal Ulcer,False,
DA_d2_heldout200b/650,DA,ax_modality,real_views,True,False,False,5,Idiopathic ventricular fibrillation,Catecholaminergic Polymorphic Ventricular Tachycardia,False,
DA_d2_heldout200b/650,DA,ax_modality,role_rotated,True,False,False,5,Idiopathic ventricular fibrillation,Catecholaminergic Polymorphic Ventricular Tachycardia,False,
DA_d2_heldout200b/650,DA,ax_modality,single_anchor,True,False,False,3,Idiopathic Ventricular Fibrillation,Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT),False,
DA_d2_heldout200b/650,DA,ax_modality,duplicate_anchor,True,False,False,3,Idiopathic Ventricular Fibrillation,Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT),False,
DA_d2_heldout200b/652,DA,ax_syndrome,real_views,True,False,False,5,Catheter-related bloodstream infection,Gram-negative bacillary sepsis,False,
DA_d2_heldout200b/652,DA,ax_syndrome,role_rotated,True,False,False,5,Gram-negative bacillary sepsis,Gram-negative bacteremia,False,
DA_d2_heldout200b/652,DA,ax_syndrome,single_anchor,True,False,False,3,Gram-negative bacteremia,Sepsis,False,
DA_d2_heldout200b/652,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Catheter-related bloodstream infection,Gram-negative bacteremia,False,
DA_d2_heldout200b/653,DA,ax_syndrome,real_views,True,False,False,6,Hepatic artery thrombosis,Thrombosis,False,
DA_d2_heldout200b/653,DA,ax_syndrome,role_rotated,True,False,False,6,Hepatic artery thrombosis,Pyelonephritis,False,
DA_d2_heldout200b/653,DA,ax_syndrome,single_anchor,True,False,False,3,Hepatic artery thrombosis,Pyelonephritis,False,
DA_d2_heldout200b/653,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Hepatic artery thrombosis,Budd-Chiari syndrome,False,
DA_d2_heldout200b/660,DA,ax_mechanism,real_views,True,False,False,8,BRCA-1 mutated ovarian cancer,Metastatic ovarian cancer,False,
DA_d2_heldout200b/660,DA,ax_mechanism,role_rotated,True,False,False,8,BRCA-1 mutated ovarian cancer,Ovarian serous adenocarcinoma,False,
DA_d2_heldout200b/660,DA,ax_mechanism,single_anchor,True,False,False,3,Ovarian cancer,BRCA-1 mutation-related cancer,False,
DA_d2_heldout200b/660,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Ovarian cancer,BRCA-1 mutation-related cancer,False,
DA_d2_heldout200b/662,DA,ax_mechanism,real_views,True,False,False,7,Hemophagocytic Lymphohistiocytosis (HLH),Inflammatory Leptomeningitis,False,
DA_d2_heldout200b/662,DA,ax_mechanism,role_rotated,True,False,False,7,Hemophagocytic Lymphohistiocytosis (HLH),Influenza-associated encephalitis,False,
DA_d2_heldout200b/662,DA,ax_mechanism,single_anchor,True,False,False,3,Hemophagocytic lymphohistiocytosis,Influenza A infection,False,
DA_d2_heldout200b/662,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Hemophagocytic lymphohistiocytosis,Influenza A infection,False,
DA_d2_heldout200b/665,DA,ax_syndrome,real_views,True,False,False,8,Human papillomavirus (HPV)-related squamous cell carcinoma,Squamous cell carcinoma of the tongue,False,
DA_d2_heldout200b/665,DA,ax_syndrome,role_rotated,True,False,False,8,Human papillomavirus (HPV)-related squamous cell carcinoma,Squamous cell carcinoma of the tongue,False,
DA_d2_heldout200b/665,DA,ax_syndrome,single_anchor,True,False,False,3,Squamous cell carcinoma of the tongue,Tongue atrophy and deviation due to tumor invasion,False,
DA_d2_heldout200b/665,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Squamous cell carcinoma of the tongue,Tongue atrophy and deviation due to tumor invasion,False,
DA_d2_heldout200b/666,DA,ax_mechanism,real_views,True,False,False,5,Cervical Kyphosis,Cervical Scoliosis,False,
DA_d2_heldout200b/666,DA,ax_mechanism,role_rotated,True,False,False,5,Cervical Kyphosis,Cervical Scoliosis,False,
DA_d2_heldout200b/666,DA,ax_mechanism,single_anchor,True,False,False,3,Cervical spondylosis,Osteoporosis,False,
DA_d2_heldout200b/666,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Cervical spondylosis,Osteoporosis,False,
DA_d2_heldout200b/676,DA,ax_modality,real_views,True,False,False,3,Neuroleptic Malignant Syndrome,Catatonia,False,
DA_d2_heldout200b/676,DA,ax_modality,role_rotated,True,False,False,3,Neuroleptic Malignant Syndrome,Catatonia,False,
DA_d2_heldout200b/676,DA,ax_modality,single_anchor,True,False,False,3,Neuroleptic Malignant Syndrome (NMS),Catatonia,False,
DA_d2_heldout200b/676,DA,ax_modality,duplicate_anchor,True,False,False,3,Neuroleptic Malignant Syndrome (NMS),Catatonia,False,
DA_d2_heldout200b/677,DA,ax_mechanism,real_views,True,False,False,4,Schwannoma,Hemangioblastoma,False,
DA_d2_heldout200b/677,DA,ax_mechanism,role_rotated,True,False,False,4,Schwannoma,Hemangioblastoma,False,
DA_d2_heldout200b/677,DA,ax_mechanism,single_anchor,True,False,False,2,Schwannoma,Meningioma,False,
DA_d2_heldout200b/677,DA,ax_mechanism,duplicate_anchor,True,False,False,2,Schwannoma,Meningioma,False,
DA_d2_heldout200b/678,DA,ax_modality,real_views,True,False,False,5,Tuberous Sclerosis Complex,Subependymal Giant Cell Astrocytoma (SEGA),False,
DA_d2_heldout200b/678,DA,ax_modality,role_rotated,True,False,False,5,Tuberous Sclerosis Complex,Subependymal Giant Cell Astrocytoma (SEGA),False,
DA_d2_heldout200b/678,DA,ax_modality,single_anchor,True,False,False,3,Tuberous Sclerosis Complex (TSC),,False,
DA_d2_heldout200b/678,DA,ax_modality,duplicate_anchor,True,False,False,3,Tuberous Sclerosis Complex (TSC),Subependymal Giant Cell Astrocytoma (SEGA),False,
DA_d2_heldout200b/679,DA,ax_mechanism,real_views,True,False,False,3,Sciatic hernia,Ureteral obstruction,False,
DA_d2_heldout200b/679,DA,ax_mechanism,role_rotated,True,False,False,3,Sciatic hernia,Ureteral obstruction,False,
DA_d2_heldout200b/679,DA,ax_mechanism,single_anchor,True,False,False,3,Sciatic hernia,Ureteral obstruction,False,
DA_d2_heldout200b/679,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Sciatic hernia,Ureteral obstruction,False,
DA_d2_heldout200b/685,DA,ax_mechanism,real_views,True,False,False,8,Chemotherapy-Induced Cardiotoxicity,Valvular Heart Disease,False,
DA_d2_heldout200b/685,DA,ax_mechanism,role_rotated,True,False,False,8,Chemotherapy-Induced Cardiotoxicity,Valvular Heart Disease,False,
DA_d2_heldout200b/685,DA,ax_mechanism,single_anchor,True,False,False,3,Chemotherapy-Induced Cardiotoxicity,Cardiomyopathy,False,
DA_d2_heldout200b/685,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Chemotherapy-Induced Cardiotoxicity,Cardiomyopathy,False,
DA_d2_heldout200b/686,DA,ax_syndrome,real_views,True,False,False,7,Cardiac allograft compression of the left bronchus,Cardiac allograft dysfunction,False,
DA_d2_heldout200b/686,DA,ax_syndrome,role_rotated,True,False,False,7,Cardiac allograft compression of the left bronchus,Device-related thrombosis,False,
DA_d2_heldout200b/686,DA,ax_syndrome,single_anchor,True,False,False,3,Cardiac allograft compression of the left bronchus,Left Ventricular Assist Device (LVAD) thrombosis,False,
DA_d2_heldout200b/686,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Cardiac allograft compression of the left bronchus,Left Ventricular Assist Device (LVAD) thrombosis,False,
DA_d2_heldout200b/687,DA,ax_modality,real_views,True,False,False,7,EBV Meningoencephalitis,Epstein-Barr Virus (EBV) Encephalitis,False,
DA_d2_heldout200b/687,DA,ax_modality,role_rotated,True,False,False,7,EBV Meningoencephalitis,Epstein-Barr Virus (EBV) Encephalitis,False,
DA_d2_heldout200b/687,DA,ax_modality,single_anchor,True,False,False,3,EBV Meningoencephalitis,Cerebral Vasculitis,False,
DA_d2_heldout200b/687,DA,ax_modality,duplicate_anchor,True,False,False,3,EBV Meningoencephalitis,Cerebral Vasculitis,False,
DA_d2_heldout200b/698,DA,ax_syndrome,real_views,True,False,False,5,Cerebral aspergillosis,Invasive aspergillosis,False,
DA_d2_heldout200b/698,DA,ax_syndrome,role_rotated,True,False,False,5,Cerebral aspergillosis,Invasive aspergillosis,False,
DA_d2_heldout200b/698,DA,ax_syndrome,single_anchor,True,False,False,3,Cerebral aspergillosis,Brain abscess,False,
DA_d2_heldout200b/698,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Cerebral aspergillosis,Brain abscess,False,
DA_d2_heldout200b/703,DA,ax_syndrome,real_views,True,False,False,5,Mitochondrial disease,Leigh syndrome,False,
DA_d2_heldout200b/703,DA,ax_syndrome,role_rotated,True,False,False,5,Leigh syndrome,Mitochondrial disease,False,
DA_d2_heldout200b/703,DA,ax_syndrome,single_anchor,True,False,False,2,Leigh syndrome,Parkinson's disease,False,
DA_d2_heldout200b/703,DA,ax_syndrome,duplicate_anchor,True,False,False,2,Leigh syndrome,Parkinson's disease,False,
DA_d2_heldout200b/705,DA,ax_mechanism,real_views,True,False,False,2,Pregnancy-associated listeriosis,Listeriosis,False,
DA_d2_heldout200b/705,DA,ax_mechanism,role_rotated,True,False,False,2,Pregnancy-associated listeriosis,Listeriosis,False,
DA_d2_heldout200b/705,DA,ax_mechanism,single_anchor,True,False,False,1,Listeriosis,,False,
DA_d2_heldout200b/705,DA,ax_mechanism,duplicate_anchor,True,False,False,1,Listeriosis,,False,
DA_d2_heldout200b/706,DA,ax_syndrome,real_views,True,False,False,5,Compartment Syndrome,Rhabdomyolysis,False,
DA_d2_heldout200b/706,DA,ax_syndrome,role_rotated,True,False,False,5,Compartment Syndrome,Rhabdomyolysis,False,
DA_d2_heldout200b/706,DA,ax_syndrome,single_anchor,True,False,False,3,Compartment Syndrome,Rhabdomyolysis,False,
DA_d2_heldout200b/706,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Compartment Syndrome,Rhabdomyolysis,False,
DA_d2_heldout200b/707,DA,ax_syndrome,real_views,True,False,False,8,Cryptogenic Organizing Pneumonia (COP),Wegener's granulomatosis,False,
DA_d2_heldout200b/707,DA,ax_syndrome,role_rotated,True,False,False,8,Cryptogenic Organizing Pneumonia (COP),Wegener's granulomatosis,False,
DA_d2_heldout200b/707,DA,ax_syndrome,single_anchor,True,False,False,3,Tuberculosis,Bronchiectasis,False,
DA_d2_heldout200b/707,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Bronchiectasis,Chronic obstructive pulmonary disease (COPD),False,
DA_d2_heldout200b/710,DA,ax_mechanism,real_views,True,False,False,3,Baker's cyst,Ganglion cyst,False,
DA_d2_heldout200b/710,DA,ax_mechanism,role_rotated,True,False,False,3,Baker's cyst,Ganglion cyst,False,
DA_d2_heldout200b/710,DA,ax_mechanism,single_anchor,True,False,False,3,Baker's cyst,Ganglion cyst,False,
DA_d2_heldout200b/710,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Baker's cyst,Ganglion cyst,False,
DA_d2_heldout200b/713,DA,ax_mechanism,real_views,True,False,False,6,Status Asthmaticus,Severe Asthma,False,
DA_d2_heldout200b/713,DA,ax_mechanism,role_rotated,True,False,False,6,Status Asthmaticus,Severe Asthma,False,
DA_d2_heldout200b/713,DA,ax_mechanism,single_anchor,True,False,False,3,Status Asthmaticus,Respiratory Failure,False,
DA_d2_heldout200b/713,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Status Asthmaticus,Chronic Obstructive Pulmonary Disease (COPD),False,
DA_d2_heldout200b/719,DA,ax_mechanism,real_views,True,False,False,8,Pontine Infarct,Multiple sclerosis,False,
DA_d2_heldout200b/719,DA,ax_mechanism,role_rotated,True,False,False,8,Pontine Infarct,Multiple sclerosis,False,
DA_d2_heldout200b/719,DA,ax_mechanism,single_anchor,True,False,False,4,Multiple sclerosis,Stroke,False,
DA_d2_heldout200b/719,DA,ax_mechanism,duplicate_anchor,True,False,False,4,Multiple sclerosis,Stroke,False,
DA_d2_heldout200b/721,DA,ax_mechanism,real_views,True,False,False,6,COVID-19 pneumonia,Breakthrough COVID-19 infection,False,
DA_d2_heldout200b/721,DA,ax_mechanism,role_rotated,True,False,False,6,COVID-19 pneumonia,Breakthrough COVID-19 infection,False,
DA_d2_heldout200b/721,DA,ax_mechanism,single_anchor,True,False,False,4,Breakthrough COVID-19 infection,Rituximab-induced immunosuppression,False,
DA_d2_heldout200b/721,DA,ax_mechanism,duplicate_anchor,True,False,False,4,Breakthrough COVID-19 infection,Rituximab-induced immunosuppression,False,
DA_d2_heldout200b/730,DA,ax_modality,real_views,True,False,False,8,Bicuspid aortic valve with ascending aortic aneurysm,Aortic valve thrombosis,False,
DA_d2_heldout200b/730,DA,ax_modality,role_rotated,True,False,False,8,Aortic valve thrombosis,Bicuspid aortic valve with ascending aortic aneurysm,False,
DA_d2_heldout200b/730,DA,ax_modality,single_anchor,True,False,False,4,Aortic valve thrombosis,Thrombotic occlusion of the left coronary artery,False,
DA_d2_heldout200b/730,DA,ax_modality,duplicate_anchor,True,False,False,4,Aortic valve thrombosis,Thrombotic occlusion of the left coronary artery,False,
DA_d2_heldout200b/733,DA,ax_syndrome,real_views,True,False,False,3,Phototoxic Maculopathy,Solar Retinopathy,False,
DA_d2_heldout200b/733,DA,ax_syndrome,role_rotated,True,False,False,3,Phototoxic Maculopathy,Solar Retinopathy,False,
DA_d2_heldout200b/733,DA,ax_syndrome,single_anchor,True,False,False,2,Phototoxic Maculopathy,Solar Retinopathy,False,
DA_d2_heldout200b/733,DA,ax_syndrome,duplicate_anchor,True,False,False,2,Phototoxic Maculopathy,Solar Retinopathy,False,
DA_d2_heldout200b/735,DA,ax_syndrome,real_views,True,False,False,6,Lymphoma with leukemic phase,Lymphoma,False,
DA_d2_heldout200b/735,DA,ax_syndrome,role_rotated,True,False,False,6,Lymphoma with leukemic phase,Lymphoma,False,
DA_d2_heldout200b/735,DA,ax_syndrome,single_anchor,True,False,False,3,Diffuse large B-cell lymphoma,Hypercalcemia of malignancy,False,
DA_d2_heldout200b/735,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Diffuse large B-cell lymphoma,Hypercalcemia of malignancy,False,
DA_d2_heldout200b/736,DA,ax_modality,real_views,True,False,False,9,Spondylodiscitis,S. cristatus Infection,False,
DA_d2_heldout200b/736,DA,ax_modality,role_rotated,True,False,False,9,Spondylodiscitis,S. cristatus Infection,False,
DA_d2_heldout200b/736,DA,ax_modality,single_anchor,True,False,False,4,Spondylodiscitis,S. cristatus Infection,False,
DA_d2_heldout200b/736,DA,ax_modality,duplicate_anchor,True,False,False,4,S. cristatus Infection,Spondylodiscitis,False,
DA_d2_heldout200b/738,DA,ax_mechanism,real_views,True,False,False,6,Congenital Neutropenia,Neutrophil Disorder,False,
DA_d2_heldout200b/738,DA,ax_mechanism,role_rotated,True,False,False,6,Congenital Neutropenia,Neutrophil Disorder,False,
DA_d2_heldout200b/738,DA,ax_mechanism,single_anchor,True,False,False,4,Neutrophil Disorder,Liver Abscess,False,
DA_d2_heldout200b/738,DA,ax_mechanism,duplicate_anchor,True,False,False,4,Neutrophil Disorder,Liver Abscess,False,
DA_d2_heldout200b/740,DA,ax_syndrome,real_views,True,False,False,4,Abdominal wall endometrioma,Abdominal Endometriosis,False,
DA_d2_heldout200b/740,DA,ax_syndrome,role_rotated,True,False,False,4,Abdominal wall endometrioma,Abdominal Endometriosis,False,
DA_d2_heldout200b/740,DA,ax_syndrome,single_anchor,True,False,False,2,Abdominal Endometriosis,Endometrioma,False,
DA_d2_heldout200b/740,DA,ax_syndrome,duplicate_anchor,True,False,False,2,Abdominal Endometriosis,Endometrioma,False,
DA_d2_heldout200b/741,DA,ax_syndrome,real_views,True,False,False,8,Invasive Ductal Carcinoma,Breast Cancer,False,
DA_d2_heldout200b/741,DA,ax_syndrome,role_rotated,True,False,False,8,Invasive Ductal Carcinoma,Breast Cancer,False,
DA_d2_heldout200b/741,DA,ax_syndrome,single_anchor,True,False,False,3,Invasive Ductal Carcinoma,Phyllodes Tumor,False,
DA_d2_heldout200b/741,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Invasive Ductal Carcinoma,Phyllodes Tumor,False,
DA_d2_heldout200b/745,DA,ax_mechanism,real_views,True,False,False,4,Catatonia,Adynamic ileus,False,
DA_d2_heldout200b/745,DA,ax_mechanism,role_rotated,True,False,False,4,Catatonia,Adynamic ileus,False,
DA_d2_heldout200b/745,DA,ax_mechanism,single_anchor,True,False,False,3,Catatonia,Adynamic ileus,False,
DA_d2_heldout200b/745,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Catatonia,Adynamic ileus,False,
DA_d2_heldout200b/746,DA,ax_syndrome,real_views,True,False,False,6,Bronchial obstruction,Aspiration pneumonia,False,
DA_d2_heldout200b/746,DA,ax_syndrome,role_rotated,True,False,False,6,Aspiration pneumonia,Bronchial obstruction,False,
DA_d2_heldout200b/746,DA,ax_syndrome,single_anchor,True,False,False,3,Lung cancer,Aspirational pneumonia,False,
DA_d2_heldout200b/746,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Aspirational pneumonia,Lung cancer,False,
DA_d2_heldout200b/754,DA,ax_syndrome,real_views,True,False,False,5,Hereditary hemorrhagic telangiectasia,Sturge-Weber syndrome,False,
DA_d2_heldout200b/754,DA,ax_syndrome,role_rotated,True,False,False,5,Hereditary hemorrhagic telangiectasia,Sturge-Weber syndrome,False,
DA_d2_heldout200b/754,DA,ax_syndrome,single_anchor,True,False,False,3,Sturge-Weber syndrome,PHACE syndrome,False,
DA_d2_heldout200b/754,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Sturge-Weber syndrome,PHACE syndrome,False,
DA_d2_heldout200b/758,DA,ax_modality,real_views,True,False,False,6,COVID-19-associated myocarditis,Myocarditis,False,
DA_d2_heldout200b/758,DA,ax_modality,role_rotated,True,False,False,6,COVID-19-associated myocarditis,Myocarditis,False,
DA_d2_heldout200b/758,DA,ax_modality,single_anchor,True,False,False,3,COVID-19-associated myocarditis,Myocarditis,False,
DA_d2_heldout200b/758,DA,ax_modality,duplicate_anchor,True,False,False,3,COVID-19-associated myocarditis,Myocarditis,False,
DA_d2_heldout200b/759,DA,ax_syndrome,real_views,True,False,False,6,Bacteroides fragilis infection,Anaerobic bacterial infection,False,
DA_d2_heldout200b/759,DA,ax_syndrome,role_rotated,True,False,False,6,Bacteroides fragilis infection,Anaerobic bacterial infection,False,
DA_d2_heldout200b/759,DA,ax_syndrome,single_anchor,True,False,False,3,Peritonitis,Intestinal perforation,False,
DA_d2_heldout200b/759,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Intestinal perforation,Peritonitis,False,
DA_d2_heldout200b/760,DA,ax_syndrome,real_views,True,False,False,8,Post-procedure peritonitis,Infectious colitis,False,
DA_d2_heldout200b/760,DA,ax_syndrome,role_rotated,True,False,False,8,Post-procedure peritonitis,Infectious colitis,False,
DA_d2_heldout200b/760,DA,ax_syndrome,single_anchor,True,False,False,3,Post-procedure peritonitis,Typhlitis,False,
DA_d2_heldout200b/760,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Post-procedure peritonitis,Typhlitis,False,
DA_d2_heldout200b/766,DA,ax_modality,real_views,True,False,False,7,Myopericarditis,Acute Pericarditis,False,
DA_d2_heldout200b/766,DA,ax_modality,role_rotated,True,False,False,7,Myopericarditis,Acute Pericarditis,False,
DA_d2_heldout200b/766,DA,ax_modality,single_anchor,True,False,False,4,Myopericarditis,Viral Myocarditis,False,
DA_d2_heldout200b/766,DA,ax_modality,duplicate_anchor,True,False,False,4,Myopericarditis,Viral Myocarditis,False,
DA_d2_heldout200b/769,DA,ax_mechanism,real_views,True,False,False,6,Hereditary Leiomyomatosis and Renal Cell Cancer (HLRCC) syndrome,Uterine Leiomyoma with atypical features,False,
DA_d2_heldout200b/769,DA,ax_mechanism,role_rotated,True,False,False,6,Hereditary Leiomyomatosis and Renal Cell Cancer (HLRCC) syndrome,Uterine Leiomyoma with atypical features,False,
DA_d2_heldout200b/769,DA,ax_mechanism,single_anchor,True,False,False,3,Hereditary Leiomyomatosis and Renal Cell Cancer (HLRCC),Uterine Leiomyoma,False,
DA_d2_heldout200b/769,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Hereditary Leiomyomatosis and Renal Cell Cancer (HLRCC),Uterine Leiomyoma,False,
DA_d2_heldout200b/773,DA,ax_syndrome,real_views,True,False,False,7,Eisenmenger Syndrome,Patent Foramen Ovale,False,
DA_d2_heldout200b/773,DA,ax_syndrome,role_rotated,True,False,False,7,Eisenmenger Syndrome,Pulmonary Arterial Hypertension,False,
DA_d2_heldout200b/773,DA,ax_syndrome,single_anchor,True,False,False,3,Eisenmenger Syndrome,Pulmonary Hypertension,False,
DA_d2_heldout200b/773,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Eisenmenger Syndrome,Patent Foramen Ovale,False,
DA_d2_heldout200b/778,DA,ax_mechanism,real_views,True,False,False,9,Fungal pneumonia,Bacterial pneumonia,False,
DA_d2_heldout200b/778,DA,ax_mechanism,role_rotated,True,False,False,9,Fungal pneumonia,Community-acquired pneumonia,False,
DA_d2_heldout200b/778,DA,ax_mechanism,single_anchor,True,False,False,4,Fungal pneumonia,Pneumonia,False,
DA_d2_heldout200b/778,DA,ax_mechanism,duplicate_anchor,True,False,False,4,Fungal pneumonia,Pneumonia,False,
DA_d2_seq100/102,DA,ax_modality,real_views,True,False,False,2,Bullous Congenital Ichthyosiform Erythroderma,Epidermolytic Hyperkeratosis,False,
DA_d2_seq100/102,DA,ax_modality,role_rotated,True,False,False,2,Bullous Congenital Ichthyosiform Erythroderma,Epidermolytic Hyperkeratosis,False,
DA_d2_seq100/102,DA,ax_modality,single_anchor,True,False,False,2,Bullous Congenital Ichthyosiform Erythroderma,Epidermolytic Hyperkeratosis,False,
DA_d2_seq100/102,DA,ax_modality,duplicate_anchor,True,False,False,2,Bullous Congenital Ichthyosiform Erythroderma,Epidermolytic Hyperkeratosis,False,
DA_d2_seq100/107,DA,ax_mechanism,real_views,True,False,False,3,Morphea,Scleromyxedema,False,
DA_d2_seq100/107,DA,ax_mechanism,role_rotated,True,False,False,3,Morphea,Nephrogenic Systemic Fibrosis,False,
DA_d2_seq100/107,DA,ax_mechanism,single_anchor,True,False,False,3,Morphea,Nephrogenic systemic fibrosis,False,
DA_d2_seq100/107,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Morphea,Scleromyxedema,False,
DA_d2_seq100/111,DA,ax_modality,real_views,True,False,False,6,Lichen planus,Mycosis Fungoides,False,
