case_id	cohort	arm	compat_branch	gate_triggered	parent_source	protocol	family_coverage	tree_parent_present	family_top1	family_top2	mapper_opt1	mapper_opt2	mapper_rr	bind_repair_applied	n_extra_leaves
164	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
164	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	19
164	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
165	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	0	0
165	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
165	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	15
165	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
167	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
167	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
167	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	15
167	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
173	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	1	0.5	0	0
173	remain76	R_compat	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	1	0.5	0	0
173	remain76	R_compat_R2	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	1	0.5	1	15
173	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
174	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
174	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
174	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	1	19
174	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
177	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	1	0.5	0	0
177	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	1	0.5	0	0
177	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	1	0.5	0	17
177	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
181	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
181	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
181	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	1	15
181	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
182	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
182	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
182	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	15
182	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
183	remain76	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
183	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
183	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	1	16
183	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	0	0.0	0	0
186	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	0	0
186	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
186	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	18
186	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
187	remain76	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
187	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
187	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	1	0.5	1	16
187	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	0	0	0	0	0.0	0	0
188	remain76	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
188	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
188	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	0	1	0.5	1	17
188	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	0	1	0	0	0.0	0	0
190	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
190	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
190	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	17
190	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
194	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
194	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
194	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	15
194	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
198	remain76	R0_joint			none	v1_auto_parent	0	0	0	0	0	0	0.0	0	0
198	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	0	0	0	0	0	0.0	0	0
198	remain76	R_compat_R2	merge_only	True	none	v1_auto_parent	0	0	0	0	0	0	0.0	1	17
198	remain76	R1_metric			none	v2_leaf_parent	0	0	0	0	0	0	0.0	0	0
202	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
202	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
202	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	15
202	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
205	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	1	0	1	0.5	0	0
205	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	0	1	0.5	0	0
205	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	0	1	0.5	1	14
205	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	0	1	0	1	0.5	0	0
206	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
206	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
206	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	18
206	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
207	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
207	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
207	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	15
207	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
211	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
211	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
211	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	18
211	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
214	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	0	0
214	remain76	R_compat	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
214	remain76	R_compat_R2	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	12
214	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
216	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
216	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
216	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	14
216	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
219	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
219	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
219	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	18
219	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
220	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
220	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
220	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	15
220	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
225	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
225	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
225	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	1	13
225	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
226	remain76	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
226	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
226	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	0	0.333333	1	14
226	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	0	0.0	0	0
227	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	0	1	1	1	1	1.0	0	0
227	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	0	1	1	1	1	1.0	0	0
227	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	0	1	1	1	1	1.0	1	18
227	remain76	R1_metric			none	v2_leaf_parent	0	0	0	0	1	1	1.0	0	0
228	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
228	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
228	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	14
228	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
229	remain76	R0_joint			none	v1_auto_parent	0	0	0	0	0	0	0.0	0	0
229	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	0	0	0	0	0	0.0	0	0
229	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	0	1	1	1	1	1.0	1	18
229	remain76	R1_metric			none	v2_leaf_parent	0	0	0	0	0	0	0.0	0	0
231	remain76	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
231	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
231	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	0	0.333333	1	14
231	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	0	0.0	0	0
233	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	0	0
233	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
233	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	1	15
233	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
237	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	0	1	1	1	1	1.0	0	0
237	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	0	0	0	1	1	1.0	0	0
237	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	0	0	0	1	1	1.0	1	18
237	remain76	R1_metric			none	v2_leaf_parent	0	0	0	0	1	1	1.0	0	0
241	remain76	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
241	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
241	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	0	0.25	1	13
241	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	0	0.0	0	0
242	remain76	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
242	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
242	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	1	18
242	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	0	1	0	0	0.0	0	0
243	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
243	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
243	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	13
243	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
246	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	1	0.5	0	0
246	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
246	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	14
246	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
249	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
249	remain76	R_compat	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
249	remain76	R_compat_R2	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	14
249	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
